Gene	Class	PDB chain	Coexpression	Seqid	Unique subunits
Itgb1	U	4wk4_B	0.233500	92.58	3
Fn1	U	3ejh_A	0.431100	92.47	2
Nfkbia	U	1ikn_D	0.334900	92.37	3
Ubr5	U	3ntw_A	0.082400	92.31	2
Myh9	U	2lnk_C	0.218000	92.31	2
Sdcbp	U	1ybo_A	0.059100	92.17	2
Mcm6	U	2le8_A	0.629900	92.11	2
Anapc5	U	4ui9_O	0.303169	92.06	18
Eif4a2	U	2zu6_A	0.043400	92.01	2
Ube4b	U	3l1z_B	0.325300	92.00	2
Rpl7	U	4v5z_Bw	0.582114	91.85	50
S100a10	U	4ftg_A	0.340500	91.67	3
Mat2b	U	4ndn_E	0.150200	91.64	2
Pabpc4	U	2rqg_B	0.304900	91.57	2
Uqcr10	U	1qcr_J	0.446600	91.53	11
Ap2a1	U	2xa7_A	0.307800	91.47	5
Myl6	U	3jax_C	0.163000	91.39	3
Trmt61a	U	5ccx_A	0.361700	91.35	2
Nup37	U	5a9q_2	0.444150	91.10	10
Uqcr11	U	1sqp_K	0.505263	91.07	11
Eps15	U	2jxc_A	0.047800	91.00	2
Eftud1	U	5anb_K	0.118300	90.80	11
Stx7	U	1gl2_B	0.141567	90.77	4
Fcgrt	U	1frt_A	0.293100	90.71	3
Lman1	U	3lcp_A	0.309800	90.69	2
Nup160	U	5a9q_1	0.373438	90.53	10
Shc1	U	2l1c_A	0.173200	90.52	2
Gnb2	U	3ah8_B	0.181300	90.29	4
Eif4e2	U	2jgb_A	0.341100	90.26	2
Hsp90ab1	U	2k5b_A	0.200100	90.00	2
Bcor	U	4hpl_A	0.029600	89.92	2
Rab9	U	4qxa_A	-0.121400	89.90	2
Mrpl17	U	3iy9_S	0.387271	89.66	19
Gna11	U	3ohm_A	0.090600	89.60	2
Rars	U	4r3z_B	0.369550	89.48	3
Mrps34	U	3j9m_A0	0.334495	89.45	81
Rbbp7	U	4pc0_A	0.177400	89.41	2
Acadm	U	1t9g_A	0.396950	89.39	3
Rab5b	U	3mjh_A	0.271700	89.29	2
Ap1s1	U	4p6z_S	0.171933	89.24	6
Fdxr	U	1e6e_A	0.258200	89.13	2
Sae1	U	1y8r_A	0.331150	89.02	3
Nup133	U	3cqg_B	0.451700	88.99	2
Arhgdib	U	1ds6_B	0.600900	88.89	2
Psmd4	U	1p9d_S	0.437600	88.89	2
Ephb4	U	2hle_A	0.213800	88.83	2
Rfxap	U	2kw3_C	0.050600	88.71	2
Exosc5	U	2nn6_D	0.303486	88.61	9
Cacybp	U	2jtt_C	-0.033000	88.57	2
Mrpl24	U	3iy9_N	0.282471	88.54	19
Gnai2	U	4g5q_A	0.034300	88.18	2
Tlr2	U	3a79_A	0.392700	88.10	3
Sptan1	U	2fot_C	0.263800	88.10	2
Rab8b	U	3qbt_A	0.007100	87.93	2
Rhob	U	3msx_A	0.007900	87.78	2
Gm20431	U	3von_B	0.232350	87.68	3
Mrpl14	U	5aj4_BO	0.292913	87.59	83
Dctn6	U	5afu_U	0.247783	87.50	22
Mrpl4	U	3iy9_D	0.334529	87.43	19
Qars	U	4r3z_C	0.358600	87.23	3
Gata4	U	2l6z_A	0.204000	87.18	3
Pex14	U	2w84_A	0.259200	87.14	2
Abi1	U	3p8c_F	0.140000	86.79	5
Txn1	U	4ll1_B	-0.038900	86.67	2
Atp7a	U	2k1r_A	0.146200	86.30	2
Tsfm	U	1xb2_B	0.344300	86.25	2
Capza2	U	5afu_K	0.220583	86.18	22
Mrpl43	U	5aj4_Bg	0.326034	86.16	83
Tnpo2	U	4fdd_A	0.233600	86.15	2
Hdac2	U	4bkx_B	0.154700	86.10	2
Ppp2r1b	U	2nyl_A	0.288200	86.08	4
Glmn	U	4f52_E	0.243500	86.07	3
Met	U	4o3u_B	0.161900	86.03	3
Hspe1	U	4pj1_1	0.576500	85.96	2
Txndc5	U	3wgx_A	0.266400	85.84	2
Mrpl27	U	5aj4_B0	0.351535	85.81	83
Ezr	U	3x23_A	0.099200	85.58	2
Lrpap1	U	2fyl_A	0.168800	85.19	2
Mars	U	4bvx_A	0.251200	85.12	2
Sec23b	U	3egd_A	0.285550	84.95	4
Dnmt1	U	4yoc_A	0.286900	84.86	2
Hexa	U	2gjx_A	0.394200	84.62	2
Cpsf7	U	3n9u_C	0.193100	84.62	2
Eprs	U	5a34_A	0.267200	84.57	2
Ppfia1	U	3tad_A	-0.024700	84.51	2
Gcc2	U	3bbp_D	0.169100	84.51	2
Cul2	U	4wqo_D	0.121900	84.41	4
Mrps35	U	5aj4_Ak	0.353689	84.36	83
Aimp2	U	5a34_B	0.267200	84.17	2
Mrps5	U	5aj4_AE	0.337768	84.15	83
Cdca8	U	2qfa_B	0.794600	83.87	3
Fubp1	U	2kxh_B	0.326000	83.87	2
Tpm4	U	4a7f_B	0.492500	83.82	3
Arf4	U	1r8s_A	0.328000	83.54	2
Ywhah	U	4j6s_A	0.063600	83.53	2
Dab2	U	3h8d_E	0.163700	83.33	2
B4galt1	U	1nf5_B	0.016300	83.22	2
Mrpl28	U	3j9m_X	0.389846	83.20	81
Mrps2	U	5aj4_AB	0.256269	83.18	83
Xrcc6	U	1jeq_A	0.332400	83.09	2
Cp	U	4ejx_A	0.000600	82.91	3
Myh10	U	1br1_A	0.163000	82.80	2
Kpna6	U	3tj3_A	0.299500	82.77	2
Aimp1	U	4r3z_A	0.389550	82.69	3
Tpm2	U	2w49_A	0.481150	82.67	5
Ranbp2	U	3uin_D	0.168850	82.61	4
Rab32	U	4cz2_A	0.032600	82.17	2
Rock2	U	2v55_A	0.193000	82.02	2
Mta3	U	4bkx_A	0.154700	81.82	2
Tpm3-rs7	U	4a7f_B	0.492500	81.62	3
Flnb	U	2k9u_A	0.169000	81.51	2
Mrps18a	U	3j9m_r	0.368798	81.12	81
Emd	U	2odg_C	0.238300	80.85	2
Gm21987	U	2l0y_B	0.217100	80.60	2
Pdia6	U	3w8j_A	0.324000	80.28	2
Rps6ka3	U	4nif_A	0.014500	79.88	2
Cbx3	U	2fmm_A	0.179900	79.73	2
Pdhx	U	2f5z_K	0.400900	79.69	2
Mrpl48	U	3j9m_f	0.306505	79.38	81
Ywhaq	U	1ib1_A	-0.112400	79.18	2
Junb	U	1s9k_E	0.280950	78.85	3
Lig3	U	3qvg_A	0.153600	78.65	2
Drap1	U	1jfi_A	0.044300	78.57	3
Mta2	U	4bkx_A	0.154700	78.41	2
Mrpl10	U	5aj4_BJ	0.282047	78.24	83
Adgrl2	U	5cmn_E	0.184200	78.16	2
Sept11	U	2qag_B	0.110200	77.99	3
Hexb	U	2gk1_B	0.394200	77.93	2
Mbd3	U	2l2l_B	0.243700	77.78	2
Notch2	U	3v79_K	0.222333	77.73	4
Vapb	U	2rr3_A	0.123900	77.69	2
Kif2a	U	3edl_D	0.119300	77.34	3
Mina	U	4bxf_A	0.134100	77.15	2
Mki67	U	2aff_A	0.153500	75.00	2
Rab10	U	3qbt_A	0.007100	74.71	2
Ska3	U	4aj5_1	0.553950	74.26	3
Vps4b	U	2jqk_A	0.330300	74.16	2
Ppp1r9b	U	3hvq_C	-0.026000	74.12	2
Dock7	U	3vhl_A	0.148100	73.96	2
Gadd45gip1	U	3j9m_q	0.364157	73.87	81
Sec24b	U	3egd_B	0.245600	73.80	4
Macf1	U	4q57_B	0.096100	73.36	2
Sfpq	U	3sde_A	0.232700	73.18	2
Stim2	U	2mak_A	0.274000	73.17	2
Cbx5	U	2fmm_A	0.179900	72.97	2
Ppp2r5e	U	2nyl_B	0.231900	72.94	4
Ddx58	U	4nqk_A	0.105200	72.91	2
Tnrc6a	U	3ktp_B	0.086200	72.73	2
Pml	U	4wjn_B	0.111300	72.41	2
Nup50	U	3tj3_C	0.299500	71.93	2
Eif6	U	5fl8_m	0.322733	71.84	45
Myh14	U	3j04_A	0.317350	71.40	3
Spty2d1	U	5bs7_E	0.094000	71.30	3
Nifk	U	2aff_B	0.153500	70.45	2
Stam2	U	3f1i_C	0.088100	70.13	2
Rps9	E	3jaj_SJ	0.547463	100.00	83
Rps29	E	4v6x_Ad	0.550392	100.00	82
Psmb7	E	3unb_H	0.429944	100.00	14
Psmb8	E	3unf_K	0.243992	100.00	14
Snrpe	E	4pjo_E	0.382886	100.00	9
Cope	E	5a1v_Q	0.249614	100.00	8
Hist1h3b	E	2f8n_A	0.003200	100.00	6
Etf1	E	5a8l_Q	0.282350	100.00	5
Rbm8a	E	2hyi_B	0.332333	100.00	4
Sumo1	E	3uip_B	0.183050	100.00	4
Casc3	E	2hyi_D	0.198733	100.00	4
Ncoa1	E	1rdt_B	0.146600	100.00	4
Uchl5	E	4wlr_A	0.146000	100.00	3
Ppp2ca	E	2ie3_C	0.342300	100.00	3
Rela	E	1ikn_A	0.305500	100.00	3
Arf6	E	4fme_C	0.279800	100.00	3
Cbfb	E	3wtx_B	0.180950	100.00	3
Adrm1	E	4wlr_B	0.146000	100.00	3
Nedd8	E	1r4m_I	0.136200	100.00	3
Amfr	E	2lxp_C	0.154300	100.00	3
Cd2ap	E	3aa6_C	0.149150	100.00	3
Wasf2	E	2a40_C	0.008800	100.00	3
Pqbp1	E	4bws_B	0.250150	100.00	3
Igf1r	E	4xss_F	0.101450	100.00	3
Gphn	E	1t3e_A	0.096600	100.00	2
Diap1	E	1z2c_B	0.168500	100.00	2
Ccna2	E	4i3z_B	0.431100	100.00	2
Vcl	E	4dj9_A	0.255700	100.00	2
Plk1	E	5dmv_C	-0.022800	100.00	2
Plcg1	E	3gqi_B	0.155300	100.00	2
Nudt21	E	3q2s_A	0.366700	100.00	2
Smad2	E	1u7v_A	0.160600	100.00	2
Smad3	E	1u7f_A	0.207000	100.00	2
Cdc42	E	3eg5_A	0.243600	100.00	2
Prkar2b	E	3idb_B	0.197200	100.00	2
Nsfl1c	E	1s3s_G	0.388100	100.00	2
Ikbkg	E	4owf_A	0.075200	100.00	2
Lims1	E	2kbx_B	0.233400	100.00	2
Csk	E	1jeg_A	0.179900	100.00	2
Nup62	E	3t97_A	0.295500	100.00	2
Cnot4	E	1ur6_B	0.287500	100.00	2
Gga1	E	1j2j_B	0.091800	100.00	2
Zfyve9	E	1dev_B	0.021500	100.00	2
Stk38	E	1psb_C	0.034900	100.00	2
Bax	E	2xa0_C	0.064200	100.00	2
Fblim1	E	2k9u_B	0.169000	100.00	2
Gpsm2	E	4g5r_E	0.190500	100.00	2
Gspt1	E	2rqh_A	0.304900	100.00	2
Chmp4b	E	3c3q_B	0.228800	100.00	2
Slc9a3r1	E	2d10_E	0.073400	100.00	2
Pex5	E	2w84_B	0.259200	100.00	2
Marcks	E	1iwq_B	0.213000	100.00	2
Hcfc1	E	4n3c_B	0.292400	100.00	2
Camk2d	E	1cdm_B	0.169600	100.00	2
Tcf12	E	2knh_B	0.120600	100.00	2
Nek9	E	5de2_C	0.194000	100.00	2
Rps6ka1	E	3tei_B	0.014500	100.00	2
Atxn2	E	3ktr_B	0.204000	100.00	2
Errfi1	E	2rfd_C	0.331000	100.00	2
Pxn	E	2vzd_C	0.253800	100.00	2
Ncoa5	E	2j7x_B	-0.083300	100.00	2
Prdx4	E	3wgx_C	0.266400	100.00	2
Smad4	E	1u7v_B	0.160600	99.58	2
Gtf2b	E	1c9b_A	0.210500	99.52	2
Pafah1b1	E	1vyh_C	0.262000	99.51	2
Fmnl3	E	4eah_A	0.012600	99.50	2
Mat2a	E	4ndn_A	0.150200	99.49	2
Rhoc	E	1z2c_A	0.168500	99.48	2
Gsk3b	E	3zrm_A	0.040000	99.46	2
Cand1	E	1u6g_C	0.337900	99.43	3
Apc	E	3qhe_A	0.226200	99.41	2
Vta1	E	2lxm_A	0.160000	99.40	2
Arpc5	E	4jd2_G	0.361314	99.34	8
Rcor1	E	2x0l_B	0.190100	99.25	3
Ap1g1	E	1w63_A	0.148500	99.19	4
Ipo13	E	3zjy_B	0.093200	99.17	3
Enah	E	2iyb_A	0.072100	99.12	2
Vps25	E	2zme_C	0.282400	99.02	3
Cdk2	E	1okw_A	0.431100	98.99	3
Cbl	E	4a4c_A	0.253900	98.98	3
Mapre1	E	1txq_B	0.131800	98.84	2
Pik3ca	E	4l23_A	0.280100	98.69	2
Sf1	E	2m0g_A	0.262700	98.62	2
Sept2	E	2qag_A	0.222150	98.61	3
Prkab1	E	4eak_B	0.127350	98.61	3
Rplp1	E	2lbf_A	0.778800	98.55	2
Cfap36	E	4zi2_C	0.210000	98.52	2
Ppfibp1	E	3tad_C	-0.024700	98.49	2
Puf60	E	2kxh_A	0.326000	98.49	2
Cdk12	E	4un0_C	0.051800	98.47	2
Wasl	E	2lnh_A	0.119200	98.46	3
Gsn	E	4cbw_G	0.215200	98.43	2
Rad23b	E	2f4o_B	0.069000	98.36	3
Vps29	E	2r17_A	0.341600	98.36	2
Rab14	E	4d0g_A	0.043300	98.29	2
Rab8a	E	3qbt_A	0.007100	98.28	2
Stk24	E	4o27_B	0.193400	98.22	3
Arl3	E	3bh7_A	0.071700	98.17	2
Ptk2	E	3b71_A	-0.010400	98.15	2
Cnot2	E	4c0d_B	0.233850	98.01	3
Prmt5	E	4gqb_A	0.437800	97.96	3
Msl1	E	4dnc_D	0.124800	97.92	2
Dock9	E	2wm9_A	0.116800	97.90	2
Rasa1	E	1wq1_G	-0.020800	97.90	2
Ncoa3	E	1kbh_A	0.274000	97.87	2
Upf3b	E	1uw4_A	0.318300	97.80	2
S100a6	E	4p2y_B	0.087200	97.80	2
Kpna1	E	3tj3_A	0.299500	97.76	2
Nupl1	E	4jo7_A	0.447000	97.75	2
Timm9	E	2bsk_A	0.449400	97.75	2
Sos1	E	1xd2_C	0.045300	97.73	2
Cul5	E	3dqv_C	0.093800	97.38	3
Clip1	E	2e4h_A	0.042600	96.94	2
Tes	E	2iyb_E	0.072100	96.92	2
Asf1b	E	5bnx_D	0.602300	96.84	4
Vps36	E	3cuq_B	0.227050	96.79	3
Capza1	E	5afu_K	0.220583	96.73	22
Atg5	E	4naw_B	0.168500	96.73	4
Grb2	E	1gcq_A	0.266700	96.72	2
Ywhag	E	4j6s_A	0.063600	96.47	2
Cdk6	E	1g3n_A	0.129300	96.32	3
Map2k1	E	4mne_A	0.082800	96.19	2
Ube2c	E	4yii_U	0.076100	96.13	2
Cdc37	E	2k5b_B	0.200100	96.12	2
Seh1l	E	5a9q_7	0.348475	96.11	10
Mapk14	E	4ka3_A	0.069600	96.11	2
Myo10	E	3au4_A	0.078100	96.04	2
Map1lc3b	E	2z0d_B	0.189400	96.00	2
Dot1l	E	2mv7_B	0.077000	96.00	2
Tln2	E	1zw2_B	0.255700	96.00	2
Ppp1cc	E	4xpn_A	0.040100	95.99	2
Ccm2	E	4y5o_A	0.268100	95.92	2
Flnc	E	2k9u_A	0.169000	95.80	2
Ppia	E	1m63_C	0.138500	95.76	4
Bcar1	E	3t6g_B	0.068100	95.63	2
Dcp1a	E	4b6h_A	0.169700	95.52	2
Ralb	E	2kwi_A	0.088400	95.51	2
Eif4enif1	E	5anr_C	0.180500	95.45	3
Sec24a	E	2nup_B	0.245600	95.09	3
Rpl13a	E	3jag_O	0.620971	94.97	80
Ide	E	2g49_A	-0.032100	94.95	2
Nr3c1	E	1m2z_A	0.310300	94.94	2
Nek7	E	5de2_A	0.194000	94.84	2
Pafah1b3	E	1fxw_A	0.169000	94.83	2
Ubl5	E	4pyu_A	0.128900	94.74	2
Myl6b	E	1oe9_B	-0.069300	94.70	2
Rab11fip1	E	4d0g_C	0.043300	94.20	2
Fam126a	E	5dse_B	0.066500	93.91	2
Akap13	E	4d0n_B	0.337900	93.83	2
Rabep1	E	1x79_B	-0.008300	93.75	2
Nup43	E	5a9q_0	0.437900	93.68	10
Aurka	E	3ha6_A	0.792700	93.66	2
Mad2l1	E	1go4_A	0.180000	93.66	2
Cops8	E	4d18_H	0.255943	93.43	8
Npr3	E	1jdp_A	-0.006600	93.20	2
Fkbp4	E	4drj_A	0.126200	93.06	2
Fntb	E	1nl4_B	0.151800	93.02	2
Vprbp	E	3wa0_G	0.356000	92.71	2
Cast	E	3bow_C	0.269250	92.63	3
Klhl11	E	4apf_A	-0.064200	92.59	2
Esrra	E	3d24_A	0.173400	92.49	2
Uqcrh	E	1bcc_H	0.402300	92.31	10
Snap29	E	4wy4_D	0.161400	92.31	4
Arhgef7	E	1zsg_A	0.218900	92.31	2
Brox	E	3um1_A	0.162900	92.29	2
Mef2d	E	3p57_A	0.209200	92.22	2
Hist1h2al	E	4x23_C	0.075150	92.16	5
Xiap	E	1nw9_A	0.211300	91.84	2
Myh4	E	2w4g_M	0.712450	91.79	3
Pdcd6ip	E	3c3q_A	0.228800	91.05	2
Tfdp1	E	2aze_A	0.178950	90.97	3
Paip1	E	1jh4_B	0.057300	90.91	2
Gemin2	E	3s6n_2	0.271820	90.71	7
Apbb2	E	2roz_B	0.259900	90.44	2
Ppp2r5d	E	2nyl_B	0.231900	90.21	4
Camk2g	E	2wel_A	0.169600	90.21	2
Abl2	E	1ju5_C	0.113000	90.16	3
Mpp5	E	1y76_B	0.204000	90.00	2
Obsl1	E	3knb_B	0.311600	89.72	2
Spag9	E	2w83_C	0.215000	89.61	2
Nup214	E	3fhc_A	0.161500	88.89	2
Arhgef1	E	1shz_C	-0.052200	88.84	2
Spg20	E	4u7i_A	0.161400	88.42	2
Mcfd2	E	3lcp_C	0.309800	88.17	2
Gstm5	E	3gtu_B	0.161400	87.95	2
Eef1e1	E	4bvx_B	0.251200	87.72	2
Txnrd1	E	3qfb_A	0.273800	87.67	2
S100a4	E	4cfr_A	0.218000	87.50	2
Sqstm1	E	4mjs_B	0.114800	87.50	2
Anln	E	4xoi_B	0.140800	87.04	2
Gak	E	2qwo_B	0.068900	86.96	2
Peg12	E	4afj_X	0.040000	86.67	2
Apaf1	E	3jbt_A	0.074100	86.59	2
Tnfaip3	E	3oj4_C	0.023000	85.71	3
Ripk2	E	2n83_B	-0.012900	85.71	2
Mapk3	E	4iza_A	0.152200	85.39	2
Lxn	E	2bo9_B	-0.089500	84.68	2
Ldlr	E	3p5c_L	0.182900	84.55	3
Casp3	E	1i3o_B	0.309200	84.55	3
Mrpl23	E	3j9m_U	0.326866	84.31	81
Aurkb	E	4af3_A	0.740600	84.25	2
Irf3	E	1t2k_A	0.053300	83.93	3
Robo2	E	2v9t_A	0.202500	83.76	2
Arf5	E	1r8s_A	0.328000	83.54	2
Myl1	E	2w4g_C	0.713350	83.45	3
Bub1b	E	4ggd_C	0.802300	82.61	2
Kif23	E	3vhx_B	0.223400	82.50	2
Hira	E	2i32_E	0.138900	82.46	2
Stat1	E	2ka6_B	0.105800	82.22	2
Map2k2	E	4mne_A	0.082800	81.82	2
Edc3	E	2wax_B	0.105500	81.82	2
Igbp1	E	4iyp_A	0.195800	81.53	2
Rangap1	E	2iy0_C	0.174750	81.41	3
Phactr4	E	4b1y_M	0.004500	81.25	2
Dclk1	E	2xrp_I	0.139700	81.05	3
Camkk2	E	1ckk_B	0.111600	80.77	2
H1f0	E	4qlc_U	0.012600	80.52	5
Gmfb	E	4jd2_H	0.209843	80.28	8
Prdx2	E	3wgx_C	0.266400	80.00	2
Trappc5	E	2j3r_B	0.157800	79.62	2
Smad5	E	1dev_A	0.021500	79.59	2
Tpx2	E	4c3p_B	0.792700	79.07	2
Gstm2	E	3gtu_A	0.161400	78.80	2
Ctdp1	E	1onv_B	0.197500	78.31	2
Usp8	E	2gwf_A	0.230400	77.71	2
Fkbp1a	E	1fap_A	0.027500	76.64	2
Inppl1	E	2kso_B	0.069800	76.32	2
Bid	E	4zig_B	0.295900	76.19	2
Clip2	E	2e4h_A	0.042600	75.51	2
Gstm1	E	3gtu_A	0.161400	75.12	2
Vasp	E	2pbd_V	0.228050	74.42	3
Lin7c	E	1y74_A	0.073600	73.68	2
Rhog	E	1foe_B	0.108500	73.45	2
Mad1l1	E	1go4_E	0.180000	73.00	2
Sntb2	E	4hop_A	0.177700	72.73	2
Tnrc6b	E	3ktp_B	0.086200	72.73	2
Osbp	E	2rr3_B	0.123900	72.34	2
Atf7ip	E	2rpq_B	0.129800	71.43	2
Vps4a	E	4u7y_A	0.239200	71.11	2
