struc	unq	tot	sym	p1	p1score	p1cls	p2	p2score	p2cls	int
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q9DBZ5	0.9934509	N	279.5
5a5t	8	8	M	P23116	0.3977074	U	P60229	0.9999995	N	-0.1
5a5t	8	8	M	P23116	0.3977074	U	Q9DCH4	0.9999999	N	2849.6
5a5t	8	8	M	Q91WK2	0.9999985	N	Q8QZY1	0.9999996	N	272.7
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q99JX4	0.999162	N	4457.7
5a5t	8	8	M	P60229	0.9999995	N	Q9DBZ5	0.9934509	N	-0.1
5a5t	8	8	M	Q8R1B4	1.0	N	P60229	0.9999995	N	3772.3
5a5t	8	8	M	P60229	0.9999995	N	Q9DCH4	0.9999999	N	707.3
5a5t	8	8	M	Q8R1B4	1.0	N	Q9DBZ5	0.9934509	N	0.0
5a5t	8	8	M	P23116	0.3977074	U	Q8R1B4	1.0	N	5292.3
5a5t	8	8	M	P60229	0.9999995	N	Q8QZY1	0.9999996	N	2311.8
5a5t	8	8	M	P23116	0.3977074	U	Q99JX4	0.999162	N	1814.0
5a5t	8	8	M	Q8R1B4	1.0	N	Q91WK2	0.9999985	N	1135.5
5a5t	8	8	M	Q8R1B4	1.0	N	Q8QZY1	0.9999996	N	0.0
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q8QZY1	0.9999996	N	1007.6
5a5t	8	8	M	Q8R1B4	1.0	N	Q9DCH4	0.9999999	N	908.3
5a5t	8	8	M	Q8QZY1	0.9999996	N	Q99JX4	0.999162	N	0.0
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q91WK2	0.9999985	N	7015.3
5a5t	8	8	M	Q91WK2	0.9999985	N	Q99JX4	0.999162	N	744.8
5a5t	8	8	M	Q91WK2	0.9999985	N	Q9DBZ5	0.9934509	N	387.9
5a5t	8	8	M	Q8R1B4	1.0	N	Q99JX4	0.999162	N	0.0
5a5t	8	8	M	P60229	0.9999995	N	Q91WK2	0.9999985	N	-0.1
5a5t	8	8	M	Q9DBZ5	0.9934509	N	Q8QZY1	0.9999996	N	4558.3
5a5t	8	8	M	Q9DBZ5	0.9934509	N	Q99JX4	0.999162	N	198.2
5a5t	8	8	M	P23116	0.3977074	U	Q91WK2	0.9999985	N	3604.8
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q99P88	0.9050719	N	1136.9
5a9q	10	304	C	Q8BH74	0.9997333	N	Q9D1M0	0.8026305	U	490.5
5a9q	10	304	C	Q8R0G9	0.5576096	U	Q8BH74	0.9997333	N	528.0
5a9q	10	304	C	Q8R0G9	0.5576096	U	Q8R0G9	0.5576096	U	0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q8R0G9	0.5576096	U	28.9
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q8BH74	0.9997333	N	427.7
5a9q	10	304	C	P59235	0.007809265	E	Q8BH74	0.9997333	N	-0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q8BH74	0.9997333	N	0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q99P88	0.9050719	N	0.0
5a9q	10	304	C	P59235	0.007809265	E	Q8R480	0.9674656	N	513.2
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q8R0G9	0.5576096	U	2376.6
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q9CWU9	0.9972522	N	706.3
5bnx	4	4	M	P62806	0.9367234	N	Q9CQE6	0.6920015	U	1136.1
5bnx	4	4	M	P84244	0.8277982	U	Q9CQE6	0.6920015	U	1701.1
5bnx	4	4	M	P62806	0.9367234	N	P97310	0.9997919	N	2367.0
5bnx	4	4	M	P84244	0.8277982	U	P62806	0.9367234	N	4205.8
5bnx	4	4	M	P84244	0.8277982	U	P97310	0.9997919	N	1710.0
5bnx	4	4	M	P97310	0.9997919	N	Q9CQE6	0.6920015	U	84.5
5bo0	4	4	M	P62806	0.9367234	N	Q9CQE6	0.6920015	U	1109.3
5bo0	4	4	M	P84228	0.02762913	E	Q9CQE6	0.6920015	U	1745.5
5bo0	4	4	M	P62806	0.9367234	N	P97310	0.9997919	N	2413.2
5bo0	4	4	M	P84228	0.02762913	E	P62806	0.9367234	N	4191.7
5bo0	4	4	M	P84228	0.02762913	E	P97310	0.9997919	N	1675.2
5bo0	4	4	M	P97310	0.9997919	N	Q9CQE6	0.6920015	U	80.5
5bs7	3	6	C2	P84228	0.02762913	E	P84228	0.02762913	E	1138.6
5bs7	3	6	C2	P84228	0.02762913	E	Q68FG3	0.02447519	E	1208.9
5bs7	3	6	C2	P84228	0.02762913	E	P62806	0.9367234	N	3272.9
5bs7	3	6	C2	P62806	0.9367234	N	P62806	0.9367234	N	-0.1
5bs7	3	6	C2	P62806	0.9367234	N	Q68FG3	0.02447519	E	1538.6
