proID	geneName	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	#dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	def
O96019	ACTL6A	1	NA	NA	0.697555312	0.598164561	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697555312	0.598164561	0.069397613	2.565686487	0.038429069	2.293830416	3	1	0.000535968	NA	4.72E-15	1	14.4097175	20.78882797	12.48889185	12.7	17.8	0.527971512	0.472028488	0.016477184	0.983522816	0.103228779	ED
Q14657	LAGE3	1	NA	NA	0.94112219	0.596288572	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94112219	0.596288572	0.054737174	8.19E-06	0.155803138	0.155857549	3	1	0.001968497	NA	0.00080159	1	18.26911995	26.35676875	12.8337969	10.3	7.4	5.25E-05	0.99994746	0.499912708	0.500087292	-0.197832977	ED
B8ZZG1	MPP6	1	0.992979026	0.998595452	NA	NA	0.498014523	0.40151965	1	1.215995259	1.071467731	0.655799422	0.594973194	NA	NA	0.655799422	0.594973194	0.033483005	0.067704144	2.94E-05	0.039062884	10	0.921943387	0.005156374	0.078056613	0.003089018	1	29.86589726	43.08738186	12465.37767	15.3	4000	0.634129703	0.365870297	0.000751376	0.999248624	0.162280833	ED
R4GMX3	COMMD3-BMI1	1	0.917285294	0.783847545	0.65551023	0.592897772	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65551023	0.592897772	0.075819412	0.158615855	5.09E-05	0.167864353	5	0.999972715	0.001122574	2.73E-05	0.000117217	1	13.18923442	19.0280431	10098.10578	2004.2	2174.3	0.48583605	0.51416395	0.000303322	0.999696678	0.160974726	ED
Q02880-2	TOP2B	1	1.025392791	0.80846467	NA	NA	NA	NA	1	1.061922841	0.858841839	0.789806833	0.592852745	NA	NA	0.789806833	0.592852745	0.064119579	3.33E-06	0.069643733	1.392062466	8	0.988981632	0.000744828	0.011018368	0.000684286	1	15.59586037	22.50007042	15.07711626	10.4	10	2.39E-06	0.99999761	0.047645507	0.952354493	-0.025437738	ED
Q7LBC6	KDM3B	1	NA	NA	0.704159289	0.592786953	0.387142998	0.217313773	NA	NA	NA	NA	NA	NA	NA	0.704159289	0.592786953	0.051187463	2.563955628	0.042128917	2.303468869	5	0.999971921	0.002396195	2.81E-05	0.000244531	1	19.53603355	28.18453872	11.43863025	11.6	16.2	0.526758172	0.473241828	0.017960845	0.982039155	0.089290578	ED
Q16890-4	TPD52L1	1	0.733929797	0.660458328	0.652129331	0.592596969	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.652129331	0.592596969	0.082764235	0.87228688	0.018029776	0.892898058	5	0.998843176	0.005359353	0.001156824	2.79E-05	1	12.08251366	17.43138253	28.62222766	17.7	37.9	0.494161751	0.505838249	0.01979276	0.98020724	0.165891997	ED
Q9NUQ8-2	ABCF3	1	NA	NA	0.78035302	0.712931569	NA	NA	1	NA	NA	0.6500829	0.469614429	NA	NA	0.71521796	0.591272999	0.07167726	2.22318783	0.051943549	3.011265102	6	0.999391054	0.003481297	0.000608946	0.003263671	1	13.95142619	20.12765338	11.26610147	10.8	13.2	0.424722098	0.575277902	0.016957235	0.983042765	0.072429223	ED
Q9H2K8	TAOK3	1	NA	NA	0.675028002	0.394096471	0.53310477	0.395349392	1	NA	NA	0.858802039	0.787395448	0.545247608	0.461676919	0.76691502	0.590745959	0.031521757	2.673321034	0.017349719	1.623481072	10	0.905322671	0.01171702	0.094677329	0.006450575	1	31.72412031	45.76823105	22.0103019	21.4	39.6	0.622165268	0.377834732	0.010573741	0.989426259	0.002194677	ED
Q8N983-4	MRPL43	1	NA	NA	0.702694472	0.58906182	0.463957141	0.375899898	NA	NA	NA	NA	NA	NA	NA	0.702694472	0.58906182	0.03620762	2.682794191	0.021338328	1.559368749	5	0.999966719	0.00636441	3.33E-05	0.000566918	1	27.61849576	39.84506687	17.4623896	16.7	32.1	0.632411868	0.367588132	0.01349923	0.98650077	0.088221016	ED
P09493-3	TPM1	1	1.100170794	0.813774951	0.776370662	0.510653639	0.420894242	0.177218266	1	0.965835001	0.889996715	0.774268171	0.666016861	0.515773573	0.2511288	0.775319416	0.58833525	0.049551998	0.080439946	0.044138533	0.236053126	14	0.92463068	0.002698171	0.07536932	0.002321449	1	20.1808211	29.11477052	20.05732914	12.9	15.2	0.254160211	0.745839789	0.157529789	0.842470211	-0.010748985	ED
M0QWZ7	SARS2	1	0.767948128	0.704905747	0.546729322	0.47767416	NA	NA	1	NA	NA	0.715921189	0.698522719	NA	NA	0.631325256	0.58809844	0.081795598	0.455246172	0.01972525	0.571861114	8	0.956948647	0.005632664	0.043051353	0.0025752	1	12.22559686	17.63780796	29.19979674	15.2	34.4	0.443231372	0.556768628	0.033342976	0.966657024	0.194503623	ED
Q6DKI1	RPL7L1	1	0.804332734	0.627461223	0.693140359	0.521530005	NA	NA	1	0.872225875	0.760011042	0.802357342	0.653851467	NA	NA	0.747748851	0.587690736	0.075230848	0.565039267	0.036710692	1.062884749	10	0.866932309	0.00346327	0.133067691	0.001635346	1	13.29241962	19.17690786	18.39950861	12.8	18.6	0.347091917	0.652908083	0.033385635	0.966614365	0.024910904	ED
Q12906	ILF3	1	NA	NA	0.703952423	0.586869216	0.709940027	0.533272461	1	NA	NA	NA	NA	NA	0.64653466	0.703952423	0.586869216	0.018969916	2.695235594	0.004430265	1.411510287	7	0.933309474	0.006796218	0.066690526	0.001251296	1	52.71504588	76.05173526	77.82469974	71.4	156	0.656294709	0.343705291	0.00312885	0.99687115	0.084567864	ED
P12004	PCNA	1	0.99926463	0.864705785	0.79925639	0.599384739	0.383153464	0.191590424	1	0.967350368	0.805650206	0.772423721	0.573468396	0.517236346	0.309828126	0.785840056	0.586426567	0.046702829	1.302711207	0.042824825	3.202461505	14	0.918931538	0.003512861	0.081068462	0.002954871	1	21.41197902	30.89095594	16.8207741	14.2	16.1	0.289158993	0.710841007	0.013196008	0.986803992	-0.025851914	ED
D3DWF9	XPO6	1	NA	NA	0.650123169	0.586390095	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.650123169	0.586390095	0.074906675	2.688147307	0.025795059	1.600907309	3	1	0.001347968	NA	4.26E-13	1	13.34994506	19.25989953	14.70313696	14.2	26.5	0.626745879	0.373254121	0.01585727	0.98414273	0.163708433	ED
Q8TBX8-3	PIP4K2C	1	NA	NA	0.62931436	0.585964867	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62931436	0.585964867	0.076605764	2.710275369	0.017848162	1.36613381	3	1	0.001929757	NA	1.47E-11	1	13.053848	18.83272177	19.02213112	16.9	38.4	0.664868331	0.335131669	0.012896239	0.987103761	0.195876647	ED
A8K2U1	EOGT	1	1.005657464	0.868873493	0.826498185	0.58564635	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.826498185	0.58564635	0.062564915	0.024948287	0.149119149	0.124105412	5	0.999996496	0.000363873	3.50E-06	0.000196253	1	15.98339906	23.05917056	12.29259469	9.8	7.4	0.167377844	0.832622156	0.545775053	0.454224947	-0.076962027	ED
Q9NWS0	PIH1D1	1	NA	NA	0.650877206	0.585096198	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.650877206	0.585096198	0.075069616	2.687700748	0.026639935	1.620444854	3	1	0.001310948	NA	7.12E-12	1	13.32096869	19.21809547	14.35133898	13.9	25.6	0.623864882	0.376135118	0.016173991	0.983826009	0.161444776	ED
P24941	CDK2	1	1.001467281	0.849258071	0.982685773	0.616416936	0.39525007	0.136031106	1	0.873402627	0.82843112	0.732948504	0.549478564	0.465690067	0.110504195	0.857817138	0.58294775	0.063081509	0.047793131	0.091957169	0.044183477	14	0.914842771	0.002473123	0.085157229	0.002048633	1	15.85250613	22.87033197	16.09625429	12.1	10.5	0.519622671	0.480377329	0.67545712	0.32454288	-0.116464532	ED
Q96MU7-2	YTHDC1	1	0.97709282	0.765393736	0.743394242	0.581693909	0.811531482	0.389690556	1	0.735418619	1.201390406	NA	NA	NA	NA	0.743394242	0.581693909	0.028844555	3.789516807	0.023844848	4.304038777	10	0.966945071	0.007044606	0.033054929	0.006065704	1	34.66858784	50.01619975	22.42547572	24.7	29	0.468214096	0.531785904	0.005509586	0.994490414	0.025623317	ED
Q14684	RRP1B	1	0.902704924	0.910476172	0.781205221	0.581118699	0.467666553	0.371099482	1	0.846009434	0.508635239	NA	NA	NA	NA	0.781205221	0.581118699	0.03724116	0.289860966	0.021146272	0.460923339	10	0.84110685	0.009808435	0.15889315	0.004262422	1	26.85200982	38.73926141	30.36412428	16.4	32	0.386077551	0.613922449	0.043865598	0.956134402	-0.024482724	ED
P54725	RAD23A	1	0.857710481	0.732820256	0.68752034	0.580962021	0.601308654	0.444619191	1	0.823861382	1.054830543	NA	NA	0.91456605	0.713120248	0.68752034	0.580962021	0.020011013	0.179240811	0.00672978	0.357216276	12	0.867251192	0.009001359	0.132748808	0.005601301	1	49.97248381	72.09505457	100.809424	55.7	102.1	0.334119569	0.665880431	0.018491148	0.981508852	0.103128918	ED
F8W1Z6	MON2	1	NA	NA	0.866713576	0.580440371	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.866713576	0.580440371	0.061549159	5.26E-06	0.16623638	0.166266232	3	1	0.000836171	NA	0.000129847	1	16.24717557	23.43971962	12.02960051	9.6	6.9	3.16E-05	0.99996839	0.499955111	0.500044889	-0.128937383	ED
Q9BW91-2	NUDT9	1	NA	NA	0.873332546	0.569949252	NA	NA	1	1.051646407	1.060040695	0.704891401	0.589068006	NA	NA	0.789111974	0.579508629	0.063666681	9.63E-06	0.131322922	0.232089378	8	0.979547432	0.001742385	0.020452568	0.001169308	1	15.70680266	22.66012631	11.92300713	9.4	6.9	4.15E-05	0.999958514	0.361360697	0.638639303	-0.035940314	ED
E5RG17	TATDN1	1	NA	NA	0.740223427	0.578311168	0.696036741	0.52961405	NA	NA	NA	NA	NA	NA	NA	0.740223427	0.578311168	0.023324567	2.699010087	0.00875095	1.588040894	5	0.999988287	0.007008908	1.17E-05	0.001439593	1	42.87324951	61.85302446	42.56321934	41.5	78.8	0.629572659	0.370427341	0.005480332	0.994519668	0.026981609	ED
Q969G6	RFK	1	0.892251846	0.448098966	0.838473732	0.577794459	NA	NA	1	1.047925616	0.800100377	NA	NA	NA	NA	0.838473732	0.577794459	0.080129972	0.32450621	0.022498002	0.53589305	8	0.98586005	0.010924762	0.01413995	0.008845897	1	12.47972482	18.00443711	28.84658966	16.4	30.2	0.377157705	0.622842295	0.040290763	0.959709237	-0.098096515	ED
Q96HS1-2	PGAM5	1	0.82338955	0.895322739	0.699776664	0.591379052	0.816634675	0.622798658	1	1.230072755	0.756414716	0.671143901	0.560850579	NA	NA	0.685460282	0.576114815	0.021388007	1.769312387	0.010697962	1.974423512	12	0.85109658	0.010524547	0.14890342	0.006263795	1	46.75517496	67.45345906	49.56565404	45.2	64.6	0.47260609	0.52739391	0.005389072	0.994610928	0.101940569	ED
Q8N9N2-2	ASCC1	1	1.161897567	0.842335953	0.837752936	0.574508035	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.837752936	0.574508035	0.062766543	3.10E-05	0.170986696	0.171545442	5	0.99999767	0.002097708	2.33E-06	0.001567887	1	15.93205475	22.98509638	11.67565468	9.3	6.7	0.000180922	0.999819078	0.49918439	0.50081561	-0.10008855	ED
Q7LBR1	CHMP1B	1	0.796843596	0.761887566	0.663678119	0.573365803	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663678119	0.573365803	0.080714028	0.693785303	0.043940896	1.245488639	5	0.999811973	0.001857372	0.000188027	4.14E-05	1	12.38942003	17.87415484	15.13176352	11	15.5	0.357755183	0.642244817	0.03407778	0.96592222	0.131842324	ED
Q96J02-2	ITCH	1	0.782842509	0.687595585	NA	NA	NA	NA	1	1.055701048	0.571324439	0.855639172	0.572805608	NA	NA	0.855639172	0.572805608	0.07934023	0.397131661	0.029192873	0.723460836	8	0.980955035	0.006714383	0.019044965	0.004672903	1	12.60394638	18.18365093	23.00756497	14.5	23.3	0.35439436	0.64560564	0.038786593	0.961213407	-0.122697917	ED
O15382	BCAT2	1	0.801919931	0.636074425	0.639711016	0.572525921	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.639711016	0.572525921	0.086754812	0.465398447	0.014065085	0.525540423	5	0.999941187	0.004688459	5.88E-05	0.000264825	1	11.52673818	16.62956801	38.71570309	18.2	48.4	0.469654043	0.530345957	0.026065496	0.973934504	0.167890108	ED
Q6ZN40	TPM1	1	1.071395027	0.806260634	0.741500589	0.492110567	0.394064141	0.158041719	1	0.953900947	0.90663618	0.759445115	0.652236953	0.488536181	0.260436522	0.750472852	0.57217376	0.051444618	0.966612823	0.048565218	3.32441013	14	0.940623144	0.003806179	0.059376856	0.003522899	1	19.43837923	28.04365332	16.18553244	13	14.2	0.22526396	0.77473604	0.014398332	0.985601668	0.007895523	ED
Q6NVY1	HIBCH	1	1.015859923	0.702427927	0.726097851	0.571654507	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726097851	0.571654507	0.075820416	0.145956712	0.030860418	0.248942143	5	0.999997688	0.001944089	2.31E-06	0.001462413	1	13.18905982	19.0277912	22.95958361	12	21.3	0.369605307	0.630394693	0.110293551	0.889706449	0.040460253	ED
P84085	ARF5	1	0.902311384	0.820516959	0.867384381	0.571612381	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.867384381	0.571612381	0.065198621	0.500606905	0.062035957	4.742942177	5	0.999998339	0.000808332	1.66E-06	0.000792176	1	15.33774773	22.12769259	14.77143181	10.9	11.2	0.095471006	0.904528994	0.012910768	0.987089232	-0.137374032	ED
Q9Y312	AAR2	1	0.835878025	0.689790558	0.808958391	0.570905627	NA	NA	1	1.30651565	0.753932136	NA	NA	NA	NA	0.808958391	0.570905627	0.072798125	0.114139983	0.050964785	0.333858141	8	0.990189325	0.00479774	0.009810675	0.004674042	1	13.73661747	19.8177499	16.85444843	10.8	13.2	0.254777815	0.745222185	0.132436977	0.867563023	-0.068257884	ED
F5GZP3	TRIM59	1	NA	NA	0.623248117	0.568845865	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.623248117	0.568845865	0.080055106	2.706878302	0.022838162	1.399987489	3	1	0.001829829	NA	9.65E-12	1	12.49139555	18.02127441	15.16980607	13.6	29.9	0.659110485	0.340889515	0.016051272	0.983948728	0.190737693	ED
O95218-2	ZRANB2	1	NA	NA	0.651445757	0.567879761	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.651445757	0.567879761	0.078012615	2.669722596	0.034321275	1.766175867	3	1	0.001066815	NA	1.58E-14	1	12.81843965	18.49309932	11.82626012	11.7	19.9	0.601844839	0.398155161	0.01906211	0.98093789	0.145638359	ED
Q14694	USP10	1	1.023758497	0.81659139	0.747900514	0.566453243	0.623723027	0.507412148	NA	NA	NA	NA	NA	NA	NA	0.747900514	0.566453243	0.025899756	0.118202885	0.005511436	0.160089384	7	0.924833466	0.005832986	0.075166534	0.000997764	1	38.61040191	55.70303536	107.9683812	38.7	123.3	0.424743689	0.575256311	0.033281452	0.966718548	0.006304943	ED
P11532-4	DMD	1	NA	NA	0.673629394	0.562399002	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.673629394	0.562399002	0.077308131	2.585507921	0.045119835	2.234053078	3	1	0.000579114	NA	3.67E-12	1	12.93524993	18.66162093	10.48098961	10.6	15.1	0.536461292	0.463538708	0.019796583	0.980203417	0.107303323	ED
Q14161-10	GIT2	1	0.860802079	0.722564502	0.698998309	0.544505089	NA	NA	1	1.001192937	0.820095216	0.734319715	0.579538161	NA	NA	0.716659012	0.562021625	0.07700088	0.154772879	0.049866775	0.420817945	10	0.934263886	0.000946082	0.065736114	0.000610314	1	12.98686453	18.73608505	16.39853126	10.4	13.5	0.268893931	0.731106069	0.105945176	0.894054824	0.045047652	ED
Q8WYQ5-3	DGCR8	1	0.904765669	0.819490173	0.771338893	0.561972043	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.771338893	0.561972043	0.072319533	0.449838862	0.065615342	2.925463798	5	0.999996896	0.000174197	3.10E-06	0.000103531	1	13.82752283	19.94889862	13.50547255	10	10.5	0.133273637	0.866726363	0.021937013	0.978062987	-0.028524136	ED
Q9Y508-2	RNF114	1	0.831571618	0.770376116	0.713387318	0.561308967	0.456074146	0.298561341	NA	NA	NA	NA	NA	NA	NA	0.713387318	0.561308967	0.042431889	2.188568681	0.032295279	2.060045699	7	0.854171446	0.004567588	0.145828554	0.000511248	1	23.56718055	34.00025451	15.24916624	14.6	21.2	0.515125282	0.484874718	0.015434998	0.984565002	0.048988892	ED
Q5T321	NBEA	1	NA	NA	0.677455891	0.561142744	0.544191149	0.439325276	NA	NA	NA	NA	NA	NA	NA	0.677455891	0.561142744	0.031055615	2.706199226	0.013615833	1.353544659	5	0.999913461	0.008320216	8.65E-05	0.000345034	1	32.20029629	46.45520777	24.73299137	21.9	50.4	0.666593584	0.333406416	0.009959206	0.990040794	0.100520854	ED
P13674-3	P4HA1	1	0.979997201	0.733876133	0.722157372	0.47281776	0.430313364	0.172027068	1	1.05600856	0.871929781	0.797936191	0.649417497	0.506202517	0.256352298	0.760046782	0.561117629	0.050101143	1.050754354	0.046374676	2.977826594	14	0.928018515	0.003974171	0.071981485	0.003468141	1	19.95962446	28.79565123	16.18742275	13.2	14.9	0.260824933	0.739175067	0.01533452	0.98466548	-0.014537067	ED
Q13907	IDI1	1	NA	NA	1.031829109	0.541358715	0.512196393	0.334292572	1	0.727041478	0.664940404	0.762153787	0.577415132	NA	NA	0.896991448	0.559386923	0.039562147	4.920347535	0.027840346	2.601547933	10	0.87513785	0.007689562	0.12486215	0.003738679	1	25.27668694	36.4665509	12.55604335	16.8	24.6	0.654136654	0.345863346	0.010588145	0.989411855	-0.181747987	ED
Q5JRA6	MIA3	1	NA	NA	0.689727661	0.556601034	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.689727661	0.556601034	0.077163581	2.396094707	0.053613284	2.739475775	3	1	0.00030998	NA	8.07E-13	1	12.95948152	18.69657972	10.1443373	10	12.8	0.466568362	0.533431638	0.019194978	0.980805022	0.078505167	ED
Q6ZTQ3-4	RASSF6	1	NA	NA	0.758676303	0.556361512	NA	NA	1	0.697606147	0.606403804	NA	NA	NA	NA	0.758676303	0.556361512	0.084187472	3.046601613	0.023797922	1.597221138	6	0.994203433	0.006208722	0.005796567	0.001291416	1	11.87825184	17.13669502	14.66808594	14.7	28.7	0.656054672	0.343945328	0.01468084	0.98531916	-0.016988426	ED
I3L2K5	ZC3H7A	1	0.890982185	1.201159182	0.627786755	0.519184356	0.431086207	0.274183646	1	NA	NA	0.697768621	0.593394256	NA	NA	0.662777688	0.556289306	0.046601703	0.094477105	0.020737703	0.078220795	10	0.868582384	0.006402226	0.131417616	0.003040551	1	21.45844324	30.95798964	27.63155937	10.7	28.3	0.547065744	0.452934256	0.209559594	0.790440406	0.118082264	ED
O60508	CDC40	1	0.947171169	0.846033721	0.631797795	0.55483344	NA	NA	1	0.710791237	0.651030042	NA	NA	NA	NA	0.631797795	0.55483344	0.090420945	0.27267953	0.027913798	0.402878016	8	0.963112906	0.003623484	0.036887094	0.001795453	1	11.05938454	15.95531923	22.84473728	11.6	23.9	0.403636273	0.596363727	0.06479649	0.93520351	0.164642221	ED
Q12768	KIAA0196	1	0.677919818	0.533250801	0.565821604	0.528091203	NA	NA	1	NA	NA	0.85151641	0.579496246	NA	NA	0.708669007	0.553793724	0.085089474	1.862168103	0.017255171	1.142420686	8	0.93682288	0.009602571	0.06317712	0.003585771	1	11.75233494	16.95503534	22.36826477	16.1	39.6	0.619774696	0.380225304	0.014879306	0.985120694	0.048885206	ED
H9KVB8	MICU1	1	0.835418798	0.677820618	0.65094133	0.47223058	0.277464383	0.153256633	1	0.968642691	0.909921528	0.782505931	0.634294241	0.484126943	0.270702129	0.71672363	0.55326241	0.054020666	0.111550334	0.03656727	0.128208721	14	0.848204085	0.008579883	0.151795915	0.005896442	1	18.51143401	26.70635405	18.7943094	9.4	16.7	0.46526015	0.53473985	0.221921106	0.778078894	0.037103531	ED
Q86UV5-2	USP48	1	0.961806234	0.731709011	0.686208319	0.552982413	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686208319	0.552982413	0.081287244	0.144525552	0.009117764	0.142897733	5	0.99999588	0.00114019	4.12E-06	0.000540258	1	12.30205316	17.74811109	58.00662115	12.6	72.8	0.502831745	0.497168255	0.059979174	0.940020826	0.080359485	ED
K7EIG1	CLUH	1	0.795640774	0.560887379	0.760925657	0.493048922	NA	NA	1	1.051878308	0.650108812	0.776897621	0.612147975	NA	NA	0.768911639	0.552598448	0.08165777	0.417360805	0.039351516	0.789301834	10	0.946262732	0.006042131	0.053737268	0.004246615	1	12.24623201	17.66757819	17.4512103	11.3	17.2	0.345880275	0.654119725	0.047488514	0.952511486	-0.033782618	ED
Q05D32-2	CTDSPL2	1	0.934285052	0.830788291	0.812968365	0.552368146	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.812968365	0.552368146	0.070768363	0.053977134	0.130785662	0.077096096	5	0.999998044	0.000319058	1.96E-06	0.000274329	1	14.130608	20.38615808	12.12668913	9.3	7.7	0.411808987	0.588191013	0.629134866	0.370865134	-0.08970718	ED
O75063	FAM20B	1	0.912443879	0.7418761	0.728691989	0.552368146	NA	NA	1	1.007940376	0.998920617	NA	NA	0.478896672	0.272771345	0.728691989	0.552368146	0.043831802	0.098814722	0.02956928	0.15416234	10	0.848959427	0.002787672	0.151040573	0.001240844	1	22.81448517	32.91434462	24.56190305	12.8	21.7	0.390607439	0.609392561	0.160937349	0.839062651	0.019733886	ED
A4D1E9	GTPBP10	1	0.860454156	0.663977383	0.689918733	0.552037952	0.547314749	0.332016722	NA	NA	NA	NA	NA	NA	NA	0.689918733	0.552037952	0.038192727	0.378097913	0.022908305	0.579018441	7	0.857324751	0.007245424	0.142675249	0.000822902	1	26.18299563	37.77407796	27.45275526	15.6	29.6	0.395038609	0.604961391	0.038058295	0.961941705	0.074112226	ED
Q9H6V9	C2orf43	1	NA	NA	0.683481118	0.550486623	0.500125663	0.403077941	NA	NA	NA	NA	NA	NA	NA	0.683481118	0.550486623	0.034161899	2.711943339	0.0169016	1.367824022	5	0.999942438	0.008288034	5.76E-05	0.000476265	1	29.27237766	42.23111409	20.08170129	17.9	40.5	0.664729897	0.335270103	0.01220574	0.98779426	0.082079937	ED
P61225	RAP2B	1	NA	NA	0.645195158	0.549971449	0.593110854	0.434997788	NA	NA	NA	NA	NA	NA	NA	0.645195158	0.549971449	0.030537614	2.714778751	0.012321839	1.300787802	5	0.999951818	0.00931809	4.82E-05	0.000617345	1	32.74650104	47.24321465	26.53863816	22.7	55.7	0.676063692	0.323936308	0.009383709	0.990616291	0.139257981	ED
Q8NBY1	MST4	1	0.944781172	0.690436186	0.742360143	0.549177165	0.401543062	0.292547414	NA	NA	NA	NA	NA	NA	NA	0.742360143	0.549177165	0.044479981	0.120918877	0.019962007	0.111459011	7	0.912898451	0.006226838	0.087101549	0.000971872	1	22.48202408	32.43470465	28.33125601	9.7	31	0.520354489	0.479645511	0.151893564	0.848106436	-0.001746307	ED
Q9NRF9	POLE3	1	0.975072527	1.053822459	0.635079707	0.548850774	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.635079707	0.548850774	0.076892283	2.73E-05	0.08903503	0.887938662	5	0.999998142	0.002522278	1.86E-06	0.002259431	1	13.00520624	18.76254655	12.35735787	8.6	7.9	3.08E-05	0.99996922	0.091133498	0.908866502	0.154040421	ED
Q86US8	SMG6	1	NA	NA	0.744035844	0.515211956	NA	NA	1	NA	NA	0.803091762	0.581142463	NA	NA	0.773563803	0.548177209	0.073170619	0.031326138	0.096661959	0.330036917	6	0.999176359	0.000417015	0.000823641	0.000319607	1	13.6666878	19.71686272	12.21580689	9	7.7	0.086688823	0.913311177	0.226534364	0.773465636	-0.043831209	ED
Q86TX2	ACOT1	1	0.911718167	0.869238314	0.534517006	0.515705178	NA	NA	1	NA	NA	0.717367355	0.574167004	NA	NA	0.625942181	0.544936091	0.084505306	0.788099076	0.070015595	2.462163115	8	0.988365272	0.002333374	0.011634728	0.002085504	1	11.8335764	17.07224198	11.12707903	8.7	9.8	0.242472462	0.757527538	0.027650337	0.972349663	0.164953897	ED
Q15648	MED1	1	0.856104134	0.742571408	0.62761097	0.5432239	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62761097	0.5432239	0.088186405	0.197371701	0.001144545	0.180544449	5	0.996391861	0.00154966	0.003608139	3.24E-06	1	11.33961631	16.35960822	420.04916	42.2	602.7	0.522263209	0.477736791	0.006299476	0.993700524	0.160717926	ED
Q96F86	EDC3	1	0.779672343	0.647040721	NA	NA	NA	NA	1	NA	NA	0.666584825	0.542950082	NA	NA	0.666584825	0.542950082	0.089739156	0.669410797	0.0340528	0.864276467	6	0.97303628	0.003283592	0.02696372	0.000241607	1	11.14340773	16.07653907	17.20069159	10.8	19.9	0.43647151	0.56352849	0.037906814	0.962093186	0.100218931	ED
F5H1L4	TXNRD2	1	0.864336955	0.579683262	NA	NA	NA	NA	1	NA	NA	0.686148774	0.542766182	0.679904323	0.52027742	0.686148774	0.542766182	0.025430783	1.611468295	0.009818465	1.253909637	8	0.836750062	0.012421345	0.163249938	0.002727007	1	39.32242319	56.73026494	44.91880096	34.7	70.2	0.562392932	0.437607068	0.007769444	0.992230556	0.071122475	ED
Q9HAV4	XPO5	1	0.824282222	0.66051269	0.695549412	0.542130528	0.491474192	0.265915626	1	1.088501521	0.911566448	NA	NA	NA	NA	0.695549412	0.542130528	0.044689974	0.152617658	0.030839758	0.277104751	10	0.857256451	0.004804098	0.142743549	0.002195795	1	22.37638373	32.28229784	23.23664937	12.5	21.5	0.355154059	0.644845941	0.100147127	0.899852873	0.056928985	ED
Q16513-2	PKN2	1	1.04316529	0.663476283	0.892019837	0.541721647	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892019837	0.541721647	0.07222772	0.125221076	0.067331553	1.157473857	5	0.999998368	0.004356885	1.63E-06	0.004331199	1	13.84509984	19.97425689	14.1815952	9.9	10.3	0.097623428	0.902376572	0.054973266	0.945026734	-0.19223458	ED
Q96B97-2	SH3KBP1	1	NA	NA	0.564681217	0.359991336	NA	NA	1	0.84506285	0.99200264	0.685014331	0.720496809	0.503845114	0.596718061	0.624847774	0.540244072	0.029252089	0.949083053	0.007970092	0.919334423	10	0.886571494	0.02167937	0.113428506	0.011010361	1	34.1855931	49.31938564	62.27089719	39	86.4	0.507960916	0.492039084	0.008594903	0.991405097	0.162380092	ED
Q15124	PGM5	1	0.667115831	0.476583499	0.798961994	0.539776588	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798961994	0.539776588	0.090795099	1.546542297	0.00333662	0.891839825	5	0.999993768	0.016709285	6.23E-06	0.005685296	1	11.01381032	15.88956952	110.0272288	57.9	207	0.634249359	0.365750641	0.003727332	0.996272668	-0.083858074	ED
