proID	wholeProIDlist	geneName	t.0	t.1	t.2	t.4	t.8	t.16	t.32	t.0.1	t.1.1	t.2.1	t.4.1	t.8.1	t.16.1	t.32.1	t.0.2	t.1.2	t.2.2	t.4.2	t.8.2	t.16.2	t.32.2	t.0.3	t.1.3	t.2.3	t.4.3	t.8.3	t.16.3	t.32.3	c1_k10	c2_k10	c2_k20	c2_k12	X.dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	med4	med8	deltascore	def	rel.abun
F6ZFU0	F6ZFU0	Eef1d	1	NA	NA	1.160819686	1.101514351	1.023004652	1.110121819	1	NA	NA	NA	NA	1.242489182	1.251215368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19E-07	0.000316247	6.28E-08	4.999657376	8	0.99068443	0.017550616	0.00931557	0.017550986	1	1615342.876	1119670.36	15917343.99	4000	141.3	6.32E-05	0.99993675	1.26E-08	0.999999987	1.160819686	1.101514351	-0.100783424	ED	0.028123682
F7AA26	F7AA26;A2API8;O54931-3;O54931-2;O54931;O54931-5;O54931-4	Gm20459;Akap2	1	NA	NA	0.699122066	0.437167043	0.41126776	0.205679945	1	1.003834591	0.977999852	0.730463093	0.587329531	0.496479775	0.273227787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048128223	0.108524518	0.032990723	0.153740345	12	0.800718269	0.028933172	0.199281731	0.015311211	1	20.77782944	14.40209389	21.58164992	11	19.2	0.413797398	0.586202602	0.17667506	0.82332494	0.71479258	0.512248287	0.001289959	ED	0.040702864
F7ACR9	F7ACR9;F6Q750	Macf1	1	1.033830322	0.845108287	0.940538373	0.734954431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035436418	0.021235943	0.091056159	0.069899787	5	0.999998295	0.004255997	1.71E-06	0.004083842	1	28.2195562	19.56030582	19.39585908	15.5	11.8	0.233014464	0.766985536	0.565721002	0.434278998	0.940538373	0.734954431	-0.09267056	ED	0.002624487
F7BE84	F7BE84	Ankrd50	1	0.963012487	0.939056595	0.820068851	0.659198236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.050479568	0.000150265	0.058354528	0.861084185	5	0.999989384	0.000358507	1.06E-05	7.97E-05	1	19.80999537	13.73124244	18.294765	12.7	12	0.000174476	0.999825524	0.063467555	0.936532445	0.820068851	0.659198236	-0.009998511	ED	0.032005265
F7BGR7	F7BGR7;Q8C7Q4;J3QPA9;F6TBN8;Q5CZX8;S4R1A6;Q8C7Q4-2	Rbm4;Rbm4b	1	0.859147735	0.897207193	0.707136227	0.483390237	0.276828866	0.205085032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.057742562	0.107639469	0.006869433	0.029297685	7	0.718859786	0.041687341	0.281140214	0.002905664	1	17.31824785	12.00409467	38.44782046	7.5	77.7	0.78605014	0.21394986	0.189935865	0.810064135	0.707136227	0.483390237	-0.016933555	UN	0.031134534
F7BJB9	F7BJB9	Morc3	1	0.840818104	0.513049945	0.322722832	0.191374935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.226590062	0.338818845	5.10E-05	0.050272568	5	0.99998788	0.024900808	1.21E-05	0.004976663	1	4.413256209	3.059036099	2536.849007	2.3	1824.4	0.870794969	0.129205031	0.001013103	0.998986897	0.322722832	0.191374935	0.304201047	UN	0.015471584
F7CC56	F7CC56;Q9ESK9;F7CCJ3	Rb1cc1	1	0.792663652	0.613231676	0.467050687	0.326866792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.155309072	0.304290423	0.053625657	0.193119818	5	0.999716969	0.014565319	0.000283031	0.000234035	1	6.438773924	4.463017992	9.250428488	3.4	10.5	0.611749412	0.388250588	0.217331875	0.782668125	0.467050687	0.326866792	0.202216212	UN	0.026087664
F7CTF8	F7CTF8;Q6PCP5-4;Q6PCP5-3;E0CYI3;Q6PCP5;E0CYB9;Q6PCP5-2;F7B1A4;F6VAL0	Mff	1	0.854195935	0.793102679	0.653121564	0.806079925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.047644076	0.326230296	5.02E-05	0.587796661	5	0.999989439	0.022712538	1.06E-05	0.005067843	1	20.98896824	14.54844416	12809.12138	4000	776.5	0.356915399	0.643084601	8.54E-05	0.999914587	0.653121564	0.806079925	0.318205815	UN	0.047543952
F7DBB3	F7DBB3	Ahnak2	1	1.118699141	0.827671685	0.973596746	0.825908805	0.722633854	0.54545656	1	1.197409267	1.025934905	1.144678815	0.924858408	0.962769822	0.690559493	1	0.992452093	0.843757953	0.832329738	0.773992682	0.745196952	0.556146361	NA	NA	NA	NA	NA	NA	NA	0.015974904	0.02747636	0.015932566	3.113077262	21	0.931303638	0.012786983	0.068696362	0.012802263	1	62.59818617	43.38975625	62.53382331	43.4	43.5	0.008748891	0.991251109	0.005091888	0.994908112	0.973596746	0.825908805	-0.068877379	ED	0.287892958
F7DE82	F7DE82;Q9D8T7-2;Q9D8T7;F8WHU8	Slirp	1	NA	NA	0.928684372	0.831602614	NA	NA	1	0.868380311	0.838975505	NA	NA	0.662099766	0.690516405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015172856	3.411108814	0.009173353	3.538882801	8	0.936320365	0.010391632	0.063679635	0.003864043	1	65.90717088	45.68336968	55.65165568	61.4	75.4	0.490807616	0.509192384	0.002585459	0.997414541	0.928684372	0.831602614	-0.018213942	ED	0.277991309
F8VPK0	F8VPK0	Ttc37	1	0.904545194	0.835424096	0.915405259	0.871358959	0.576932842	0.611093199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019396165	0.461534433	0.014284869	1.615336801	7	0.992292568	0.014391174	0.007707432	0.009417029	1	51.55658451	35.73630119	54.92890738	40.7	48.4	0.222225829	0.777774171	0.008765758	0.991234242	0.915405259	0.871358959	0.019537774	ED	0.013356674
F8VPL5	F8VPL5;E9PVG7;P97820	Map4k4	1	0.915426076	0.711162592	0.528674687	0.434160922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117580255	0.203421713	3.71E-05	0.104422577	5	0.999989602	0.010246827	1.04E-05	0.002315014	1	8.504829298	5.895098449	9135.9591	5.2	2305.9	0.660794173	0.339205827	0.000355562	0.999644438	0.528674687	0.434160922	0.220211982	UN	0.023026059
F8VPN4	F8VPN4;F6XXE6	Agl	1	0.882966353	0.632303071	0.49094168	0.238539315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180620346	0.206658759	0.169320267	0.380428318	5	0.999998174	0.002570073	1.83E-06	0.002335027	1	5.536474841	3.837591926	5.530350469	3.7	4	0.352006997	0.647993003	0.307995821	0.692004179	0.49094168	0.238539315	-0.005180633	ED	0.008981538
F8VPP8	F8VPP8	Zc3h7b	1	1.016651963	0.812884051	0.932678686	0.734720436	0.560337287	0.419098399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.029479089	0.042800981	6.98E-06	0.020162196	7	0.990331229	0.006949884	0.009668771	0.003990621	1	33.92235109	23.51318201	45868.35463	21.6	4000	0.679777975	0.320222025	0.000346258	0.999653742	0.932678686	0.734720436	-0.08443808	ED	0.015530753
F8VPT3	F8VPT3	Lct	1	NA	NA	1.067933243	1.05143534	1.131213941	1.157426126	1	NA	NA	NA	NA	0.990029563	1.008106277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32E-05	1.71E-05	2.70E-08	3.926690694	8	0.990601092	0.005471562	0.009398908	0.005447136	1	75576.76627	52385.82245	36977368.98	NA	180	4.35E-06	0.999995648	6.89E-09	0.999999993	1.067933243	1.05143534	-0.040647121	ED	0.016560289
F8VPU2	F8VPU2	Farp1	1	0.99327654	0.765839531	0.62549245	0.488817047	0.353020058	0.220933695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.053567444	0.138748014	0.027120964	0.11157348	7	0.690977007	0.035830421	0.309022993	0.002313174	1	18.66805501	12.93970969	20.4294091	7.6	21.8	0.554279266	0.445720734	0.195544701	0.804455299	0.62549245	0.488817047	0.111332521	UN	0.097710675
F8VPX1	F8VPX1;E9PXY8;Q6A4J8;Q6A4J8-3	Usp7	1	0.85489231	0.93934796	0.991165657	0.981781419	0.663132351	0.561457857	1	0.977251497	0.956408737	0.873238922	0.807851946	NA	NA	1	1.06635044	1.007008429	0.888934661	0.821253656	0.663115377	0.568238867	NA	NA	NA	NA	NA	NA	NA	0.019359556	0.431356632	0.018569075	4.893954226	19	0.928244935	0.004592307	0.071755065	0.004475562	1	51.65407839	35.8038788	49.67860358	36.5	37.3	0.081001212	0.918998788	0.003779947	0.996220053	0.888934661	0.821253656	0.019269915	ED	0.029927549
F8VQ05	F8VQ05	Fryl	1	0.907290682	0.822343949	0.629532658	0.619397517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.072607757	0.16510893	1.87E-05	0.190375786	5	0.999990165	0.008645029	9.83E-06	0.002042079	1	13.77263318	9.546461855	28576.49628	4000	1996.7	0.464461403	0.535538597	9.84E-05	0.99990156	0.629532658	0.619397517	0.223273537	UN	0.006140258
F8VQ11	F8VQ11;Q69ZH9;B1AQY2;D6RDB5	Arhgap23	1	1.047103837	0.882038735	0.832870706	0.682883665	0.437448651	0.328448756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038714045	0.059364122	6.79E-06	0.020603101	7	0.965106699	0.010595641	0.034893301	0.002879318	1	25.83041881	17.90428197	37940.20126	14.3	4000	0.742355674	0.257644326	0.000329601	0.999670399	0.832870706	0.682883665	-0.007838518	ED	0.005911988
F8VQ29	F8VQ29	Iqgap3	1	0.868754599	0.875144721	0.600158107	0.386443782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.118303831	0.04316056	0.126160915	1.140021727	5	0.999998072	0.002514758	1.93E-06	0.002187284	1	8.452811623	5.859042544	8.482421855	5.9	5.6	0.036478369	0.963521631	0.099638797	0.900361203	0.600158107	0.386443782	0.035177709	ED	0.012622997
F8VQB6	F8VQB6;F8VQB6-2;E9Q5G1	Myo10	1	0.870467551	0.754452861	0.359603879	0.152062326	NA	NA	1	0.946512635	0.598495407	0.466735665	0.153651218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229265582	2.45E-06	0.254458909	1.204990355	10	0.937780744	0.011199532	0.062219256	0.007396542	1	4.361753704	3.023337283	4.759780084	3.3	2.9	2.03E-06	0.999997967	0.174352693	0.825647307	0.413169772	0.152856772	-0.055230263	ED	0.120398724
F8VQC1	F8VQC1;E9Q740	Srp72	1	0.799880715	0.74764119	0.622846352	0.427598122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111709999	4.558419415	0.090643277	4.205046467	5	0.99976868	0.003929805	0.00023132	7.42E-05	1	8.951750132	6.204880365	5.407809776	6.3	7.5	0.520161712	0.479838288	0.021100983	0.978899017	0.622846352	0.427598122	0.048669671	ED	0.017255566
F8VQJ3	F8VQJ3;P02468	Lamc1	1	1.032972652	0.66433312	0.427677108	0.312831041	NA	NA	1	0.793716018	0.556961305	0.354480968	0.140648975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204244941	0.248737542	5.08E-05	0.026770352	10	0.972199558	0.046742251	0.027800442	0.043226431	1	4.896082103	3.393705505	1915.112734	3	2576.7	0.902832722	0.097167278	0.001895272	0.998104728	0.391079038	0.226740008	0.196869968	UN	0.103489147
F8WGW3	F8WGW3;Q497V5;Q497V5-2	Srbd1	1	0.812034299	0.51941252	0.601200953	0.473707705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.112128806	0.555524344	0.025733216	0.489710164	5	0.999990409	0.044183445	9.59E-06	0.010648339	1	8.918314918	6.181704841	19.16342603	6.8	25.9	0.531482974	0.468517026	0.049924429	0.950075571	0.601200953	0.473707705	0.135243634	ED	0.002948022
F8WH20	F8WH20;Q9DBS9	Osbpl3	1	NA	NA	NA	NA	0.633942835	0.473271034	1	0.960194361	0.820393057	0.779601737	0.762856	0.616116079	0.533115551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023707794	0.13194339	0.015421517	0.407334069	10	0.36924996	0.008706543	0.63075004	0.001568156	2	42.18022196	29.23710193	50.83349867	31.9	44.4	0.244666985	0.755333015	0.036478564	0.963521436	0.779601737	0.762856	0.113629086	UN	0.012915476
F8WHM5	F8WHM5;Q61543	Glg1	1	NA	NA	0.901910008	0.614255772	0.601374685	0.424885328	1	0.854485637	0.660217647	0.687308599	0.550171422	0.556370935	0.361267726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0326853	0.503451105	0.020712117	0.869377905	12	0.4847891	0.033610308	0.5152109	0.010963212	2	30.59479343	21.2066948	31.30350656	20.6	33.1	0.366725282	0.633274718	0.023269688	0.976730312	0.794609304	0.582213597	-0.040554219	UN	0.067223244
F8WHT3	F8WHT3;A2AN33	Prrc2b	1	1.099277134	0.994560973	1.085539551	0.897996989	0.453333681	0.18268167	1	1.000247841	1.098902196	0.981771913	0.809099508	0.355251608	0.228007185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048700862	0.10451187	0.048545009	3.321203187	14	0.958035222	0.027075752	0.041964778	0.027818509	1	20.53351739	14.23274969	20.26290131	14.2	14.3	0.030508045	0.969491955	0.014406124	0.985593876	1.033655732	0.853548249	-0.112278377	ED	0.027092086
F8WHU7	F8WHU7;Q9D3E6;F6XQW1	Stag1	1	0.898634189	0.787222992	0.717184148	0.68377823	0.628378467	0.542453297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023415918	0.195352736	0.008949173	0.373930235	7	0.054541441	0.023600797	0.945458559	0.000188466	2	42.70599183	29.60153783	75.15379439	41.3	76.6	0.343155769	0.656844231	0.023373346	0.976626654	0.717184148	0.68377823	0.142361821	UN	0.019640508
F8WHW3	F8WHW3;E0CYE6;Q3TWL2;E0CZF6;E0CZ18	Tmem55b	1	NA	NA	0.625775273	0.715174389	0.922808344	0.965108709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005131413	0.801921601	5.87E-07	1.296993533	5	0.99999524	0.060804488	4.76E-06	0.02566837	1	194.8780829	135.0791937	1052120.609	4000	337.6	0.382064805	0.617935195	4.53E-07	0.999999547	0.625775273	0.715174389	0.301149528	UN	0.028754999
F8WHY8	F8WHY8;E9PX23;Q8K4B0	Mta1	1	0.857946145	0.886863104	0.856816693	0.864555091	0.84796723	0.832384338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007827964	4.702249681	0.001431352	3.745195248	7	0.116262199	0.008594766	0.883737801	0.000109933	2	127.7471377	88.54756835	309.8622044	387.4	83.6	0.556647569	0.443352431	0.000382038	0.999617962	0.856816693	0.864555091	0.081761152	UN	0.013778863
F8WID5	F8WID5;B7ZNL3	Tpm1	1	NA	NA	0.948028311	0.851024016	0.728050756	0.576737137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017789664	0.175766014	0.017298296	3.649479285	5	0.999998204	0.00042142	1.80E-06	0.000387898	1	56.21241493	38.96347692	55.41431391	39.4	40.1	0.045948952	0.954051048	0.004717574	0.995282426	0.948028311	0.851024016	-0.027286552	ED	0.073714853
F8WIE5	F8WIE5;Q69ZR2	Hectd1	1	NA	NA	0.799920698	0.86984528	0.502672004	0.365366605	1	1.052839037	0.928171827	0.924059955	0.709710448	0.570114412	0.335346547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033887404	0.00101978	0.033967419	4.321174905	12	0.96439532	0.005699045	0.03560468	0.005697192	1	29.50949002	20.4544198	29.66439359	20.5	20.4	0.00023594	0.99976406	0.007799382	0.992200618	0.861990327	0.789777864	0.030509452	ED	0.020308237
F8WIX8	F8WIX8;Q6GSS7;Q64523	Hist1h2al;Hist2h2aa1;Hist2h2ac	1	1.231124141	1.189999416	1.146856261	0.85784915	0.486188169	0.358649482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032581934	2.58E-07	0.038053121	0.298623366	7	0.994624212	0.034036288	0.005375788	0.027400112	1	30.69185557	21.27397316	29.62772787	21.3	18.6	8.64E-07	0.999999136	0.113025774	0.886974226	1.146856261	0.85784915	-0.213688018	UN	0.303620257
F8WJG3	F8WJG3;P62996	Tra2b	1	0.872965319	0.752948238	1.048282811	0.842253369	1.035019352	0.912263557	1	1.083657331	1.082811296	0.960908144	0.925877502	1.059019904	1.00261802	1	0.816196313	0.858324996	0.681219037	0.755156754	0.807921624	0.866963364	NA	NA	NA	NA	NA	NA	NA	0.003927367	0.390030025	9.62E-08	1.517516475	21	0.689066459	0.021781565	0.310933541	0.015444933	1	254.6234875	176.4915524	8266212.456	4000	371.5	0.20446685	0.79553315	6.34E-08	0.999999937	0.960908144	0.842253369	-0.04596074	UN	0.526020184
F8WJK8	F8WJK8;Q99L47	St13	1	0.944938753	0.961899675	0.935515555	0.964106331	0.854005109	0.766957845	1	0.900622423	0.903105604	0.946123085	0.876507216	0.777962282	0.635312002	1	0.983143749	1.123417723	1.085326229	1.173637181	0.937509854	1.055869044	NA	NA	NA	NA	NA	NA	NA	0.007154006	0.106004599	0.006973454	4.966373994	21	0.93071879	0.012386646	0.06928121	0.012379958	1	139.7818196	96.88937414	140.6012585	98.8	99.4	0.020898401	0.979101599	0.001402165	0.998597835	0.946123085	0.964106331	0.037105763	ED	3.678443613
G3UVU2	G3UVU2;Q62203;D3YW09	Sf3a2	1	0.900503953	0.756792139	0.790222795	0.623315916	0.628659636	0.606113543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021123926	0.1380783	0.001284435	0.199881368	7	0.718305797	0.032080604	0.281694203	0.002232564	1	47.33968482	32.81336906	463.4226613	183	537.6	0.408564432	0.591435568	0.006384955	0.993615045	0.790222795	0.623315916	-0.000910546	UN	0.081319404
G3UVU9	G3UVU9;Q9ERI5-2;Q9ERI5;F6VRF7;F6VMC4	Jmjd6	1	0.719052072	0.910290768	0.726139919	0.484876325	0.564388935	0.555046766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026065506	0.157526944	4.15E-06	0.156073252	7	0.943131145	0.070053208	0.056868855	0.014212018	1	38.36488003	26.59250843	119943.0507	4000	2263.3	0.502317747	0.497682253	2.66E-05	0.999973414	0.726139919	0.484876325	-0.041918153	ED	0.073317888
G3UW40	G3UW40;E9PWI3	Mcc	1	1.146689418	1.051756529	1.048156284	0.963731129	0.396633694	0.246078842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043613758	2.84E-07	0.052226252	0.26371251	7	0.993436459	0.035635945	0.006563541	0.025577688	1	22.9285447	15.89285611	22.93944198	16.9	14	1.08E-06	0.999998925	0.165304985	0.834695015	1.048156284	0.963731129	-0.065504168	ED	0.010887414
G3UWD2	G3UWD2;Q3UM65;Q03347;Q03347-4;G3X9W7;Q03347-5;Q03347-2	Runx1	1	0.990230278	0.835713719	NA	NA	NA	NA	1	0.933091896	0.919825862	0.801452725	0.561206116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.067908915	0.041938733	0.142977594	0.101281413	8	0.98117134	0.00146567	0.01882866	0.001025995	1	14.72560699	10.20701296	11.92829833	9.3	7.4	0.292827051	0.707172949	0.585352392	0.414647608	0.801452725	0.561206116	-0.067504225	ED	0.090770881
G3UWQ7	G3UWQ7	Prc1	1	1.074671151	0.540330609	NA	NA	NA	NA	1	0.984968538	0.6590288	NA	NA	NA	NA	1	0.75947635	0.706252704	0.345421204	0.13123982	0.13169538	NA	NA	NA	NA	NA	NA	NA	NA	0.159296175	0.288859885	9.75E-07	0.03024958	12	0.432400637	0.100979947	0.567599363	0.030699126	2	6.27761464	4.351310888	97273.6921	2.6	2224.2	0.90520626	0.09479374	3.22E-05	0.999967784	0.345421204	0.13123982	0.047626254	UN	0.165256359
G3UWZ0	G3UWZ0;O88379	Baz1a	1	0.859964645	0.569585198	0.523435928	0.251959036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175221528	0.3469635	0.153417635	0.873332947	5	0.999997691	0.009823584	2.31E-06	0.007397271	1	5.707061284	3.955833439	5.484339436	3.7	4.3	0.284327223	0.715672777	0.149420549	0.850579451	0.523435928	0.251959036	-0.041903732	ED	0.008172574
G3UXW9	G3UXW9;Q99LD4;Q99LD4-2;Q3MIA8;B1ATU4	Gps1	1	NA	NA	0.678694164	0.606962664	0.611864841	0.586926362	1	1.003332107	0.920586998	0.890215558	0.626537923	0.67528368	0.523341205	1	1.021524779	0.883974169	0.879288289	0.691783207	0.588225122	0.504117375	NA	NA	NA	NA	NA	NA	NA	0.023452975	0.076717379	0.004629737	0.110479496	19	0.035951088	0.021380987	0.964048912	0.006082275	2	42.63851458	29.55476616	132.8174743	48.7	146.3	0.409821899	0.590178101	0.040220382	0.959779618	0.879288289	0.626537923	-0.105130526	UN	0.184669218
G3UXZ5	G3UXZ5;P97371;G3UXY0;G3X9K9;G3UWN9	Psme1	1	1.004365327	0.891813044	1.042570991	0.89150968	0.944372629	0.767423208	1	NA	NA	1.181948681	1.461189057	1.054776044	1.411339213	1	1.222646488	1.225751634	1.210267065	1.172225202	1.133867891	1.132337291	NA	NA	NA	NA	NA	NA	NA	6.15E-06	1.76E-06	1.45E-08	3.511199462	19	0.935892419	0.029981367	0.064107581	0.029972437	1	162656.4536	112744.8622	68866513.59	3999.7	201.4	5.00E-07	0.9999995	4.14E-09	0.999999996	1.181948681	1.172225202	-0.087712589	ED	0.767591851
G3UYF9	G3UYF9;Q03958	H2-Ke2;Pfdn6	1	0.631852375	0.416310538	0.652605138	0.459478167	0.529759103	0.428725991	1	0.852297057	0.752898965	0.631716539	0.579811315	0.500837966	0.486721379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032394961	0.696559023	0.008213819	0.563710018	14	0.060296926	0.116599571	0.939703074	0.022363422	2	30.86899823	21.39675909	55.2496812	20	83.4	0.552706605	0.447293395	0.014361737	0.985638263	0.642160839	0.519644741	0.115611534	UN	1.104637967
G3UYG6	G3UYG6;Q6Y7W8;G3UWR2;G3UYR9;E9Q2M5	Gigyf2	1	NA	NA	NA	NA	0.642069789	0.492131284	1	1.143643847	1.06300175	1.271425258	1.06703803	NA	NA	1	0.912619401	0.918744553	0.856901574	0.863516454	0.701654637	0.513517333	NA	NA	NA	NA	NA	NA	NA	0.020912042	3.50E-07	0.025822885	0.216082806	15	0.911694533	0.014626748	0.088305467	0.012455587	1	47.81933806	33.14583936	43.35312494	31.3	27.4	1.62E-06	0.999998381	0.106747738	0.893252262	1.064163416	0.965277242	-0.079858926	ED	0.043998108
G3UYJ7	G3UYJ7;G3UX05	Gm20441;Gstt3	1	0.943075642	1.040147731	0.992862462	1.079324601	1.114840778	1.159105605	1	0.8016773	0.892771126	1.110914968	0.997238069	1.046967636	0.863477818	1	1.506159095	1.3574517	1.580878866	1.352058696	1.422220123	1.34877689	NA	NA	NA	NA	NA	NA	NA	4.59E-05	6.12E-06	5.21E-08	3.059999355	21	0.930101348	0.043740158	0.069898652	0.043637203	1	21802.15666	15112.10342	19177129.33	4000	231.2	2.00E-06	0.999998	1.70E-08	0.999999983	1.110914968	1.079324601	-0.067016233	ED	0.443559141
G3UYU0	G3UYU0	Mex3a	1	1.147174237	1.118465914	1.05199656	0.794785134	0.497975528	0.416909948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.029615437	7.79E-07	0.031929583	0.526305232	7	0.995598536	0.020145902	0.004401464	0.018191376	1	33.76617416	23.40492842	33.21890709	23.2	21.8	1.48E-06	0.99999852	0.057197406	0.942802594	1.05199656	0.794785134	-0.165531581	UN	0.022673101
G3UYV7	G3UYV7;P62858	Rps28	1	0.820980305	0.600194814	0.508549333	0.435007719	NA	NA	1	0.685727981	0.6661736	0.48051537	0.512906216	0.694029194	0.740422401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024486676	0.504153096	5.33E-08	0.407673589	12	0.049542137	0.174515608	0.950457863	0.021699895	2	40.83853537	28.30711565	8387945.765	4000	778.4	0.55290452	0.44709548	1.31E-07	0.999999869	0.494532352	0.473956968	0.330823334	NED	8.21575008
G3X8R5	G3X8R5;Q3UA37	Qrich1	1	0.807868256	0.637512433	0.741332823	0.430494958	0.156219067	0.11490069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.079117524	0.134075087	6.25E-06	0.013995624	7	0.949729576	0.090271687	0.050270424	0.019729511	1	12.6394248	8.760981661	15122.18162	5.5	4000	0.905480131	0.094519869	0.000446598	0.999553402	0.741332823	0.430494958	-0.122104233	ED	0.07322937
G3X8X0	G3X8X0;Q05BH3	Dhx16	1	1.017913536	0.842230362	0.717474154	0.56754788	0.484829644	0.35273096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037446202	0.101890871	0.015764618	0.111264757	7	0.821061002	0.022404274	0.178938998	0.002181152	1	26.70497798	18.51048019	37.80279393	13.3	40.4	0.478011638	0.521988362	0.124102147	0.875897853	0.717474154	0.56754788	0.048803273	ED	0.013618809
