proID	wholeProIDlist	geneName	t.0	t.1	t.2	t.4	t.8	t.16	t.32	t.0.1	t.1.1	t.2.1	t.4.1	t.8.1	t.16.1	t.32.1	t.0.2	t.1.2	t.2.2	t.4.2	t.8.2	t.16.2	t.32.2	t.0.3	t.1.3	t.2.3	t.4.3	t.8.3	t.16.3	t.32.3	c1_k10	c2_k10	c2_k20	c2_k12	X.dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	med4	med8	deltascore	def	rel.abun
P25789	P25789;H0YMZ1;H0YL69;H0YMA1;H0YN18;H0YLC2;H0YMI6;P25789-2;H0YKS0	>sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1;>tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens GN=PSMA4 PE=1 SV=3;>tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type (Fragment) OS	1	0.920797765	0.835753706	0.708298423	0.754098433	0.836729665	0.927922909	1	1.014190781	0.949351855	0.962329637	1.023674884	1.006484874	1.043983309	1	0.926351824	0.857443258	0.773131162	0.834678491	0.790248043	0.887244309	NA	NA	NA	NA	NA	NA	NA	0.004482043	0.205391536	6.08E-07	0.87900818	21	0.295705209	0.018934649	0.704294791	0.009779964	2	223.1125459	154.6498321	1333817.747	4000	654.5	0.189405745	0.810594255	6.91E-07	0.999999309	0.773131162	0.834678491	0.166952231	UN	0.814029577
P26006	P26006;P26006-1	>sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5;>sp|P26006-1|ITA3_HUMAN Isoform 2 of Integrin alpha-3 OS=Homo sapiens GN=ITGA3	1	0.821604518	0.682307131	0.35542842	0.204732474	0.103388806	0.115248272	1	0.842306923	0.65065437	0.449388266	0.280156614	0.120706407	0.108055524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088893903	0.229673335	6.05E-07	0.024018855	14	0.000165605	0.279307368	0.999834395	0.009759989	2	11.24936538	7.797465894	156423.6469	3.2	2797.8	0.905322843	0.094677157	2.52E-05	0.999974801	0.402408343	0.242444544	0.201796788	NED	0.551770507
P26038	P26038	>sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	1	1.151436094	1.028965162	1.065279832	1.003845596	1.072540315	0.962309721	1	0.979358042	0.947803365	0.878780645	0.896814817	0.938520401	0.873663949	1	0.952459772	0.926689558	0.955956767	0.955810716	0.99500779	0.902430209	NA	NA	NA	NA	NA	NA	NA	0.002585709	0.014711738	0.001832502	0.57611489	21	0.924562812	0.003840667	0.075437188	0.003772083	1	386.7411653	268.0685483	533.8065517	369.1	378.2	0.024900262	0.975099738	0.003170706	0.996829294	0.955956767	0.955810716	0.022444899	ED	9.402290908
P26196	P26196	>sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2	1	0.849486602	1.012870717	0.814310037	0.858839823	0.642555482	0.624399884	1	0.967301193	0.944205974	0.815395454	0.846361674	0.789700753	0.608496217	1	1.036686247	0.967685962	0.935920527	0.794460891	0.695453715	0.504151639	NA	NA	NA	NA	NA	NA	NA	0.018598211	0.036959642	0.01271177	0.141899186	21	0.775111389	0.006199724	0.224888611	0.00478193	1	53.76861256	37.2695622	68.00233869	43	53.6	0.20664142	0.79335858	0.082217785	0.917782215	0.815395454	0.846361674	0.120677814	UN	0.668386633
P26232-2	P26232-2;P26232-5;P26232;P26232-3	>sp|P26232-2|CTNA2_HUMAN Isoform 2 of Catenin alpha-2 OS=Homo sapiens GN=CTNNA2;>sp|P26232-5|CTNA2_HUMAN Isoform 5 of Catenin alpha-2 OS=Homo sapiens GN=CTNNA2;>sp|P26232|CTNA2_HUMAN Catenin alpha-2 OS=Homo sapiens GN=CTNNA2 PE=1 SV=5;>sp|P26232-3|CTNA2_HU	1	0.759722886	0.511203479	NA	NA	NA	NA	1	0.884783197	0.749133056	0.753720249	0.471456529	NA	NA	1	0.865626789	0.705604347	0.653821489	0.472472088	0.238430364	0.105159064	NA	NA	NA	NA	NA	NA	NA	0.077673315	0.476754856	0.065140005	0.897426323	15	0.405695618	0.033640266	0.594304382	0.013883439	2	12.87443446	8.923877945	10.75322861	7.1	10.3	0.346937408	0.653062592	0.067673264	0.932326736	0.703770869	0.471964309	-0.024123511	UN	0.08996373
P26368-2	P26368-2;P26368;K7ENG2	>sp|P26368-2|U2AF2_HUMAN Isoform 2 of Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2;>sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4;>tr|K7ENG2|K7ENG2_HUMAN Splicing factor U2AF 65 kDa subunit OS=	1	0.797924542	0.880980092	0.719310421	0.745001191	0.559905085	0.565354977	1	1.01007229	0.941033668	0.828374298	0.738282632	0.69454488	0.563033856	1	0.915714718	0.796514808	0.888244339	0.748244556	0.680735695	0.631302655	NA	NA	NA	NA	NA	NA	NA	0.020365438	0.084012748	0.007341546	0.188010688	21	0.035453833	0.016034091	0.964546167	0.005207693	2	49.10279787	34.0354659	97.81929233	52.7	92.9	0.308843788	0.691156212	0.037581072	0.962418928	0.828374298	0.745001191	0.041105445	UN	1.33782009
P26373	P26373;P26373-2;J3QSB4	>sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4;>sp|P26373-2|RL13_HUMAN Isoform 2 of 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13;>tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens GN=RPL13	1	0.564735703	0.574139168	0.661274301	0.766519571	0.595058308	0.804509598	1	0.625696849	0.581689002	0.467129803	0.502136691	0.538187788	0.571519052	1	0.87033236	0.748530848	0.749055079	0.712747873	0.643272794	0.711476702	NA	NA	NA	NA	NA	NA	NA	0.019826043	1.369104774	8.29E-07	0.927849323	21	0.002708386	0.117110389	0.997291614	0.023156978	2	50.43870889	34.96144886	487077.1172	4000	308.6	0.596052301	0.403947699	8.94E-07	0.999999106	0.661274301	0.712747873	0.244272779	NED	6.574737218
P26440	P26440;P26440-2;H7C4G6;H0YLC3	">sp|P26440|IVD_HUMAN Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1;>sp|P26440-2|IVD_HUMAN Isoform 2 of Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD;>tr|H7C4G6|H7C4G6_HUMAN Isovaleryl-CoA dehydrogenase, m"	1	0.998880759	0.904553732	0.584435487	0.557212981	0.517173675	0.592462407	1	0.820564901	0.694748896	0.641864461	0.5442013	0.524667794	0.799206629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021754204	0.204611454	2.95E-06	0.226308315	14	0.041756961	0.090154849	0.958243039	0.015481596	2	45.96812608	31.86267698	177826.0167	4000	1647.1	0.474824941	0.525175059	1.30E-05	0.99998695	0.613149974	0.550707141	0.190869659	NED	0.133129221
P26572	P26572	">sp|P26572|MGAT1_HUMAN Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens GN=MGAT1 PE=2 SV=2"	1	0.832613808	0.759954029	0.739590148	0.593515174	0.663950715	0.316450792	1	0.981659171	0.710458511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.036632194	0.302021874	0.026631542	0.734795678	10	0.830123365	0.024242023	0.169876635	0.010203067	1	27.29839233	18.92180368	27.57590277	18.1	25.7	0.29129703	0.70870297	0.034975821	0.965024179	0.739590148	0.593515174	0.040812851	ED	0.055743322
P26583	P26583;D6R9A6	>sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2;>tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens GN=HMGB2 PE=1 SV=1	1	0.989686842	0.893755694	0.938204693	0.900877518	0.892203859	0.876707523	1	0.97380114	0.982016464	0.974916373	1.013325634	1.02933711	1.135342099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001060386	0.487618336	4.77E-07	3.3628797	14	0.91360789	0.005267576	0.08639211	0.004343855	1	943.0526747	653.6743026	1830603.798	4000	183.6	0.126637731	0.873362269	1.42E-07	0.999999858	0.956560533	0.957101576	0.02248833	ED	0.944398278
P26599	P26599;P26599-2;P26599-3;A6NLN1	>sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1;>sp|P26599-2|PTBP1_HUMAN Isoform 2 of Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1;>sp|P26599-3|PTBP1_HUMAN Isoform 3 of Polypyrimidine trac	1	0.885993707	0.896373992	0.841559234	0.852353793	0.709080569	0.72356049	1	1.077217195	0.957794846	0.873824258	0.772122571	0.741394941	0.620096665	1	0.953905644	0.860723543	0.930446574	0.868706396	0.804448499	0.775852647	NA	NA	NA	NA	NA	NA	NA	0.013242274	0.04605254	0.004292492	0.156198096	21	0.22691205	0.007549928	0.77308795	0.003642574	2	75.51572956	52.34351503	184.863087	110.9	160.2	0.227700349	0.772299651	0.026746065	0.973253935	0.873824258	0.852353793	0.054999207	UN	3.432791468
P26639	P26639;P26639-2	">sp|P26639|SYTC_HUMAN Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3;>sp|P26639-2|SYTC_HUMAN Isoform 2 of Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS"	1	0.95037444	0.929009378	0.718841203	0.85043441	NA	NA	1	0.898169173	0.86710197	0.919077024	0.886849469	0.65316752	0.65645364	1	1.000078202	0.993163426	1.000490396	1.023320998	0.972240059	0.880570928	NA	NA	NA	NA	NA	NA	NA	0.010350518	0.11149853	0.006263927	0.799314496	19	0.867245363	0.01427261	0.132754637	0.012046285	1	96.61351953	66.96738866	141.1991005	97.4	110.5	0.122416486	0.877583514	0.007775688	0.992224312	0.919077024	0.886849469	0.024345338	ED	0.600196527
P26640	P26640	>sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4	1	0.711841855	0.85445974	1.091367535	1.294868286	NA	NA	1	0.955327566	1.012152474	0.871395138	1.029275269	0.98751155	1.171014277	1	0.945263592	0.981863406	0.982369992	1.071055414	0.9834699	1.13395669	NA	NA	NA	NA	NA	NA	NA	4.52E-06	0.064059447	3.84E-08	4.993749776	19	0.935682367	0.015078751	0.064317633	0.01506317	1	221161.8857	153297.7375	25684489.55	4000	139.6	0.012665453	0.987334547	7.70E-09	0.999999992	0.982369992	1.071055414	0.052109533	ED	0.167622873
P26641	P26641;P26641-2	>sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3;>sp|P26641-2|EF1G_HUMAN Isoform 2 of Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G	1	0.970130878	0.945235838	0.965958978	0.992060347	0.995093135	1.03847002	1	1.010727515	1.010602349	0.971508333	0.931187997	1.050858382	0.93102193	1	0.952981085	0.948454624	0.992345321	0.940566828	0.936601637	0.923620333	NA	NA	NA	NA	NA	NA	NA	0.001374609	0.111767889	5.26E-05	1.739658944	21	0.791161604	0.001538809	0.208838396	0.001208471	1	727.4798309	504.2505937	17857.84174	4000	382.7	0.060368515	0.939631485	3.02E-05	0.999969754	0.971508333	0.940566828	-0.001730856	UN	5.190808646
P26885	P26885;F5H0N4	>sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2;>tr|F5H0N4|F5H0N4_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens GN=FKBP2 PE=1 SV=1	1	NA	NA	0.894032531	0.914676453	0.830234328	0.766800488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0092906	1.275794685	0.006181709	3.57080472	5	0.999986545	0.001646282	1.35E-05	0.000302629	1	107.6356734	74.60736356	119.3910096	100.7	112.1	0.263235019	0.736764981	0.001728189	0.998271811	0.894032531	0.914676453	0.067420677	ED	0.350787419
P27348	P27348;E9PG15	>sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1;>tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=1 SV=1	1	1.077335027	0.934296853	0.98994032	0.833046212	0.755333137	0.562971733	1	1.003590858	0.892628651	1.00214598	0.87014759	0.733162681	0.635173112	1	1.014537252	0.97494941	1.022330164	0.933830837	0.923947147	0.785526211	NA	NA	NA	NA	NA	NA	NA	0.013367776	2.06E-05	0.013710288	1.117061263	21	0.929377079	0.005992145	0.070622921	0.005965429	1	74.80675787	51.8520933	73.83177296	51.1	50.6	1.84E-05	0.999981555	0.01212472	0.98787528	1.00214598	0.87014759	-0.0716899	ED	3.7958897
P27658	P27658	>sp|P27658|CO8A1_HUMAN Collagen alpha-1(VIII) chain OS=Homo sapiens GN=COL8A1 PE=1 SV=2	1	0.594096907	0.21964708	0.242457677	0.139118063	0.256213107	0.170069084	1	0.617652318	0.294940569	0.211095747	0.150020111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088136795	0.804566072	1.35E-05	0.114228032	12	0.002579903	0.828057029	0.997420097	0.037836541	2	11.34599913	7.864447309	9200.255001	1	772.5	0.875676138	0.124323862	0.000118299	0.999881701	0.226776712	0.144569087	0.516790506	NED	0.270007931
P27694	P27694	>sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2	1	0.683593786	0.996918706	0.602835648	0.728691332	0.365949859	0.296997507	1	1.035115823	0.850016264	0.798915171	0.595965621	0.465502564	0.207705776	1	1.002657795	0.893501966	0.887807211	0.712783618	0.572991093	0.354094787	NA	NA	NA	NA	NA	NA	NA	0.042312858	0.067351021	0.029822828	0.090279665	21	0.852405888	0.027803507	0.147594112	0.023660916	1	23.63347821	16.38147879	25.54832535	14.2	20.9	0.427271	0.572729	0.248311478	0.751688522	0.798915171	0.712783618	0.055211815	ED	0.727278228
P27695	P27695;G3V5Q1;G3V3M6;H7C4A8;G3V3C7	>sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2;>tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens GN=APEX1 PE=1 SV=1;>tr|G3V3M6|G3V3M6_HUMAN DNA-(apurinic or apy	1	0.975378793	0.874522837	0.853373248	0.708601358	0.592460642	0.492684119	1	1.045282728	0.953839899	1.063354977	0.952543753	0.910464099	1.01901447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013114449	0.030948754	3.33E-06	0.064047504	14	0.937502975	0.034819607	0.062497025	0.031729826	1	76.25177647	52.85370388	202546.7496	4000	4000	0.325789194	0.674210806	5.20E-05	0.999948028	0.958364113	0.830572556	-0.050292498	ED	1.23485675
P27797	P27797;K7EJB9	>sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1;>tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens GN=CALR PE=1 SV=1	1	0.896358921	0.816154908	0.852448608	0.777259218	0.74553775	0.763191456	1	1.047869734	1.010930369	0.873503367	0.855179832	0.896843265	0.77466844	1	0.954483042	0.885651007	0.92510269	0.840105529	0.747210358	0.688576859	NA	NA	NA	NA	NA	NA	NA	0.01141635	0.062340373	0.004061744	0.269475922	21	0.187910892	0.007969449	0.812089108	0.003674696	2	87.59367329	60.71530768	202.958318	129	170	0.187876165	0.812123835	0.014848939	0.985151061	0.873503367	0.840105529	0.048129412	UN	7.213221829
P27824	P27824;P27824-2;P27824-3	>sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2;>sp|P27824-2|CALX_HUMAN Isoform 2 of Calnexin OS=Homo sapiens GN=CANX;>sp|P27824-3|CALX_HUMAN Isoform 3 of Calnexin OS=Homo sapiens GN=CANX	1	0.63387634	0.720878096	0.63098325	0.639515156	0.530595738	0.546748282	1	0.846673674	0.839577001	0.769424248	0.730042295	0.788644909	0.671834667	1	0.802752235	0.757896489	0.73555584	0.711641565	0.588163754	0.568843834	NA	NA	NA	NA	NA	NA	NA	0.021457103	0.998707987	0.007613899	1.161389039	21	0.004690686	0.046826273	0.995309314	0.010284285	2	46.60461335	32.30385635	71.0780069	51.5	90.6	0.462344041	0.537655959	0.006513156	0.993486844	0.73555584	0.711641565	0.137038364	UN	2.843547041
P28062	P28062;Q5JNW7;P28062-2	>sp|P28062|PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=3;>tr|Q5JNW7|Q5JNW7_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=1;>sp|P28062-2|PSB8_HUMAN Isoform 2 of Proteasome subunit beta type-8 OS=Homo sa	1	1.27770683	0.822617821	0.701728267	0.755879834	0.661666709	0.829199028	1	1.080542184	0.789823923	0.777127704	0.719531481	0.692293822	0.797235395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012298224	0.106712553	1.82E-07	0.242119503	14	0.427114968	0.036778452	0.572885032	0.014215752	2	81.31255449	56.36156789	3805947.863	4000	2034.7	0.305913837	0.694086163	7.53E-07	0.999999247	0.739427986	0.737705658	0.149773198	UN	0.124483071
P28066	P28066;P28066-2	>sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3;>sp|P28066-2|PSA5_HUMAN Isoform 2 of Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5	1	0.692955191	0.540615773	0.351779829	0.428636342	0.289939941	0.334225605	1	0.766457586	0.687207987	0.443314556	0.512768069	0.328150306	0.417289442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044996966	0.395084235	0.002797909	0.188234621	14	0.00711004	0.20379946	0.99288996	0.020890509	2	22.22372053	15.40430923	117.048987	2.9	244.2	0.677304069	0.322695931	0.014646246	0.985353754	0.397547193	0.470702206	0.545676806	NED	0.918833588
P28070	P28070	>sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4	1	0.607335957	0.605292987	0.495127848	0.5753247	0.597461492	0.68067021	1	0.600003842	0.529759544	0.564286598	0.557303272	0.58338322	0.648370841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.022169648	2.148205553	2.22E-06	0.926888975	14	0.00016838	0.155993826	0.99983162	0.005476931	2	45.10671483	31.26559221	135665.9375	4000	230.4	0.698581957	0.301418043	2.40E-06	0.999997603	0.529707223	0.566313986	0.35112753	NED	0.433915883
P28072	P28072;A0A087X2I4	>sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4;>tr|A0A087X2I4|A0A087X2I4_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=4 SV=1	1	0.833529858	0.864973226	0.964349217	0.902538221	1.055370871	0.927673949	1	0.894898118	0.945181637	0.806664395	0.991690298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002846829	2.719194386	5.83E-08	4.244653967	12	0.74506313	0.010379842	0.25493687	0.004939924	1	351.2680196	243.4804374	10453755.33	4000	101.4	0.390472947	0.609527053	1.37E-08	0.999999986	0.885506806	0.94711426	0.094427366	UN	0.625581386
P28074	P28074;P28074-2;P28074-3	>sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3;>sp|P28074-2|PSB5_HUMAN Isoform 2 of Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5;>sp|P28074-3|PSB5_HUMAN Isoform 3 of Proteasome subunit beta type-5 OS=Homo	1	0.850894669	0.78562315	NA	NA	NA	NA	1	0.772492705	0.693118122	0.704908766	0.75356661	0.559173812	0.631614309	1	0.910348404	0.862727419	0.858895569	0.798477828	0.738882593	0.732038803	NA	NA	NA	NA	NA	NA	NA	0.017156443	0.387394334	0.00500882	0.762938366	17	0.052443177	0.030875798	0.947556823	0.008105836	2	58.28714087	40.40156735	133.2822953	86.2	138	0.33676721	0.66323279	0.00652235	0.99347765	0.781902168	0.776022219	0.119238589	UN	0.585067999
P28288	P28288;P28288-2	>sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1;>sp|P28288-2|ABCD3_HUMAN Isoform 2 of ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3	1	0.871394791	0.737706204	0.968796736	0.770984901	1.148379829	1.095516765	1	1.140700123	0.889716208	0.941164573	0.91026677	0.946729819	0.952494563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000494797	0.209044595	9.01E-07	1.466268603	14	0.9105142	0.01827177	0.0894858	0.014902479	1	2021.032624	1400.873065	971578.6449	4000	423.1	0.124779411	0.875220589	6.14E-07	0.999999386	0.954980655	0.840625836	-0.040740115	ED	0.033792701
P28290-2	P28290-2;E9PHV5;P28290;P28290-3;E7EUL7	>sp|P28290-2|SSFA2_HUMAN Isoform 2 of Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2;>tr|E9PHV5|E9PHV5_HUMAN Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=1;>sp|P28290|SSFA2_HUMAN Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3;>	1	1.098540283	0.952557281	0.715954167	0.612669231	0.634797477	0.510502657	1	1.052231451	0.919185177	0.938130137	0.887474577	0.733639635	0.601961139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020722264	0.051079983	0.009528546	0.118106459	14	0.869255659	0.01648215	0.130744341	0.011903906	1	48.25727518	33.44939423	79.17308954	43.2	70.7	0.301915342	0.698084658	0.074654648	0.925345352	0.827042152	0.750071904	0.046106513	ED	0.016219544
P28300	P28300	>sp|P28300|LYOX_HUMAN Protein-lysine 6-oxidase OS=Homo sapiens GN=LOX PE=1 SV=2	1	0.768192673	0.589711258	0.3677848	0.131798442	NA	NA	1	0.819647346	0.698089383	0.375495323	0.14462876	NA	NA	1	0.917403431	0.675346871	0.47685141	0.192696458	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23076013	0.000157424	0.241540283	1.971534205	15	0.933299199	0.011003488	0.066700801	0.010161417	1	4.333504226	3.003756236	4.646944317	3.1	2.9	7.98E-05	0.999920158	0.10914241	0.89085759	0.375495323	0.14462876	0.012716715	ED	5.980071806
P28331	P28331;P28331-2;P28331-4;P28331-5;B4DJ81;P28331-3	">sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3;>sp|P28331-2|NDUS1_HUMAN Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1;>sp|P28331-"	1	0.61061586	0.499815154	NA	NA	NA	NA	1	0.847394795	0.596072034	0.287593552	0.225269071	0.161713071	0.191001574	1	0.824531721	0.57747141	0.379730625	0.283390931	0.171718325	0.245840611	NA	NA	NA	NA	NA	NA	NA	0.069636448	0.335471379	1.52E-06	0.066966952	17	6.24E-05	0.32532064	0.999937623	0.017291653	2	14.36029595	9.953798653	109335.819	2.4	1763.7	0.833596984	0.166403016	2.27E-05	0.999977273	0.333662089	0.254330001	0.41306519	NED	0.671991445
P28347	P28347;H0YE88;P28347-2;J3KP52;H0YEJ9;E9PKB7	>sp|P28347|TEAD1_HUMAN Transcriptional enhancer factor TEF-1 OS=Homo sapiens GN=TEAD1 PE=1 SV=2;>tr|H0YE88|H0YE88_HUMAN Transcriptional enhancer factor TEF-1 OS=Homo sapiens GN=TEAD1 PE=4 SV=1;>sp|P28347-2|TEAD1_HUMAN Isoform 2 of Transcriptional enhancer	1	0.904613692	0.73140043	0.671489395	0.531226208	0.6190308	0.259354013	1	1.023858958	0.78246623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.042851087	0.18804214	0.031551809	0.426051866	10	0.893327686	0.026308597	0.106672314	0.013735346	1	23.33663109	16.17572005	23.61730758	14.2	21.4	0.306210675	0.693789325	0.068950077	0.931049923	0.671489395	0.531226208	0.081973384	ED	0.099678018
P28370	P28370;P28370-2	>sp|P28370|SMCA1_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 PE=1 SV=2;>sp|P28370-2|SMCA1_HUMAN Isoform 2 of Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1	1	NA	NA	0.555378263	0.442571499	NA	NA	1	0.832332788	0.701206101	0.560604181	0.404776161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.117075195	0.223759253	0.034857739	0.182194561	8	0.323924353	0.007668008	0.676075647	0.000514699	2	8.541518989	5.920529805	15.3386999	5.3	17.4	0.551193869	0.448806131	0.160596037	0.839403963	0.557991222	0.42367383	0.154016354	UN	0.035194929
P28482	P28482;P28482-2	>sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3;>sp|P28482-2|MK01_HUMAN Isoform 2 of Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1	1	NA	NA	0.688583232	0.863522619	NA	NA	1	0.916867112	0.995040316	1.043457058	1.029452456	0.983548682	0.984048553	1	1.105132434	0.996147314	1.090466557	1.066954834	1.137233657	0.961673897	NA	NA	NA	NA	NA	NA	NA	0.000489872	0.186173326	3.34E-06	3.151358867	17	0.938295874	0.012387755	0.061704126	0.012191045	1	2041.350191	1414.956129	282570.8253	4000	211.9	0.055781732	0.944218268	1.06E-06	0.99999894	1.043457058	1.029452456	-0.028025762	ED	0.258804239
