Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Rep3_t=0	Rep3_t=1	Rep3_t=2	Rep3_t=4	Rep3_t=8	Rep3_t=16	Rep3_t=32	Rep4_t=0	Rep4_t=1	Rep4_t=2	Rep4_t=4	Rep4_t=8	Rep4_t=16	Rep4_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	#dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	Rel. abund	def	proID	geneName
1	NaN	NaN	0.3936025	0.3226241	NaN	NaN	1	1.06198	0.8906959	0.5471431	0.2917934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4703728	0.3072088	0.1528304	2.98E-06	0.1618826	1.613845	8	0.989754	0.004550728	0.01024605	0.004337231	1	6.543201	9.439844	6.796942	4.6	4.3	1.85E-06	0.9999982	0.09116409	0.9088359	0.1641158	1.666579	ED	Q91XV3	Basp1
1	0.8357307	0.9791154	0.2508931	0.2920811	NaN	NaN	1	NaN	NaN	0.6812421	0.3221912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4660676	0.3071362	0.1587551	0.2150825	2.05E-05	0.04728009	8	0.989584	0.01723148	0.010416	0.01628713	1	6.29901	9.087551	8798.648	3.7	2705.5	0.819791	0.180209	0.000433194	0.9995668	0.1731925	0.1260928	ED	Q922Q2	Riok1
1	0.6412387	0.6332973	0.48696	0.3058663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.48696	0.3058663	0.161331	4.957633	0.1110554	2.175847	5	0.9999207	0.004332655	7.93E-05	0.000192705	1	6.198437	8.942454	2.886732	3.7	5.9	0.694981	0.305019	0.0485615	0.9514385	0.1272697	0.05102139	ED	Q921I6	Sh3bp4
1	0.752364	0.7375262	0.4848134	0.3048297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4848134	0.3048297	0.1563932	4.254781	0.1361635	4.259066	5	0.9999951	0.001137821	4.93E-06	0.000467311	1	6.394139	9.224792	3.791359	4.2	5	0.4997483	0.5002517	0.03097985	0.9690201	0.1299902	0.05493569	ED	P60330	Espl1
1	0.9377613	0.8608875	0.5437211	0.4047332	NaN	NaN	1	0.5910017	0.4848262	0.4027534	0.2004672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4732373	0.3026002	0.1676809	0.4834502	0.1290415	0.8238178	10	0.9681638	0.01219782	0.03183621	0.01066723	1	5.963707	8.60381	5.64852	3.6	5.1	0.3698172	0.6301828	0.1354256	0.8645744	0.150487	0.08058245	ED	Q8CGB6-2	Tenc1
1	NaN	NaN	0.4521051	0.4003837	NaN	NaN	1	0.5850038	0.5361057	0.5656635	0.1975424	NaN	NaN	1	0.7768009	0.3047056	0.2337019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4521051	0.2989631	0.1934337	0.7583705	0.05941529	0.3694441	12	0.8148628	0.02717378	0.1851372	0.01482369	1	5.16973	7.458344	6.399985	1.7	10.1	0.6724248	0.3275752	0.1385426	0.8614574	0.190123	3.115754	ED	P60521	Gabarapl2
1	NaN	NaN	0.6119961	0.2967349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6119961	0.2967349	0.1460431	0.04163473	0.2577422	0.2533338	3	1	0.0006818	NaN	2.35E-11	1	6.847294	9.878557	6.722398	5.2	4	0.1411497	0.8588502	0.5043129	0.4956871	-0.1164287	0.02644936	ED	F6W7A9	Ap4e1
1	NaN	NaN	0.639475	0.2803254	NaN	NaN	1	0.9024726	0.8311787	0.6071491	0.296711	NaN	NaN	1	NaN	NaN	0.4302387	0.3319239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6071491	0.296711	0.1483578	0.000172584	0.1592444	1.389681	11	0.9651766	0.00210012	0.03482338	0.001974196	1	6.740463	9.724432	6.998375	4.8	4.4	0.000124174	0.9998758	0.1028096	0.8971903	-0.1085174	2.190949	ED	Q921J4	Ube2s
1	0.8663672	0.6717916	0.5132243	0.2960916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5132243	0.2960916	0.1569873	0.1970425	0.09724074	0.1194491	5	0.9999934	0.000386499	6.61E-06	0.000125474	1	6.369941	9.189882	7.040899	4.1	5.5	0.6225837	0.3774163	0.4487555	0.5512446	0.05849903	0.05277526	ED	Q3UDK1-2	Trafd1
1	0.8706114	0.4441609	0.4993272	0.2956627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4993272	0.2956627	0.1680936	0.4936261	0.08697379	0.4297284	5	0.9999961	0.009177034	3.85E-06	0.004591278	1	5.949066	8.582687	6.434036	2.9	7	0.5346009	0.4653992	0.1683248	0.8316752	0.08522563	0.4991522	ED	Q9CYL5	Glipr2
1	1.025268	0.8207842	NaN	NaN	0.5217477	0.2666939	1	NaN	NaN	0.5916406	0.294996	0.3654281	0.1298603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5916406	0.294996	0.05533697	0.2013494	0.03389874	0.2015384	10	0.9395298	0.01992277	0.0604702	0.01331851	1	18.0711	26.07109	17.23881	6.6	18.5	0.4997655	0.5002345	0.1439821	0.8560179	-0.0855409	0.06244382	ED	Q8VDM1	Zgpat
1	NaN	NaN	0.5394816	0.2940172	0.5985095	0.3570068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5394816	0.2940172	0.0392901	0.3319336	0.001045735	0.1830378	5	0.9999917	0.04165583	8.29E-06	0.01128267	1	25.45171	36.71905	341.83	3.7	659.3	0.644567	0.355433	0.005680762	0.9943193	0.005087922	0.0614432	ED	Q9CXS4	Cenpv
1	0.8829905	0.8456351	0.5565292	0.329195	NaN	NaN	1	0.9942096	0.8299616	0.6241027	0.3151458	0.104979	NaN	1	0.7850528	0.6793603	0.4102481	0.2718411	NaN	NaN	1	0.8226485	0.3678886	0.3478364	0.1316623	NaN	NaN	0.4833886	0.2934934	0.1625799	0.2033527	0.0366102	0.02681339	21	0.8494408	0.01348524	0.1505592	0.01142502	1	6.150821	8.873759	7.526746	3.6	6.7	0.8835042	0.1164958	0.5772331	0.4227668	0.1139843	6.582719	ED	Q8BG81	Poldip3
1	0.7447177	0.5474396	0.4517266	0.2912046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4517266	0.2912046	0.1711565	0.4970058	0.09723615	0.4718724	5	0.9999217	0.004279684	7.83E-05	0.000192308	1	5.842607	8.429099	6.040852	2.9	6.3	0.5129703	0.4870297	0.1708569	0.829143	0.1778137	0.156754	ED	E9PW15	Suz12
1	0.5311754	0.4844295	0.4600481	0.2895355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4600481	0.2895355	0.1776911	4.983317	0.08522146	1.197508	5	0.9998559	0.01436884	0.000144057	0.000396342	1	5.627743	8.119118	2.435228	2	7.5	0.8062543	0.1937456	0.0664376	0.9335624	0.1566855	0.0163256	ED	Q499E4-2	Dzip1l
1	0.7288834	0.6112698	0.4780455	0.2891949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4780455	0.2891949	0.1668013	0.7075853	0.1236845	1.036254	5	0.9937413	0.002312377	0.006258643	3.11E-06	1	5.995158	8.649185	5.377907	3.6	5.3	0.405763	0.594237	0.1066302	0.8933698	0.1177222	0.0233415	ED	Q6NS79	Diap1;Diaph1
1	0.6507784	0.5517586	0.5216033	0.284268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5216033	0.284268	0.1680585	4.838263	0.1142809	2.038199	5	0.9999779	0.005401667	2.21E-05	0.00066834	1	5.95031	8.584482	2.739053	3.4	5.7	0.7035977	0.2964023	0.05309266	0.9469073	0.02192905	0.01696724	ED	Q99LB7	Sardh
1	0.779559	0.4605185	0.4940698	0.2842242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4940698	0.2842242	0.1727539	0.6234704	0.09780876	0.5724407	5	0.9999937	0.007778734	6.31E-06	0.002621022	1	5.788581	8.351158	5.730069	2.8	6.3	0.5213351	0.4786649	0.1459289	0.8540711	0.07608239	0.004771663	ED	O88879	Apaf1
1	0.8567914	0.7223818	0.5260219	0.2641362	NaN	NaN	1	0.9131861	0.8236365	0.6017697	0.3022561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5638958	0.2831961	0.1535716	0.09402493	0.1824478	0.4004081	10	0.9468661	0.000768688	0.0531339	0.000542844	1	6.511621	9.394283	6.461229	4.7	4.1	0.1901672	0.8098328	0.3130238	0.6869761	-0.05792203	0.08890952	ED	Q80UK7-2	Sass6
1	0.7455937	0.581563	0.4895864	0.2828941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4895864	0.2828941	0.1686575	0.6344258	0.1237738	0.9213771	5	0.9999571	0.002511397	4.29E-05	0.000182732	1	5.929177	8.553994	5.427449	3.5	5.3	0.4077803	0.5922197	0.1184267	0.8815733	0.08285303	0.110582	ED	Q99JH1	Rpp25l
1	0.8721609	0.7598919	0.6012636	0.359548	0.1388642	NaN	1	1.265625	0.5529545	0.5229051	0.2025141	0.1265438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5620844	0.281031	0.1347291	0.1735048	1.44E-05	0.01488562	12	0.92508	0.008921581	0.07492001	0.006864018	1	7.422299	10.70811	5484.874	4.2	3767.9	0.9209853	0.07901473	0.000967775	0.9990322	-0.05854172	0.4391925	ED	O70126	Aurkb
1	0.7265441	0.5324923	0.4734546	0.3484055	NaN	NaN	1	0.8351558	0.3011979	0.3976394	0.2092715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.435547	0.2788385	0.1869863	0.6260787	0.07606717	0.3740072	10	0.8914767	0.01877611	0.1085233	0.00972744	1	5.347987	7.715514	5.916294	2	7.7	0.6260249	0.3739751	0.1690102	0.8309898	0.1925914	0.1000384	ED	Q811U4	Mfn1
1	0.8072526	0.627497	0.5027944	0.3191963	NaN	NaN	1	0.9342328	0.681064	0.5888066	0.2972542	NaN	NaN	1	0.7552956	0.6462607	0.4374557	0.2603816	NaN	NaN	1	0.8453938	0.4651302	0.3453889	0.1427422	NaN	NaN	0.470125	0.2788179	0.1836554	0.2853051	0.1429837	0.3630083	20	0.8954155	0.007297777	0.1045845	0.006614409	1	5.444979	7.855444	5.458484	3.3	4.3	0.4400729	0.5599272	0.282581	0.717419	0.1161583	1.985797	ED	P56183-3	Rrp1
1	0.7908251	0.8562374	NaN	NaN	NaN	NaN	1	0.8546967	0.7163492	0.4933878	0.2780938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4933878	0.2780938	0.1603721	0.1342334	0.1649438	0.8458027	8	0.9903743	0.000880143	0.009625752	0.000865729	1	6.235498	8.995923	6.25265	4.4	4.2	0.1369678	0.8630322	0.1631901	0.8368099	0.06656141	0.8691895	ED	P63147	Ube2b
1	0.6186936	0.4982267	0.5468928	0.2780519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5468928	0.2780519	0.1709075	4.856463	0.106062	1.713485	5	0.9999896	0.008887958	1.04E-05	0.00201008	1	5.85112	8.441381	2.611209	3.1	6.1	0.7391934	0.2608065	0.05829031	0.9417097	-0.03647133	0.0204665	ED	Q91WE6-2	Cdkal1
1	0.8827525	0.7617746	0.5569593	0.2771949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5569593	0.2771949	0.1561676	0.1051047	0.1880396	0.330254	5	0.9964872	0.000199787	0.00351278	4.27E-07	1	6.403377	9.23812	6.331101	4.6	4.1	0.2414209	0.7585791	0.3628052	0.6371948	-0.05625406	0.01905813	ED	O70306	Tbx15
1	0.9637808	0.4995767	0.4913009	0.2762056	0.323076	0.1886485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4913009	0.2762056	0.06301118	0.3203453	0.01933362	0.1421187	7	0.8897468	0.03454902	0.1102532	0.004644168	1	15.8702	22.89586	18.05731	3.1	31.5	0.6926924	0.3073076	0.1197482	0.8802518	0.06739364	0.4406387	ED	Q9CX11	Utp23
1	1.041296	0.3607377	0.4891725	0.2740289	0.476541	0.2658008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4891725	0.2740289	0.05089711	0.4704205	0.008108063	0.2105538	7	0.9670333	0.05381552	0.03296671	0.01512376	1	19.64748	28.34533	39.60274	2.4	82.3	0.6908051	0.309195	0.03708037	0.9629197	0.06777906	0.1393404	ED	Q9D8Y1	Tmem126a
1	1.00805	0.9428689	0.4294082	0.2730286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4294082	0.2730286	0.1632524	2.08E-05	0.1880336	0.9636742	5	0.9999979	0.005207174	2.13E-06	0.004190172	1	6.125483	8.837204	6.355756	4.4	3.9	2.16E-05	0.9999784	0.163265	0.836735	0.1962579	0.03279629	ED	A0A087WR75	Atf7ip
1	0.7910784	0.7537495	0.4924107	0.2726249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4924107	0.2726249	0.165068	1.16732	0.1586443	4.865017	5	0.9999979	0.000369993	2.08E-06	0.000302993	1	6.058108	8.740002	5.249408	4.1	4.3	0.1935104	0.8064896	0.03157942	0.9684206	0.05861285	0.009405868	ED	Q9Z2D0	Mtmr9
1	0.8505107	0.5423849	0.5075759	0.2715008	1.157252	0.9689916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5075759	0.2715008	0.009669996	0.6373073	1.28E-06	0.5892089	7	0.9898365	0.06614549	0.01016349	0.03690248	1	103.4127	149.1929	375628.3	4000	578.6	0.5196078	0.4803922	2.17E-06	0.9999979	0.02621387	0.02822272	ED	Q5EBP3	Armc5
1	0.7613925	0.6225312	0.4700303	0.268966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4700303	0.268966	0.1734791	0.458179	0.1370001	0.8091928	5	0.9985009	0.001329964	0.00149914	5.63E-06	1	5.764383	8.316247	5.449478	3.5	4.8	0.361519	0.638481	0.1447908	0.8552092	0.09837309	0.02124003	ED	H9H9S3	Zeb2
1	0.7258702	0.5567904	0.6126714	0.3620544	0.1389993	NaN	1	0.9248011	0.4257944	0.4677519	0.1741696	0.1177018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5402116	0.268112	0.1410439	0.4338538	0.1035216	0.4321586	12	0.8524016	0.01554711	0.1475984	0.009284959	1	7.089991	10.22869	5.975175	3	5.9	0.5009788	0.4990213	0.1932526	0.8067474	-0.04238091	0.4234017	ED	G3X8R5	Qrich1
1	0.7676722	0.554664	0.4485731	0.3189072	NaN	NaN	1	0.80038	0.3503947	0.5903455	0.2163931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5194593	0.2676502	0.1792133	0.6796333	0.1125673	0.6817906	10	0.9337959	0.01275348	0.06620406	0.008202268	1	5.579942	8.050154	5.18335	2.8	5.6	0.4992077	0.5007923	0.1417086	0.8582914	-0.004070404	0.1011077	ED	Q60790	Rasa3
1	NaN	NaN	0.4987297	0.2669714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4987297	0.2669714	0.1668459	1.28602	0.1562244	3.468086	3	65535	6.30E-05	NaN	2.26E-11	1	5.993554	8.646871	4.879864	4	4.4	0.2705072	0.7294928	0.04310458	0.9568954	0.03538408	0.1011768	ED	Q9JM96	Cdc42ep4
1	0.7857934	0.5951849	0.5316738	0.2639191	0.2302586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5316738	0.2639191	0.1113181	0.2373377	3.06E-05	0.05665909	6	0.9815149	0.01358073	0.01848515	0.001292706	1	8.983268	12.96012	6294.383	3.5	2414.5	0.8072799	0.1927201	0.000540386	0.9994596	-0.03433109	1.052929	ED	Q9CX60	Lbh
1	0.8036255	0.6124765	0.4760162	0.2628876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4760162	0.2628876	0.174783	0.3409156	0.1392707	0.5796001	5	0.9999786	0.001035454	2.14E-05	0.000131449	1	5.72138	8.254207	5.607378	3.5	4.6	0.3703529	0.6296471	0.1937354	0.8062646	0.07428908	0.1132146	ED	Q61846	Melk
1	0.7852091	0.314455	0.4757412	0.2619186	0.4495148	0.3901725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4757412	0.2619186	0.04333745	0.7480559	1.16E-06	0.2721203	7	0.9109242	0.07288829	0.08907581	0.01121759	1	23.07473	33.2898	229348.3	1.5	695.7	0.7332615	0.2667386	4.27E-06	0.9999957	0.07302048	0.6825092	ED	P99028	Uqcrh
1	NaN	NaN	0.4281223	0.2618423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4281223	0.2618423	0.1764186	2.71548	0.1229184	1.501903	3	1	0.001599682	NaN	1.46E-12	1	5.668336	8.17768	3.134337	2.7	5.2	0.643878	0.356122	0.0756504	0.9243496	0.1783397	0.00673726	ED	Q8BY46	Znf574
1	1.03153	0.7771896	0.4982554	0.2558396	NaN	NaN	1	0.9709463	0.8511335	0.6027496	0.4183476	NaN	NaN	1	0.9138708	0.8812039	0.6258258	0.2610082	NaN	NaN	1	NaN	NaN	NaN	NaN	0.1431198	NaN	0.6027496	0.2610082	0.1322549	3.21E-06	0.1358291	2.071276	17	0.936828	0.003772225	0.06317201	0.003690485	1	7.561158	10.90845	7.844976	5.3	5.1	1.55E-06	0.9999985	0.06154174	0.9384583	-0.1653483	3.447669	ED	A2A4Z1	Ube2c
1	0.7724622	0.6939332	NaN	NaN	NaN	NaN	1	0.9550633	0.4693706	0.5725483	0.2574872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5725483	0.2574872	0.173695	0.3524497	0.1456924	0.8029844	8	0.9879044	0.004972439	0.01209562	0.004357718	1	5.757219	8.305911	5.635548	3.7	4.5	0.3050367	0.6949633	0.1535744	0.8464257	-0.1207344	0.4286149	ED	Q9CPW7	Zmat2
1	0.9548978	0.7937906	NaN	NaN	NaN	NaN	1	NaN	NaN	0.5276718	0.256298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5276718	0.256298	0.1641936	3.37E-06	0.1953876	0.8305218	6	0.9926953	0.000818198	0.007304686	0.000145723	1	6.09037	8.786546	6.322069	4.5	3.8	4.06E-06	0.9999959	0.1904531	0.8095469	-0.04142624	0.03531898	ED	Q9QZK2	Bcar3
1	0.6809531	0.52507	0.4551419	0.2557584	0.130737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4551419	0.2557584	0.141591	0.641223	0.09835095	0.5336531	6	0.9517475	0.01083135	0.04825247	0.000532777	1	7.062593	10.18917	5.469521	2.5	6.2	0.5457792	0.4542208	0.1556176	0.8443824	0.1053849	0.07382971	ED	Q91WR3	Ascc2
1	0.9028453	0.7277598	0.545953	0.3764201	NaN	NaN	1	0.5211732	0.2018576	0.4429844	0.1342719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4944687	0.255346	0.2008653	1.013155	0.1180674	0.7288822	10	0.9612914	0.04249889	0.03870856	0.03427323	1	4.97846	7.1824	4.117846	2	5.2	0.5815921	0.4184079	0.1394031	0.8605969	0.02170348	0.06102503	ED	Q6ZPF4	Fmnl3
1	NaN	NaN	0.5013689	0.3830987	NaN	NaN	1	0.7209823	0.6985351	NaN	NaN	NaN	NaN	1	0.838383	0.3296121	0.3552209	0.1243691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4282949	0.2537339	0.2040827	0.5144743	0.1386811	0.5153308	11	0.9556635	0.02111999	0.04433652	0.01811897	1	4.899973	7.069168	4.57945	2.5	4.3	0.4995842	0.5004159	0.2120468	0.7879533	0.1622087	0.1670615	ED	P17012	Zfx;Zfa
1	0.6545417	0.5759882	0.4678768	0.2530902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4678768	0.2530902	0.1830286	4.865098	0.135582	2.28951	5	0.9998953	0.003822187	0.000104683	0.000136114	1	5.463627	7.882347	2.500002	3.1	4.8	0.679995	0.320005	0.05590797	0.944092	0.07254557	0.01486034	ED	E9Q6K3	Pibf1
1	0.7813849	0.5625818	0.4329844	0.2512451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4329844	0.2512451	0.1858347	0.3774464	0.1198501	0.3668249	5	0.9999656	0.002452582	3.44E-05	0.000212821	1	5.381126	7.763324	5.455939	2.9	4.9	0.5071355	0.4928645	0.246263	0.753737	0.1463903	0.07705279	ED	Q3UFS0	Zyg11b
1	0.6853191	0.4668366	0.4296017	0.250852	0.2594526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4296017	0.250852	0.1112347	0.392712	0.003118295	0.1118167	6	0.9631925	0.02987515	0.03680752	0.001774279	1	8.989998	12.96982	73.05486	2.3	215.5	0.778374	0.221626	0.02713095	0.972869	0.1534506	0.1744454	ED	Q9Z2G6	Sel1l
1	0.7382643	0.6083171	0.4136606	0.2484352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4136606	0.2484352	0.1878705	0.3397096	0.1093913	0.2601981	5	0.9996831	0.002168439	0.000316939	3.18E-05	1	5.322815	7.679199	5.631867	2.9	5.1	0.5662698	0.4337303	0.2959805	0.7040194	0.1864228	0.02563966	ED	Q9EPN1-3	Nbea
1	0.9709674	0.920058	0.6153795	0.2831306	NaN	NaN	1	0.8108855	0.8855876	NaN	NaN	NaN	NaN	1	0.7404116	0.7855867	0.4104247	0.2132996	NaN	NaN	1	0.9655434	0.4707272	0.3614664	NaN	NaN	NaN	0.4104247	0.2482151	0.178591	0.000415661	0.1853971	2.349523	17	0.9398775	0.006395453	0.06012255	0.006334978	1	5.599385	8.078205	5.818415	3.9	3.8	0.000176882	0.9998231	0.07313729	0.9268627	0.193833	2.142478	ED	A2APB8	Tpx2
1	0.6941755	0.5106078	0.4801325	0.2461303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4801325	0.2461303	0.1865796	1.009412	0.1321083	1.071357	5	0.9999866	0.004890171	1.34E-05	0.000902465	1	5.359644	7.732331	4.378038	2.9	4.9	0.4851149	0.5148851	0.1097733	0.8902267	0.03274607	0.06804407	ED	P48760-2	Fpgs
1	0.7765315	0.7970347	0.4531943	0.2460646	0.1011936	0.2610615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4531943	0.2460646	0.06938985	0.2441145	5.88E-07	0.0414847	7	0.9270024	0.08585851	0.07299756	0.01495437	1	14.41133	20.79115	246982.4	3.2	2485.2	0.854745	0.145255	1.42E-05	0.9999858	0.09035386	0.3503249	ED	Q9QYC0-2	Add1
