proID	geneName	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Rep3_t=0	Rep3_t=1	Rep3_t=2	Rep3_t=4	Rep3_t=8	Rep3_t=16	Rep3_t=32	Rep4_t=0	Rep4_t=1	Rep4_t=2	Rep4_t=4	Rep4_t=8	Rep4_t=16	Rep4_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	def
Q9CR26	Vta1	1	1.203622359	1.011650049	1.073540635	0.904070875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.073540635	0.904070875	0.003699435	8.45E-05	0.046855762	0.046777796	5	0.999998224	0.001830521	1.78E-06	0.001700279	1	270.3115198	389.9770891	42.64275698	35.3	24.5	0.00180242	0.99819758	0.500416336	0.499583664	-0.12138595	ED
Q99K70	Rragc	1	0.838073311	0.830107167	0.856206237	0.903096661	0.77453994	0.668839241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.856206237	0.903096661	0.013878423	4.552496154	0.007857857	3.881570561	7	0.933384412	0.001737947	0.066615588	0.000320205	1	72.05429572	103.9523751	58.68736494	71.6	83.8	0.539774738	0.460225262	0.002020312	0.997979688	0.104281157	ED
Q6PIP5	Nudcd1	1	1.003215483	0.953085148	0.896204212	0.86371019	0.848249339	0.763135196	1	1.075835643	0.894685741	1.0031998	0.939708341	0.916904473	0.740185846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949702006	0.901709266	0.009024378	0.025650677	0.007714694	0.475448105	14	0.939755569	0.000448242	0.060244431	0.000413056	1	110.8109555	159.866416	124.9831341	86	89.8	0.051188864	0.948811136	0.01596707	0.98403293	-0.000124545	ED
O88587-2	Comt	1	NA	NA	1.17610096	1.126016808	0.715843772	0.627403709	1	1.007282162	1.05358503	1.035772714	1.004027975	0.701854472	0.567401368	1	0.995010607	0.878029999	0.844573172	0.799012868	0.860659183	0.63056949	1	0.77074011	0.490096354	0.553150634	0.415645696	0.544177975	0.381566508	0.940172943	0.901520421	0.020846932	0.417558164	0.014871007	1.354250681	26	0.862092259	0.012887316	0.137907741	0.011698042	1	47.96868992	69.20419106	51.96187426	37.8	46.4	0.235667727	0.764332273	0.010861713	0.989138287	0.009855147	ED
P61961	Ufm1	1	1.026648438	1.166643218	NA	NA	NA	NA	1	0.884028517	0.959701215	0.971744919	1.062225486	NA	NA	1	0.997249224	0.930656252	0.936427816	0.901242615	0.80205788	0.642199181	1	NA	NA	0.749023508	0.770148004	0.586072812	0.685666961	0.936427816	0.901242615	0.015031736	0.02470969	2.84E-05	0.033947368	20	0.894831417	0.002399444	0.105168583	0.002172054	1	66.52591701	95.97661056	20412.18984	4000	4000	0.421256894	0.578743106	0.000835199	0.999164801	0.013692446	ED
P46664	Adss	1	1.008716943	0.956310185	0.86229068	0.934051567	0.950943305	0.710367558	1	1.070940329	0.943406203	1.195075769	1.050085766	0.712206992	0.712877361	1	1.001282078	0.916486105	0.971240501	0.844619502	0.91658507	0.788521922	1	0.87765487	0.924676887	0.814262412	0.867862699	0.776147141	0.687798154	0.91676559	0.900957133	0.010454745	0.065154655	0.009430518	1.334442417	28	0.905012597	0.001442232	0.094987403	0.001407855	1	95.65034749	137.994282	101.8168482	71.1	73.5	0.046552437	0.953447563	0.007017418	0.992982582	0.034754667	ED
Q9Z2Q6	5-Sep	1	0.814698345	1.02237811	0.786659649	0.926257639	0.789645456	0.847571406	1	NA	NA	1.178566346	0.874395979	0.851443491	0.65159603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982612998	0.900326809	0.010091978	1.656327478	0.007869511	4.953893556	12	0.956865826	0.002607108	0.043134174	0.002438438	1	99.08860044	142.9546325	95.38329412	81.8	88	0.250570665	0.749429335	0.001586031	0.998413969	-0.034958799	ED
Q9DBL7	Coasy	1	1.057900405	0.796346596	0.986690531	0.899944914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986690531	0.899944914	0.015249823	0.109015064	0.00066788	0.767797213	5	0.999998102	0.001756132	1.90E-06	0.00154655	1	65.57453274	94.60405319	1312.258262	903.3	810.1	0.124331133	0.875668867	0.000869109	0.999130891	-0.039312028	ED
P15626	Gstm2	1	0.904300368	1.037237507	0.971441277	0.959805831	0.821118583	0.757283549	1	1.012322905	0.936222907	0.811864754	0.87594046	0.865034668	0.786843427	1	1.132666691	1.003942523	1.055607338	0.92384424	0.909417087	0.75297039	1	0.797692593	0.426956232	0.99570478	0.434824283	0.888035172	0.442846233	0.983573028	0.89989235	0.013183442	0.270948312	0.00825175	1.211976241	28	0.866928022	0.010683162	0.133071978	0.009877295	1	75.85272397	109.4323487	99.71853251	71	83.9	0.182712135	0.817287865	0.006762466	0.993237534	-0.036176676	ED
Q923D5	Wbp11	1	NA	NA	1.024717547	0.899400493	NA	NA	1	0.903759331	0.800493164	NA	NA	0.661563783	0.479180666	1	NA	NA	NA	NA	0.571801115	0.383841677	NA	NA	NA	NA	NA	NA	NA	1.024717547	0.899400493	0.026855603	0.775539762	0.02572836	4.89907296	11	0.968588472	0.001803264	0.031411528	0.001762167	1	37.23617811	53.7204495	33.73186742	25.9	26.9	0.136668316	0.863331684	0.005224243	0.994775757	-0.077430439	ED
Q9D1M4	Eef1e1	1	NA	NA	0.828488292	0.961653666	0.988421753	1.223511745	1	0.919932087	1.00314579	0.874002157	0.899352296	1.078887946	1.57608873	1	0.765783861	0.712012753	0.715564708	0.68157912	0.749420229	0.886838682	NA	NA	NA	NA	NA	NA	NA	0.828488292	0.899352296	1.24E-06	2.098214251	1.83E-07	3.598830994	19	0.854426299	0.008636954	0.145573701	0.007127229	1	809099.0632	1167283.206	3447726.128	4000	124	0.368298681	0.631701319	5.09E-08	0.999999949	0.135112351	ED
Q9JME5	Ap3b2	1	NA	NA	1.123076549	0.899300206	0.992365538	0.753897856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.123076549	0.899300206	0.007020262	1.81E-06	0.027959257	0.027960229	5	0.999997641	0.001417534	2.36E-06	0.001049129	1	142.4448267	205.5044451	71.52679476	59.5	41	6.46E-05	0.99993539	0.499991313	0.500008687	-0.169141022	ED
Q8BP47	Nars	1	0.903749784	0.979863381	0.814471195	0.973348661	0.769308554	0.687009314	1	1.021105579	0.948934237	1.00407503	0.825086097	0.848596753	0.687423445	1	1.066731078	0.858656655	1.024646286	0.734054799	0.859401882	0.511712318	1	0.826655944	1.009313603	0.783027	0.981913929	0.667001999	0.728159792	0.909273113	0.899217379	0.014289688	0.111903775	0.012181881	1.191135278	28	0.873632409	0.002104635	0.126367591	0.001962457	1	69.98053341	100.9605685	75.80682662	53.1	56.8	0.085879065	0.914120935	0.010123583	0.989876417	0.041994539	ED
Q6ZPJ3	Ube2o	1	NA	NA	0.822589619	0.956782315	0.548878871	0.559819402	1	0.95878325	0.945297642	0.891162688	0.840269861	0.659165548	0.418482105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.856876153	0.898526088	0.02416488	0.069607269	0.022748443	0.932493343	12	0.961372885	0.00198557	0.038627115	0.001929721	1	41.3823691	59.70213868	41.90350018	29.1	30.4	0.069461358	0.930538642	0.02381433	0.97618567	0.100962114	ED
Q99JW4	Lims1	1	NA	NA	NA	NA	1.257545312	1.280726744	1	1.03234173	1.023617183	0.961878494	0.897874637	0.576487269	0.688801047	1	0.968052303	0.937559092	0.982520413	0.960868303	1.031133397	0.872785703	1	0.946106428	0.764976892	1.047291458	0.80077028	0.841828299	0.655779891	0.982520413	0.897874637	0.006130691	0.104292989	0.003786734	1.075224296	24	0.911325046	0.00573174	0.088674954	0.005563112	1	163.1137536	235.3234035	241.5776889	168.9	183	0.08842006	0.91157994	0.003509448	0.996490552	-0.036228253	ED
E9Q912	Rap1gds1	1	NA	NA	0.957571366	0.928487254	0.97776754	0.758441475	1	NA	NA	1.118456369	0.901729752	1.004226381	0.712877361	1	1.016406797	0.97818934	1.023967469	0.885976859	0.797898492	0.638935074	1	0.923489019	0.958794566	0.900322667	0.893711946	0.934717486	0.76924007	0.990769418	0.897720849	0.009343789	0.003735026	0.027685252	0.023940737	24	0.87831224	0.000935703	0.12168776	0.000856231	1	107.0229703	154.4015085	67.37833985	55.2	40	0.134956562	0.865043438	0.5362658	0.4637342	-0.044674611	ED
Q9D6J3	Ccdc94	1	NA	NA	0.778128895	0.897448048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.778128895	0.897448048	0.023363863	2.491403098	2.93E-06	2.514269906	3	1	0.001947263	NA	0.0006399	1	42.80114183	61.74899507	171187.5724	4000	141.2	0.497715911	0.502284089	1.17E-06	0.999998833	0.196763071	ED
Q6NZD2	Snx1	1	NA	NA	0.932971462	0.817405616	0.697719803	0.85526276	1	1.015332233	1.0092269	1.029608656	0.977190027	0.868507139	0.79579806	1	NA	NA	NA	NA	0.784166984	0.621477204	NA	NA	NA	NA	NA	NA	NA	0.981290059	0.897297822	0.010327804	0.019502612	0.001287826	0.050798934	15	0.918230507	0.001652064	0.081769493	0.00143872	1	96.82600832	139.690402	575.3143743	307.2	533.1	0.277413699	0.722586301	0.024724636	0.975275364	-0.03529654	ED
Q9CQS8	Sec61b;Gm10320	1	NA	NA	0.919614442	0.895786977	NA	NA	1	NA	NA	NA	NA	0.657194168	0.54496356	1	0.588862511	0.518662443	NA	NA	NA	NA	1	0.614012496	0.273905575	NA	NA	0.287778247	0.174320011	0.919614442	0.895786977	0.040794745	3.96674483	0.019366952	1.190091378	14	0.803256365	0.045575492	0.196743635	0.028635248	1	24.51296133	35.36472774	12.11006016	10.1	35.2	0.769220636	0.230779364	0.016012914	0.983987086	0.02877446	ED
D5MCW4	Cuta	1	NA	NA	0.870266754	0.75106545	NA	NA	1	0.804461883	1.020025287	0.771588321	1.040497823	0.779065179	0.861292078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.820927538	0.895781637	0.008661907	4.763172833	0.001182579	3.6519739	10	0.909042445	0.003659398	0.090957555	0.00205053	1	115.4480235	166.556291	367.093211	464.3	83.9	0.566023741	0.433976259	0.000323714	0.999676286	0.142291132	ED
Q6PGH2	Hn1l	1	1.027658489	1.620182349	0.868313313	0.986586064	0.712758005	0.566449248	1	1.091894883	0.935563317	0.656165174	0.537630258	0.428123732	0.35949791	1	1.164034317	1.183966768	0.915544684	0.895051891	0.75792798	0.621950385	1	NA	NA	NA	NA	0.304490716	0.24783972	0.868313313	0.895051891	0.029830502	0.053805898	0.029752425	3.175636872	24	0.925166594	0.015588001	0.074833406	0.015602605	1	33.52273496	48.36308348	33.36036743	23.2	23.3	0.016661047	0.983338953	0.009282	0.990718	0.085765878	ED
Q4VAA2	Cdv3	1	NA	NA	0.844804431	0.767613643	0.716006921	0.564467654	1	NA	NA	NA	NA	0.451102948	0.408251478	1	0.976042264	0.997312354	1.327774678	1.019019064	0.878578556	0.756603624	1	NA	NA	NA	NA	0.475225872	0.386411048	1.086289554	0.893316353	0.022689173	0.037837606	0.022635843	3.157705583	18	0.938993608	0.009284855	0.061006392	0.009288337	1	44.07388528	63.58517573	43.96756113	30.6	30.6	0.011840743	0.988159257	0.007117426	0.992882574	-0.139175061	ED
P13439	Umps	1	0.843046543	0.920935188	0.958864107	0.870233892	0.950856959	0.646171937	1	1.001283653	1.073428641	1.15531069	0.936581062	0.760670131	0.657562377	1	1.03021748	0.978694255	0.976614351	0.916314461	0.898146358	0.779030339	1	1.222134237	0.945413924	0.910369954	0.73432573	0.950436404	0.812675355	0.967739229	0.893274177	0.01002131	8.70E-05	0.010206298	1.380555541	28	0.917922722	0.001746512	0.082077278	0.001744362	1	99.78735608	143.9627238	98.6968507	68.3	67.9	6.30E-05	0.999937006	0.007338638	0.992661362	-0.023638239	ED
Q8BH43	Wasf2	1	0.941368433	0.960353032	0.88853197	0.893252334	0.85814825	0.817390738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88853197	0.893252334	0.007631779	0.06355584	0.003247778	0.456832399	7	0.826120065	0.000446135	0.173879935	4.43E-05	1	131.0310547	189.0378529	272.2198121	183.2	213.2	0.122131584	0.877868416	0.007059156	0.992940844	0.061741565	ED
B9EHJ3	Tjp1	1	0.995179268	0.980738845	0.989128241	0.916216859	0.954052567	0.587444494	1	NA	NA	1.119419122	0.868637123	NA	NA	1	0.97969305	0.948951093	0.954909636	0.919811495	0.894131399	0.716872061	1	0.521436252	0.549376217	0.902165195	0.685550888	0.639812921	0.517826974	0.972018938	0.892426991	0.015843152	4.750613279	0.011048934	4.776862212	24	0.86396678	0.007717839	0.13603322	0.006913379	1	63.11875419	91.06111365	45.48287114	53.7	62.6	0.498622461	0.501377539	0.002307673	0.997692327	-0.028525295	ED
Q9WTU6-3	Mapk9;Mapk10	1	0.903025426	1.053430029	0.776185659	0.891459999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.776185659	0.891459999	0.022712612	1.92321222	0.012583645	4.820156551	5	0.999998165	0.001760219	1.84E-06	0.001592784	1	44.02840236	63.51955775	56.95214568	50.5	55	0.285200511	0.714799489	0.002603832	0.997396168	0.19591618	ED
Q8K2Y9-2	Ccm2	1	0.970230532	0.949796178	0.857091649	0.8909646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857091649	0.8909646	0.019691278	0.062152302	9.61E-05	0.341857508	5	0.999994759	0.000291239	5.24E-06	0.000113835	1	50.78390538	73.26568844	8804.586409	4000	1757.2	0.153838596	0.846161404	0.000281125	0.999718875	0.096485133	ED
G3X928	Sec23ip	1	NA	NA	1.093547249	1.025814672	0.970758093	0.688351129	1	0.93127192	0.944643529	0.856578143	0.89064181	0.867979492	0.856834374	1	1.019905491	0.636179762	0.955727139	0.657633863	0.835806705	0.548271661	NA	NA	NA	NA	NA	NA	NA	0.955727139	0.89064181	0.011570791	0.304468833	0.008349594	1.728455762	19	0.90972346	0.00463609	0.09027654	0.004286783	1	86.42451665	124.6842216	102.3209344	74.5	82.9	0.149768877	0.850231123	0.004807444	0.995192556	-0.012623645	ED
Q8K354	Cbr3	1	1.05453875	1.075404149	0.826747187	0.890319254	1.289534995	0.99596583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.826747187	0.890319254	2.44E-08	0.018452445	4.09E-05	3.639882791	7	0.996336825	0.003300019	0.003663175	0.003310889	1	40976448.46	59116518.99	24350.91769	4000	193.3	0.005043946	0.994956054	1.12E-05	0.999988775	0.132168745	ED
Q9JII5-2	Dazap1	1	NA	NA	1.246731658	0.928352114	NA	NA	1	1.05893977	1.078660199	1.153633626	1.12070817	1.149476249	1.163384626	1	0.893390473	0.855835951	0.817003102	0.851032607	0.977696715	1.045453159	1	NA	NA	0.630206066	0.410797429	0.654285624	0.531774652	0.985318364	0.88969236	0.006803643	0.053448754	9.83E-06	0.258072944	22	0.894974379	0.014022562	0.105025621	0.012981988	1	146.9800885	212.0474447	84302.19494	4000	2278.5	0.171573134	0.828426866	3.81E-05	0.999961922	-0.043649292	ED
Q9CQ43	Dut	1	1.066077202	0.991744354	0.950721289	0.9649214	0.840299491	0.846237809	1	NA	NA	0.915523645	0.778207308	0.483928856	0.543923601	1	0.954121606	0.95051039	0.956282848	1.064497066	0.590125668	0.408659339	1	NA	NA	0.846339872	0.80991904	0.724223283	0.774286841	0.933122467	0.88742022	0.017363248	0.028625934	5.86E-05	0.032105562	24	0.885521434	0.005680677	0.114478566	0.00525854	1	57.59291059	83.0890065	9045.329812	1208.8	4000	0.471352357	0.528647643	0.001820378	0.998179622	0.009500498	ED
P70444	Bid	1	1.008777077	1.059420391	0.953273308	0.962591429	0.920750205	0.611197497	1	NA	NA	0.984993249	0.887217908	NA	NA	1	0.997673031	0.986074545	0.930107393	0.874484037	0.933525595	0.768791096	NA	NA	NA	NA	NA	NA	NA	0.953273308	0.887217908	0.010453246	0.004265421	0.029384411	0.026230512	17	0.901343921	0.000678675	0.098656079	0.000592447	1	95.66406019	138.0140652	62.0629512	50.8	36.9	0.139868523	0.860131477	0.528354785	0.471645215	-0.0119787	ED
P43274	Hist1h1e	1	NA	NA	0.898502416	0.887098938	NA	NA	1	0.714634857	0.450631822	NA	NA	0.301380424	0.284671604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.898502416	0.887098938	0.045943002	4.750406773	0.032187169	2.033200345	8	0.981083852	0.021454237	0.018916148	0.014982904	1	21.76610062	31.40184542	9.45927986	12.3	21.2	0.700277403	0.299722597	0.015584082	0.984415918	0.047126504	ED
Q3UMF0-3	Cobll1	1	1.021089643	0.893523564	0.832100209	0.88702114	0.865800338	0.704814059	1	NA	NA	NA	NA	0.553694438	0.359824753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832100209	0.88702114	0.02176377	0.062219463	0.020140681	0.735278128	10	0.97645911	0.006521932	0.02354089	0.006457539	1	45.94792116	66.288838	47.0310062	32.5	34.3	0.078018371	0.921981629	0.026661609	0.973338391	0.12385917	ED
Q61166	Mapre1	1	1.024733559	0.976920194	0.9101771	0.856401253	0.834865718	0.573557155	1	0.95836832	0.869012873	1.035997752	0.798833584	0.85618367	0.587955251	1	0.931709966	1.078189994	1.01603566	1.013752381	0.845309754	0.733026126	1	1.140249982	0.980289033	1.120058411	0.914996472	0.903318411	0.644557733	1.026016706	0.885698862	0.013185866	0.004366676	0.028157831	0.042549009	28	0.82533626	0.001233481	0.17466374	0.001089298	1	75.83878081	109.412233	53.52345863	43.3	31.9	0.093074972	0.906925028	0.398233481	0.601766519	-0.086373165	ED
Q9WU78	Pdcd6ip	1	0.914969569	0.976594264	0.938427612	0.844435201	0.793466838	0.682458192	1	1.016854982	0.944950239	0.898445984	0.840282018	0.865642838	0.744628429	1	1.025981882	1.028416382	1.003766335	0.926397258	0.881521349	0.761700952	1	0.98263586	0.972808374	1.015195546	0.939627983	0.869752481	0.673066782	0.971096974	0.88541623	0.01062037	0.014648355	0.009777673	0.215810123	28	0.907057359	0.000380039	0.092942641	0.000372255	1	94.15867836	135.8422583	100.1122909	68.8	70.8	0.063561795	0.936438205	0.043343094	0.956656906	-0.031519769	ED
Q921Q7	Rin1	1	1.141252443	0.816151949	1.050314664	0.884722717	1.144616724	0.865644831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.050314664	0.884722717	0.002574025	0.012111539	0.002256311	0.917670087	7	0.996309386	0.002860363	0.003690614	0.002857528	1	388.4965541	560.482052	438.503574	304.1	307.2	0.013026219	0.986973781	0.002452708	0.997547292	-0.110330298	ED
P28656	Nap1l1	1	0.938391037	0.982224738	0.831030886	0.883436955	0.76630613	0.63783205	1	0.893176794	0.964370785	0.926673379	0.874146449	0.878391043	0.84922597	1	0.955516773	0.950881145	0.935508713	0.914700671	0.748119367	0.554648395	1	NA	NA	NA	NA	0.66015313	0.736694888	0.926673379	0.883436955	0.013098463	1.752438971	0.010755216	4.85139626	24	0.838202552	0.001578188	0.161797448	0.001366493	1	76.3448351	110.142315	68.45625107	59.5	64.4	0.265366853	0.734633147	0.002212028	0.997787972	0.014186443	ED
Q8CI70	Lrrc20	1	0.910758674	0.919721517	0.822999412	0.881845295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822999412	0.881845295	0.024070682	0.149104232	4.48E-05	0.62783041	5	0.999989558	0.000763954	1.04E-05	0.000172015	1	41.54431551	59.93577796	18052.82493	4000	913.6	0.191913481	0.808086519	7.13E-05	0.999928703	0.131930472	ED
Q148V7-2	Kiaa1468;2310035C23Rik	1	0.857946916	0.697702361	NA	NA	NA	NA	1	1.102945252	0.90607232	0.998578368	0.881465862	0.686353696	0.604610609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998578368	0.881465862	0.017599107	0.232159219	0.013449549	1.258249894	10	0.96250214	0.00299517	0.03749786	0.002447585	1	56.82106527	81.97546909	63.44117942	45.1	51.4	0.155768786	0.844231214	0.010576044	0.989423956	-0.061661859	ED
Q99LS3	Psph	1	NA	NA	0.894597314	0.775583441	0.860869483	0.717061603	1	1.150604127	0.929538409	1.102764181	0.929018442	1.047875127	1.015308303	1	1.174996027	0.915625532	1.11998322	0.845820649	1.088694843	0.73469622	1	0.813215304	1.008191492	0.736698658	0.914204742	0.746153872	0.695590497	0.998680748	0.880012696	0.007759212	0.025435391	0.006245698	0.408907866	26	0.911289605	0.00335683	0.088710395	0.003289026	1	128.8790676	185.9331918	153.0363941	105	110.9	0.058560576	0.941439424	0.015044307	0.984955693	-0.062589349	ED
Q91Z38	Ttc1	1	0.861937511	1.027178296	0.921371106	0.879615544	0.765118178	0.738573824	1	NA	NA	NA	NA	0.707262754	0.519930828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.921371106	0.879615544	0.015841576	1.395606145	0.014022017	4.943919677	10	0.972799484	0.001762337	0.027200516	0.001644469	1	63.12503186	91.07017042	55.77430319	46.3	49.4	0.220143617	0.779856383	0.002828193	0.997171807	0.017757211	ED
Q61602	Gli3	1	1.437142289	1.004829267	1.093722903	0.878797999	0.607474926	0.405819564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.093722903	0.878797999	0.027206707	0.021895838	0.0271073	2.510122956	7	0.996287557	0.005595184	0.003712443	0.005570765	1	36.75564301	53.02718389	36.96636049	25.6	25.6	0.008647581	0.991352419	0.010683816	0.989316184	-0.154187492	ED
Q923T9-3	Camk2g	1	0.957638893	1.049671713	0.963890431	0.934473096	0.845309754	0.821446504	1	NA	NA	1.096537452	0.821398322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.030213942	0.877935709	0.007490645	0.039813862	0.007404124	4.369465327	10	0.977009362	0.000815241	0.022990638	0.000815048	1	133.4998453	192.5995648	134.0671227	93.4	93.6	0.009029563	0.990970437	0.001691648	0.998308352	-0.094857448	ED
P70202	Lxn	1	NA	NA	0.964596029	0.876433554	0.836199015	0.622851807	1	NA	NA	0.885104378	0.881132169	NA	NA	1	1.220212541	0.986473569	1.133749319	0.877605856	0.926606106	0.650421674	NA	NA	NA	NA	NA	NA	NA	0.964596029	0.877605856	0.012858102	0.005805016	0.024523994	0.043378668	15	0.930420512	0.001325729	0.069579488	0.001209561	1	77.77197888	112.2012483	56.29561177	44.7	34.2	0.118027273	0.881972727	0.361163956	0.638836044	-0.029232961	ED
Q9D358	Acp1	1	NA	NA	0.908145284	0.876535469	0.949869897	1.004693141	1	0.965947745	1.03277226	1.001474164	0.848526945	1.085077794	0.869444132	1	1.071455436	1.056920692	0.996837775	0.877397041	0.891660102	0.701879279	1	0.997655889	1.099524509	0.997177459	1.144536648	0.816387663	0.830531464	0.997007617	0.876966255	0.005231018	0.004735164	0.00521883	2.582309248	26	0.921397148	0.001463863	0.078602852	0.00146372	1	191.1673959	275.796254	191.6496382	132.8	132.8	0.001830337	0.998169663	0.002016917	0.997983083	-0.062646513	ED
E9Q7M2	Tsc22d2	1	NA	NA	NA	NA	0.988051464	0.668623331	1	0.88347844	0.93933961	0.868414723	0.876812889	0.831741492	0.742225081	1	1.178134859	0.790592326	NA	NA	0.441640098	0.295054498	NA	NA	NA	NA	NA	NA	NA	0.868414723	0.876812889	0.020322323	0.250459234	0.018652628	2.25260031	15	0.948458823	0.012048661	0.051541177	0.011969863	1	49.20697366	70.99065687	48.64680258	35.2	37.1	0.100061237	0.899938763	0.008212484	0.991787516	0.075355056	ED
P39054	Dnm2	1	1.006042224	0.931503296	0.975059532	0.966270751	0.83015935	0.644989384	1	1.013115082	0.901336165	0.906875679	0.881249544	0.72168917	0.631652266	1	0.994417418	0.982384677	0.92284304	0.870273833	0.811297128	0.760747781	1	0.887855392	0.689556635	0.950535555	0.669290486	0.666866045	0.459772612	0.936689297	0.875761689	0.016160167	0.139298443	0.013482969	1.172547265	28	0.856252607	0.002630744	0.143747393	0.002401378	1	61.88054961	89.27476205	67.05443042	47.1	51.3	0.106185081	0.893814919	0.011368149	0.988631851	-0.00092699	ED
Q9JM14	Nt5c	1	NA	NA	0.957423241	0.875332542	NA	NA	1	0.958290407	0.863960359	NA	NA	0.75200088	0.549756011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957423241	0.875332542	0.018519873	0.517910443	0.017291023	4.05201263	8	0.986925305	0.000325863	0.013074695	0.000274541	1	53.99604978	77.89983324	51.49801773	38.5	40.1	0.113330232	0.886669768	0.004249136	0.995750864	-0.023065981	ED
Q80TA6	Mtmr12	1	NA	NA	0.815558358	0.875106622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.815558358	0.875106622	0.023535765	2.432846231	2.40E-05	2.611101368	3	1	0.000946462	NA	0.000156547	1	42.48852678	61.29798688	21535.9089	4000	140.2	0.482329799	0.517670201	9.21E-06	0.999990794	0.137177525	ED
P26883	Fkbp1a	1	0.52388948	0.569322165	0.74997049	0.786247162	0.70083277	0.612931788	1	NA	NA	NA	NA	0.936975911	1.005956665	1	1.187788784	1.177106507	1.013083847	0.963857046	0.827748692	0.794255552	NA	NA	NA	NA	NA	NA	NA	0.881527169	0.875052104	0.009274689	4.902493622	0.001630038	3.157664519	17	0.868579091	0.011624111	0.131420909	0.009402853	1	107.8203264	155.5518502	240.4632547	317.1	87.6	0.608237895	0.391762105	0.00051595	0.99948405	0.059363533	ED
Q9EST3	Eif4enif1	1	1.140615801	0.781628483	0.946940592	0.87502356	0.95364353	0.576910263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.946940592	0.87502356	0.014658607	0.00055472	0.014734772	2.873962091	7	0.996313281	0.002972876	0.003686719	0.002971729	1	68.21930801	98.41965736	68.20146368	47.2	47	0.000192978	0.999807022	0.005100837	0.994899163	-0.012233313	ED
Q8CBY1-3	Samd4a	1	0.945539123	0.883759544	0.829986839	0.872952106	0.687297072	0.372159082	1	NA	NA	NA	NA	0.476517894	0.223854389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829986839	0.872952106	0.037626279	0.017466882	0.044150878	0.154652008	10	0.973475549	0.00441965	0.026524451	0.004166944	1	26.5771699	38.34275122	26.1610277	19.4	16.6	0.101481492	0.898518508	0.22208369	0.77791631	0.118408142	ED
