gene	struc	chn	decay.class	qtype	unq	tot	species	
CD6	5a2e	A	X	mon	1	1	human
CHMP1B	4txr	B	E	het	3	3	human
DAZ2	2xs7	A	X	mon	1	1	human
SYT2	2np0	B	X	het	2	2	human
KCNA3	4bgc	A	X	mon	1	1	human
FBP2	4he0	A	X	hom	1	4	human
RAB1B	3jza	A	U	het	2	2	human
UQCRQ	4d6u	G	N	het	9	10	human
PTS	1b66	A	X	hom	1	6	human
SH3BGRL3	1t1v	A	U	hom	1	2	human
VAMP1	1kil	A	X	het	5	5	human
RASGRP1	4l9m	A	X	hom	1	2	human
TNNI1	1npq	B	X	het	2	2	human
AKR1D1	3bur	A	X	mon	1	1	human
SV2A	4v11	B	X	het	2	2	human
PPT2-EGFL8	1pja	A	X	mon	1	1	human
TNNI2	2mkp	I	X	het	2	2	human
GRAP2	1h3h	A	X	het	2	2	human
TCERG1	2jup	W	U	het	2	2	human
ORM2	3apx	A	X	mon	1	1	human
TRGC1	4lfh	G	X	het	2	2	human
PPIL2	1zkc	A	X	mon	1	1	human
SOX14	2le4	A	X	mon	1	1	human
PLA2G15	4x93	A	X	mon	1	1	human
MYH10	1i84	S	U	het	3	6	human
ZRANB1	3zrh	A	X	mon	1	1	human
HECTD1	2lc3	A	E	mon	1	1	human
MECP2	2v5f	X	X	het	2	2	human
KCNE2	2m0q	A	X	mon	1	1	human
PHF3	2dme	A	X	mon	1	1	human
STMN4	3hkc	E	X	het	3	5	human
JAK2	4jia	A	X	mon	1	1	human
LTF	1cb6	A	X	mon	1	1	human
PDE4A	2qyk	A	X	mon	1	1	human
KIT	2vif	P	X	het	2	2	human
SEZ6L	2yra	A	X	mon	1	1	human
LMO7	2eaq	A	U	mon	1	1	human
NFYA	4awl	A	X	het	3	3	human
ZFP91-CNTF	2m9a	A	X	mon	1	1	human
POLA1	1n5g	A	U	mon	1	1	human
TMX1	1x5e	A	N	mon	1	1	human
KIAA0319L	2yrl	A	X	mon	1	1	human
CSNK2A2	3ofm	A	U	mon	1	1	human
CD4	1wio	A	X	mon	1	1	human
MYOT	2kdg	A	X	mon	1	1	human
CTD-2116N17.1	2cmw	A	X	mon	1	1	human
GARS	2q5h	A	E	hom	1	2	human
SYT1	5ccg	E	U	het	5	7	human
ACTN1	1ydi	B	U	het	2	2	human
RYR3	2k2f	C	X	het	2	4	human
NOVA2	1dt4	A	X	mon	1	1	human
PTPN11	4jmg	B	U	het	2	2	human
KIF1C	2g1l	A	X	mon	1	1	human
CCNE1	1w98	B	X	het	2	2	human
PKMYT1	3p1a	A	U	mon	1	1	human
PCGF2	2h0d	A	X	het	2	2	human
ZBTB21	1wjp	A	X	mon	1	1	human
KIF7	4a14	A	X	mon	1	1	human
CTSK	1by8	A	X	mon	1	1	human
APAF1	1z6t	A	X	mon	1	1	human
C1QL1	4d7y	A	X	hom	1	3	human
CGB1	1hrp	B	X	het	2	2	human
ARPC5L	1k8k	G	X	het	7	7	human
PTH1R	1bl1	A	X	mon	1	1	human
CD40LG	1aly	A	X	hom	1	3	human
GSTA2	2vct	A	X	hom	1	2	human
SNX27	4p2a	B	X	het	2	2	human
AURKC	4af3	A	X	het	2	2	human
RPGR	4qam	A	X	het	2	2	human
KBTBD6	4xc2	E	X	het	2	2	human
DUSP22	1wrm	A	X	mon	1	1	human
APPL1	2z0o	A	X	hom	1	2	human
CSNK2B	1qf8	A	X	hom	1	2	human
STAC	2dl4	A	X	mon	1	1	human
PLS3	1aoa	A	U	mon	1	1	human
HSD17B1	1a27	A	X	hom	1	2	human
PLD6	4ggj	A	X	hom	1	2	human
ADAM17	1zxc	A	X	mon	1	1	human
F3	1boy	A	X	hom	1	2	human
AP1G2	3zhf	A	X	het	2	2	human
U2AF1	1jmt	A	U	het	2	2	human
UAP1	1jvg	A	E	hom	1	2	human
CACNA1A	2lcm	A	X	mon	1	1	human
DHRS4	2zat	A	X	hom	1	4	human
ABO	1lz0	A	X	mon	1	1	human
DNAJC17	2d9o	A	U	mon	1	1	human
OBSCN	4c4k	O	X	het	2	2	human
EXOSC3	2nn6	G	X	het	9	9	human
HOXC8	1kz0	A	X	mon	1	1	human
CYP1B1	3pm0	A	U	mon	1	1	human
RAB28	2hxs	A	X	mon	1	1	human
OGFOD1	4nhx	A	N	mon	1	1	human
HBG1	1fdh	G	X	het	2	4	human
CISD2	4oo7	A	X	hom	1	2	human
PAPOLB	1f5a	A	X	mon	1	1	human
QARS	4r3z	C	U	het	3	3	human
DDX50	2e29	A	N	mon	1	1	human
TAP1	1jj7	A	X	mon	1	1	human
CBL	1fbv	A	E	het	3	3	human
TBC1D22A	3dzx	A	X	mon	1	1	human
KRT17	3tnu	A	X	het	2	4	human
TGM2	2q3z	A	U	het	2	2	human
ADM	2l7s	A	X	mon	1	1	human
KCNH8	2mhf	A	X	mon	1	1	human
CBR3	2hrb	A	U	mon	1	1	human
ASIC1	4ntx	A	X	het	3	3	human
HSD17B10	1so8	A	U	hom	1	4	human
MUC16	1ivz	A	X	mon	1	1	human
SDCBP	1w9o	A	U	het	2	2	human
CLK2	2eu9	A	X	mon	1	1	human
STRN4	4n6j	A	X	hom	1	2	human
NCL	2krr	A	U	mon	1	1	human
ETV4	4co8	A	X	hom	1	2	human
USP37	3u12	A	X	mon	1	1	human
CRYAB	3sgo	A	X	hom	1	6	human
CELF4	2dgp	A	X	mon	1	1	human
SPEN	4p6q	A	X	mon	1	1	human
STK16	2buj	A	X	mon	1	1	human
HEY1	2db7	A	X	hom	1	2	human
EFNA1	3mbw	B	X	het	2	4	human
SUMF1	2afy	X	U	mon	1	1	human
ITPR1	1n4k	A	X	mon	1	1	human
AKR1C1	3c3u	A	X	mon	1	1	human
MT1X	1mhu	A	X	mon	1	1	human
HECW2	2lfe	A	X	mon	1	1	human
CLIP1	2e3h	A	E	mon	1	1	human
NRXN3	3mw4	A	X	mon	1	1	human
DBX1	1kz0	A	X	mon	1	1	human
PSMD14	4o8y	B	N	het	2	2	human
ANAPC4	4ui9	I	X	het	18	23	human
NCOA5	2j7x	B	E	het	2	2	human
ADH5	1m6h	A	N	hom	1	2	human
MAF	4auw	A	X	hom	1	2	human
AGTR1	4yay	A	X	mon	1	1	human
KCNH1	4f8a	A	X	mon	1	1	human
NANP	2w4m	A	X	hom	1	2	human
TNFSF4	2hev	F	X	het	2	6	human
AXIN1	1dk8	A	X	hom	1	2	human
HNRNPF	2db1	A	U	mon	1	1	human
SIGLEC12	1o7v	A	X	mon	1	1	human
BCL2L1	2pon	B	X	het	2	2	human
TP53BP2	1ycs	B	X	het	2	2	human
RING1	2h0d	B	X	het	2	2	human
COLQ	1vzj	I	X	het	2	5	human
SHTN1	2ho2	B	U	het	2	2	human
RECQL4	2kmu	A	X	mon	1	1	human
GNG3	1tny	M	X	het	3	3	human
MTHFD1	1a4i	A	U	hom	1	2	human
PCDHA1	1wuz	A	X	mon	1	1	human
MYOG	1mdy	A	X	hom	1	2	human
UBE2L3	1fbv	C	U	het	3	3	human
NDST1	1nst	A	X	mon	1	1	human
HIST2H3C	2f8n	A	X	het	6	8	human
PAWR	2jk9	B	U	het	2	2	human
ETF1	3j5y	A	U	het	2	2	human
TIMM10	2bsk	B	N	het	2	6	human
RANGAP1	2iy0	C	E	het	3	3	human
ZNF232	3lhr	A	X	hom	1	2	human
GRIP1	1p1e	A	X	mon	1	1	human
PUM1	1m8x	A	U	mon	1	1	human
NUDT5	3aca	A	E	hom	1	2	human
TUBB4A	3j1t	C	N	het	3	3	human
PRMT2	1x2p	A	X	mon	1	1	human
FKBP1C	1fap	A	X	het	2	2	human
APP	1tkn	A	X	mon	1	1	human
KDM5A	3gl6	A	X	het	2	4	human
CYP2A7	2fdy	A	X	mon	1	1	human
CUL1	1ldj	A	E	het	2	2	human
CEP170	4jon	A	N	mon	1	1	human
STXBP4	2ysg	A	X	mon	1	1	human
PRDM9	4ijd	A	X	mon	1	1	human
DUSP28	2hcm	A	X	hom	1	2	human
C5	3prx	A	X	het	3	3	human
CCL11	2mpm	A	X	het	2	2	human
RECQL	2v1x	A	U	mon	1	1	human
MARCKS	1iwq	B	U	het	2	2	human
PTRH2	1q7s	A	U	mon	1	1	human
NKX2-1	1ftt	A	X	mon	1	1	human
RP11-385J1.3	1jo6	A	X	mon	1	1	human
YY2	1znm	A	X	mon	1	1	human
SDHA	1zoy	A	N	het	4	4	human
TUBB	3j1t	C	X	het	3	3	human
AC243756.1	1m63	C	X	het	4	8	human
CTSV	3kfq	A	X	het	2	2	human
PHPT1	2ai6	A	E	mon	1	1	human
ELL	2doa	A	X	mon	1	1	human
VTI1A	2nps	C	X	het	4	4	human
KLF2	2wbs	A	X	mon	1	1	human
TIGAR	3dcy	A	U	mon	1	1	human
PF4	1f9q	A	X	hom	1	4	human
RBP2	4exz	A	X	mon	1	1	human
TJP1	3shw	A	X	het	2	2	human
HERC1	4qt6	A	X	mon	1	1	human
CST7	2ch9	A	X	hom	1	2	human
ARID3B	1kqq	A	X	mon	1	1	human
KLHL3	4hxi	A	X	het	2	2	human
EYA1	4egc	B	X	het	2	2	human
IRAK2	3mop	K	X	het	3	14	human
ACPP	2l3h	A	X	mon	1	1	human
KIFC1	2rep	A	X	mon	1	1	human
PADI4	3apm	A	X	hom	1	2	human
EZH2	4mi5	A	U	mon	1	1	human
EIF3L	5a5t	L	U	het	8	8	human
HDHD3	3k1z	A	X	mon	1	1	human
FIGF	2xv7	A	X	hom	1	2	human
KIR2DS2	1m4k	A	X	mon	1	1	human
CAPN13	2i7a	A	X	hom	1	2	human
RBM41	2cpx	A	X	mon	1	1	human
RPA3	1l1o	A	U	het	3	6	human
PIK3CA	4l23	A	X	het	2	2	human
SRGAP1	2dl8	A	X	mon	1	1	human
LDB3	1rgw	A	X	mon	1	1	human
ATAD2	4tz2	A	U	mon	1	1	human
CNTN1	3s97	C	X	het	2	2	human
YAF2	2d9g	A	X	mon	1	1	human
EIF2AK3	4yzs	A	X	hom	1	4	human
FEV	3zp5	A	X	mon	1	1	human
IL2RA	2b5i	D	X	het	4	4	human
NUP50	2ec1	A	E	mon	1	1	human
CNR1	2koe	A	X	mon	1	1	human
HOXC13	2ld5	A	X	mon	1	1	human
LMNB2	5bnw	D	U	het	2	2	human
H2AFJ	1hio	A	X	het	4	8	human
PARP11	2dk6	A	X	mon	1	1	human
RXRA	4nqa	A	E	het	3	4	human
TIMP2	1br9	A	X	mon	1	1	human
CFTR	1ckx	A	X	mon	1	1	human
POFUT2	4ap5	A	X	hom	1	2	human
POLG	4ztz	A	X	het	2	3	human
SCLY	3gzd	A	X	hom	1	2	human
HNRNPA1	1pgz	A	U	mon	1	1	human
PDE2A	1z1l	A	X	mon	1	1	human
C9orf142	3wtf	A	X	hom	1	2	human
PFKFB4	1bif	A	X	hom	1	2	human
EPHA5	4et7	A	X	mon	1	1	human
S100A7	2psr	A	X	hom	1	2	human
CYC1	1be3	D	U	het	11	11	human
KCNH2	2l4r	A	X	mon	1	1	human
RQCD1	4ct7	B	N	het	2	2	human
UBL7	1x1m	A	X	mon	1	1	human
TEAD1	3kys	A	U	het	2	2	human
PLEKHA2	1v5p	A	X	mon	1	1	human
H1F0	4qlc	U	X	het	5	9	human
HTRA2	1lcy	A	X	mon	1	1	human
DDX18	3ly5	A	U	mon	1	1	human
ARL2	3doe	A	E	het	2	2	human
AAK1	4w9w	A	E	mon	1	1	human
MAT2B	2ydy	A	U	mon	1	1	human
EPHB3	3zfm	A	X	mon	1	1	human
SERPING1	2oay	A	X	mon	1	1	human
DCD	2ksg	A	X	mon	1	1	human
ACTG2	3w3d	A	X	het	2	2	human
NMB	1c98	A	X	mon	1	1	human
PTOV1	2xnf	A	X	mon	1	1	human
SOCS4	2izv	A	X	het	3	3	human
WASF1	4n78	D	X	het	6	6	human
BMF	2vog	B	X	het	2	2	human
FRG1	2yug	A	X	mon	1	1	human
GPD1	1wpq	A	X	hom	1	2	human
POLQ	4x0p	A	X	mon	1	1	human
INSL5	2kbc	B	X	het	2	2	human
DDI2	3s8i	A	X	hom	1	2	human
ANAPC1	4ui9	A	X	het	18	23	human
BMP2	3bmp	A	X	hom	1	2	human
SYNCRIP	2mxt	A	U	mon	1	1	human
DPY30	4rta	A	U	hom	1	4	human
PER2	3gdi	A	X	hom	1	2	human
YBX3	1h95	A	N	mon	1	1	human
PGAM4	4gpi	B	X	hom	1	2	human
RBP1	1jbh	A	E	mon	1	1	human
ACVR2A	1lx5	B	X	het	2	4	human
PGR	1a28	A	X	mon	1	1	human
KRT71	3tnu	B	X	het	2	4	human
FGD6	1wgq	A	X	mon	1	1	human
ARFGAP1	2m0w	A	U	mon	1	1	human
HPR	4x0l	C	X	het	3	3	human
TUBG1	1z5v	A	N	mon	1	1	human
GTF2IRD2	2e3l	A	X	mon	1	1	human
ACYP2	1aps	A	X	mon	1	1	human
ALDH4A1	3v9l	A	X	hom	1	2	human
PDGFA	3mjk	A	X	hom	1	2	human
SLC9A5	2htg	A	X	mon	1	1	human
CBS	4l0d	A	X	hom	1	2	human
SUPV3L1	3rc8	A	U	mon	1	1	human
RGMB	4ui2	C	X	het	4	8	human
CYTH2	1pbv	A	X	mon	1	1	human
BIRC3	3m0d	D	X	het	3	4	human
RNF4	3ng2	A	X	hom	1	2	human
CDK3	2jgz	A	X	het	2	2	human
SPON2	3d34	A	X	hom	1	2	human
ZWILCH	3if8	B	U	het	2	2	human
OBSL1	3knb	B	N	het	2	2	human
DLG5	1uit	A	X	mon	1	1	human
HMGB2	1j3d	A	U	mon	1	1	human
TGFA	2tgf	A	X	mon	1	1	human
ABAT	1ohw	A	X	hom	1	2	human
DDX39B	1t6n	A	X	hom	1	2	human
ROBO1	4hlj	A	X	mon	1	1	human
POT1	3kjp	A	X	mon	1	1	human
HMOX2	4wmh	A	X	mon	1	1	human
ZBTB32	2kvh	A	X	mon	1	1	human
GALE	1ek5	A	E	hom	1	2	human
LIN7C	2dkr	A	X	mon	1	1	human
CSF2	1csg	A	X	hom	1	2	human
BPGM	2h4z	A	X	hom	1	2	human
TXNL4A	1qgv	A	U	mon	1	1	human
COLEC12	2ox8	A	X	mon	1	1	human
FBXO5	4ui9	S	X	het	18	23	human
CGA	1dz7	A	X	mon	1	1	human
DUSP3	3f81	A	X	hom	1	2	human
SERPINF2	2r9y	A	X	mon	1	1	human
MITF	4atk	A	X	hom	1	2	human
BFAR	1v85	A	X	mon	1	1	human
KCNN2	1g4y	B	X	het	2	4	human
CYFIP2	4n78	A	X	het	6	6	human
SMAD9	3q4a	C	X	het	2	2	human
PTPRJ	3i36	A	X	mon	1	1	human
CRYAA	3l1e	A	X	hom	1	2	human
SIRT1	4kxq	A	X	het	2	2	human
APRT	1zn8	A	X	hom	1	2	human
ARHGDIA	1hh4	D	U	het	2	2	human
SPRED2	2jp2	A	X	mon	1	1	human
MELK	4bl1	A	E	mon	1	1	human
PRPF18	2dk4	A	E	mon	1	1	human
INADL	2ehr	A	X	mon	1	1	human
SEC61A1	5a6u	A	U	het	3	3	human
DUS2	4xp7	A	X	mon	1	1	human
ITGA2B	2mtp	B	X	het	3	3	human
SULT1A1	1z28	A	X	hom	1	2	human
SYK	4yjt	A	X	mon	1	1	human
PPIC	2rmc	A	U	het	2	2	human
WDR92	3i2n	A	X	mon	1	1	human
PATL1	2xer	A	E	mon	1	1	human
MYL12B	3j04	B	X	het	3	6	human
CTRB2	1oxg	B	X	het	2	2	human
RFX2	1dp7	P	X	hom	1	2	human
MIEF1	4nxx	A	X	mon	1	1	human
LGALS9C	3nv1	A	X	mon	1	1	human
TRA2B	2rrb	A	N	mon	1	1	human
ELK4	1bc7	C	X	mon	1	1	human
ARHGAP4	2epd	A	X	mon	1	1	human
GDA	2uz9	A	X	hom	1	2	human
ERBB3	4otw	A	X	mon	1	1	human
APLP1	4rd9	A	X	hom	1	2	human
SEMA3A	1q47	A	U	hom	1	2	human
ARSA	1n2l	A	X	hom	1	2	human
TASP1	2a8j	A	X	hom	1	2	human
HMX1	1kz0	A	X	mon	1	1	human
BCKDHB	2bev	B	X	het	3	6	human
OST4	2lat	A	X	mon	1	1	human
PJA1	2l0b	A	X	mon	1	1	human
MYOF	2k2o	A	N	mon	1	1	human
MTSS1	2d1k	C	X	het	3	3	human
WIPF2	2a41	C	U	het	3	3	human
GFPT1	2zj3	A	U	hom	1	2	human
C4B_2	4fxk	C	X	het	3	3	human
BCAT1	2coj	A	N	hom	1	2	human
MDP1	2wm8	A	X	mon	1	1	human
REG1B	1lit	A	X	mon	1	1	human
KIF13B	2cow	A	U	mon	1	1	human
GBP1	1f5n	A	U	mon	1	1	human
PPP2R5A	3fga	B	X	het	5	5	human
TCF3	2ql2	A	X	het	2	2	human
UBAP2L	1wj7	A	U	mon	1	1	human
YWHAE	3ual	A	U	het	2	4	human
TGIF1	2lk2	A	X	mon	1	1	human
DECR1	1w8d	A	N	hom	1	4	human
TLR6	1fyv	A	X	mon	1	1	human
NRCAM	1uen	A	X	mon	1	1	human
RNF144A	1wim	A	X	mon	1	1	human
PAPSS1	2qjf	A	U	hom	1	2	human
CTSZ	1ef7	A	U	mon	1	1	human
SPOP	3hu6	A	X	het	2	4	human
TRNT1	4x4w	A	E	hom	1	2	human
CBX5	3fdt	A	U	het	2	2	human
MSX2	1ig7	A	X	mon	1	1	human
MRC1	1dqg	A	X	mon	1	1	human
FASN	4w9n	A	U	hom	1	2	human
RGS6	2es0	A	X	hom	1	2	human
PRPH	1gk7	A	X	mon	1	1	human
BRIP1	1t29	B	X	het	2	2	human
KIR2DL5A	3wyr	A	X	hom	1	4	human
DHFR	1hfr	A	U	mon	1	1	human
AGAP3	3ihw	A	X	mon	1	1	human
FADD	2gf5	A	X	mon	1	1	human
CXCR2	2lnl	A	X	mon	1	1	human
RALGPS1	3qxl	A	X	mon	1	1	human
TRA2A	2rrb	A	U	mon	1	1	human
GAS2	1v5r	A	X	mon	1	1	human
UBR5	1i2t	A	X	mon	1	1	human
ATP1A4	3n23	A	X	het	3	3	human
FAM175A	4jlu	B	X	het	2	2	human
CNTN2	2om5	A	X	mon	1	1	human
ATP5E	2w6h	I	X	het	5	9	human
KDM4D	3dxt	A	X	mon	1	1	human
RBMY1B	2fy1	A	X	mon	1	1	human
CALM1	1cff	A	U	het	2	2	human
PICK1	2pku	A	X	het	2	2	human
NOTUM	4uyz	A	X	mon	1	1	human
AC005943.2	1sqq	K	X	het	11	22	human
SULT2A1	2qp4	A	X	mon	1	1	human
RAB11FIP1	4d0g	C	X	het	2	2	human
NDP	5bqe	A	X	het	2	4	human
FGFR2	1nun	B	X	het	2	2	human
NPR1	1t34	A	X	het	2	3	human
PTPN5	2bv5	A	X	mon	1	1	human
SNRPC	2vrd	A	U	mon	1	1	human
MAGI2	1uew	A	X	mon	1	1	human
HSP90B1	1qy8	A	U	mon	1	1	human
MGAM	2qly	A	X	mon	1	1	human
MUC1	2acm	B	X	het	2	2	human
HSP90AA1	1osf	A	U	mon	1	1	human
TXNDC12	2k8v	A	U	mon	1	1	human
ADH1C	1ht0	A	X	hom	1	2	human
MICAL3	2d88	A	X	mon	1	1	human
MST1	2asu	A	X	het	2	2	human
MCM10	2kwq	A	X	mon	1	1	human
TOP2A	4fm9	A	E	hom	1	2	human
STRADA	1upk	B	X	het	2	2	human
PPP3R1	1tco	B	N	het	3	3	human
MMP12	1utt	A	X	hom	1	6	human
PPP2R2C	3dw8	B	X	het	4	4	human
ANK2	4rlv	A	X	mon	1	1	human
CALB1	2f33	A	X	mon	1	1	human
HDAC3	4a69	A	X	het	2	2	human
PGK1	2xe6	A	E	mon	1	1	human
FOXP3	4i1l	A	X	hom	1	2	human
DHRS4L2	2zat	A	X	hom	1	4	human
NUP153	4u0c	B	U	het	2	12	human
MED25	2ky6	A	X	mon	1	1	human
IL21	2oqp	A	X	mon	1	1	human
ME2	1do8	A	U	hom	1	4	human
NAIP	2vm5	A	X	mon	1	1	human
CASP3	2cdr	A	U	het	3	12	human
CCL19	2mp1	A	X	mon	1	1	human
HIST1H2AH	4edu	T	X	het	2	4	human
TARS	4ttv	A	E	hom	1	2	human
NMNAT3	1nur	A	X	hom	1	4	human
SP7	1sp2	A	X	mon	1	1	human
CRYGS	2m3t	A	X	mon	1	1	human
NPLOC4	2pjh	A	U	het	2	2	human
STK17B	3lm0	A	X	mon	1	1	human
ATF2	1bhi	A	X	mon	1	1	human
IFNAR2	3se4	C	X	het	3	3	human
AASDHPPT	2cg5	A	X	het	2	2	human
DFFB	1ibx	A	X	het	2	2	human
MAST4	2w7r	A	X	hom	1	2	human
AMIGO1	2xot	A	X	hom	1	2	human
SRP9	4uyk	A	U	het	2	2	human
RP11-529K1.3	3fmo	B	X	het	2	2	human
ARL5A	1zj6	A	X	mon	1	1	human
RBM24	2cqd	A	E	mon	1	1	human
WNK3	4pwn	A	X	mon	1	1	human
IL20	4doh	A	X	het	3	3	human
LARP7	4wkr	A	X	mon	1	1	human
ADCY2	1cjk	B	X	het	3	3	human
SP100	1h5p	A	U	mon	1	1	human
S100A4	3ko0	A	X	hom	1	2	human
GGA3	1wr6	A	X	het	2	2	human
DDX43	3iuy	A	X	mon	1	1	human
ZNF605	2lvt	A	X	mon	1	1	human
SLC9A1	2e30	B	X	het	2	2	human
KAT2B	3gg3	A	X	mon	1	1	human
RNF43	4kng	E	X	het	3	6	human
WAS	1cee	B	X	het	2	2	human
DNAJA1	2lo1	A	U	mon	1	1	human
TBP	1nvp	A	X	het	4	4	human
NAV3	2yrn	A	X	mon	1	1	human
E2F4	1cf7	A	X	het	2	2	human
MMP3	1slm	A	X	hom	1	2	human
PCDHA11	1wuz	A	X	mon	1	1	human
NLGN4X	3be8	A	X	hom	1	2	human
OTOF	3l9b	A	X	mon	1	1	human
PLBD2	3fgr	B	N	het	2	2	human
MYBPC1	2yux	A	X	mon	1	1	human
WDHD1	2d7l	A	E	mon	1	1	human
EPHX2	4ocz	A	X	hom	1	2	human
ITGB6	4um8	B	U	het	2	2	human
SUFU	1m1l	A	X	hom	1	4	human
CHM	1ltx	R	X	het	4	4	human
CRBN	4tz4	C	X	het	2	2	human
SPAST	3vfd	A	X	mon	1	1	human
MLPH	2zet	C	U	het	2	2	human
FTO	4qkn	A	U	mon	1	1	human
TPH1	1mlw	A	X	mon	1	1	human
CHFR	1lgp	A	X	hom	1	2	human
APITD1-CORT	4ne6	A	X	het	2	4	human
GLRA4	1mot	A	X	mon	1	1	human
VPS54	3n1b	A	X	mon	1	1	human
DFFA	1koy	A	U	mon	1	1	human
CCM2	4fqn	A	X	hom	1	2	human
SH2D1B	1i3z	A	X	het	2	2	human
FKBP6	3b7x	A	X	mon	1	1	human
AP4M1	3l81	A	X	het	2	2	human
LDHAL6A	1i10	A	X	hom	1	4	human
GNAL	1cul	C	X	het	3	3	human
MGLL	3pe6	A	E	mon	1	1	human
TOX3	2co9	A	X	mon	1	1	human
TNPO3	4ol0	B	U	het	2	2	human
DROSHA	2khx	A	X	mon	1	1	human
SNX17	4gxb	A	X	het	2	2	human
RNF128	3icu	A	X	hom	1	2	human
STUB1	4kbq	A	U	het	2	2	human
SLC25A5	2c3e	A	U	mon	1	1	human
KDM4E	3dxu	A	X	mon	1	1	human
FOXD4L4	2hdc	A	X	mon	1	1	human
SYT17	2enp	A	X	mon	1	1	human
ARHGAP25	1v89	A	X	mon	1	1	human
VIM	3swk	A	U	hom	1	2	human
TXK	2dm0	A	X	mon	1	1	human
SLC9A2	2htg	A	X	mon	1	1	human
FBXO7	4l9h	A	U	mon	1	1	human
SVIL	2k6m	S	U	mon	1	1	human
UGT2B4	2o6l	A	X	hom	1	2	human
TPMT	2bzg	A	X	mon	1	1	human
STARD3	1em2	A	X	mon	1	1	human
FOXD4L1	2hdc	A	X	mon	1	1	human
HEBP1	2hva	A	U	mon	1	1	human
SOX10	4euw	A	X	mon	1	1	human
FNTB	1tn6	B	U	het	3	3	human
DUSP26	2e0t	A	X	hom	1	2	human
FEN1	3uvu	B	N	het	2	2	human
UNC13C	3kwu	A	X	mon	1	1	human
TGM1	2xzz	A	X	hom	1	24	human
ZC3H7A	2d9m	A	E	mon	1	1	human
KRT15	3tnu	A	X	het	2	4	human
POTEF	3u4l	A	X	het	2	2	human
GRIK2	3h6h	A	X	hom	1	2	human
C6	4e0s	B	X	het	2	2	human
FUBP1	1j4w	A	U	mon	1	1	human
PRDX4	3w8j	C	X	het	2	2	human
SLAMF1	3alz	B	X	het	2	8	human
SNRNP48	2vy4	A	X	mon	1	1	human
RP11-512M8.5	4bx8	A	X	mon	1	1	human
TRIM55	3q1d	A	X	hom	1	2	human
PPP2R4	2hv7	A	U	mon	1	1	human
KLF16	1sp2	A	X	mon	1	1	human
S100A8	1mr8	A	X	hom	1	2	human
INMT	2a14	A	X	mon	1	1	human
RP11-724O16.1	2woz	A	X	hom	1	2	human
PLCB3	3ohm	B	U	het	2	2	human
ATP1A2	1q3i	A	X	mon	1	1	human
LCN15	2xst	A	X	mon	1	1	human
ZIC3	2rpc	A	X	mon	1	1	human
NKX1-1	1kz0	A	X	mon	1	1	human
AQP1	1fqy	A	X	hom	1	4	human
TRPV4	4dx1	A	X	mon	1	1	human
ZFYVE21	2rrf	A	X	mon	1	1	human
VPS35	2r17	C	U	het	2	2	human
AP2M1	2jkt	M	U	het	5	5	human
CDH20	1zvn	A	X	hom	1	2	human
MLN	1lbj	A	X	mon	1	1	human
AGER	4xyn	P	X	het	2	3	human
GRM5	1ewt	A	X	hom	1	2	human
ADCY6	1cjk	A	X	het	3	3	human
CH507-396I9.6	2k21	A	X	mon	1	1	human
RAPGEFL1	2dhz	A	X	mon	1	1	human
CYFIP1	4n78	A	U	het	6	6	human
NOVA1	2anr	A	X	mon	1	1	human
RAX	3lnq	A	X	mon	1	1	human
SMURF2	1zvd	A	X	mon	1	1	human
IQCG	4m1l	B	X	het	2	2	human
CP	4enz	A	X	mon	1	1	human
S100P	1j55	A	X	hom	1	2	human
PDLIM4	2v1w	A	N	hom	1	8	human
PCOLCE	1uap	A	X	mon	1	1	human
CDYL	2dnt	A	X	mon	1	1	human
CYP2R1	3c6g	A	X	mon	1	1	human
FARP1	4h6y	A	X	mon	1	1	human
PPFIA1	1n7f	C	E	het	2	4	human
SF3A1	1zkh	A	U	mon	1	1	human
ERO1A	3ahr	A	U	mon	1	1	human
CCT8	3iyg	Q	U	het	8	8	human
NSA2	2mvf	A	U	mon	1	1	human
GFRA1	2v5e	A	X	het	2	4	human
USP11	4mem	A	X	mon	1	1	human
CDT1	2wvr	C	X	het	2	6	human
HHIP	2wft	A	X	mon	1	1	human
VNN1	4cyg	A	X	mon	1	1	human
MYL3	2w4g	C	X	het	3	3	human
PCGF1	4hpl	B	X	het	2	2	human
NSMCE2	2yu4	A	X	mon	1	1	human
RNGTT	1i9t	A	E	mon	1	1	human
SDK2	1wfn	A	X	mon	1	1	human
NGLY1	2ccq	A	X	mon	1	1	human
CD59	1cdq	A	X	mon	1	1	human
ILF2	4at7	A	U	het	2	2	human
SPHK1	4v24	A	E	mon	1	1	human
RAB11FIP2	2k6s	A	E	hom	1	2	human
IMPDH2	1nfb	A	E	hom	1	4	human
TRAPPC2B	1h3q	A	X	mon	1	1	human
EEF1G	1pbu	A	U	mon	1	1	human
PTGS1	1q4g	A	X	hom	1	2	human
REN	4amt	A	X	hom	1	2	human
CREG1	1xhn	A	X	hom	1	2	human
BPI	1ewf	A	X	mon	1	1	human
TRIP10	2efk	A	U	hom	1	2	human
ROCK2	2row	A	U	mon	1	1	human
REL	1gji	A	X	hom	1	2	human
NFKB2	4ot9	A	E	hom	1	2	human
NXT2	4wyk	B	X	het	2	4	human
TLX3	3a01	A	X	het	2	2	human
VPS33A	4bx8	A	X	mon	1	1	human
HNRNPCL2	2mxy	A	X	mon	1	1	human
