Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
Atp5o	U	5ara_S	364	80.53	11
Ddx58	U	3lrn_A	559.8	80.17	1
Mrps5	U	5aj3_E	8088.10000000001	79.77	33
Pdhx	U	2f5z_K	852.8	79.69	2
Trappc5	U	2j3r_B	1631.7	79.62	2
Mrpl4	U	4v19_F	4889.3	79.59	28
Tpx2	U	4c3p_B	1311.1	79.07	2
Lig3	U	3qvg_A	961.5	78.65	2
Drap1	U	1jfi_A	2376.8	78.57	3
Topbp1	U	3ueo_A	635.7	78.33	2
Mpdz	U	2iwq_A	1227.8	78.05	1
Mina	U	4bxf_A	4188	77.15	2
Mrps9	U	3j6v_I	5800.7	76.77	15
Cstb	U	1stf_I	920.7	76.53	2
Cryz	U	1yb5_A	2117.8	76.07	1
Vps4b	U	2jqk_A	426.1	74.16	2
Atp6v1b2	U	3j9t_B	7239.8	73.89	11
Trim25	U	4cfg_A	4867	73.65	1
Creg1	U	1xhn_A	1883	73.37	1
Vcam1	U	1vsc_A	781.6	72.96	1
Osbp	U	2rr3_B	784.7	72.34	2
Spty2d1	U	5bs7_E	1718.1	71.30	3
Vamp7	U	2vx8_A	2004	71.01	1
Parp10	U	3hkv_A	1429.1	70.05	1
Psma3	E	3unb_F	3735.2	100.00	14
Psma7	E	3une_C	3941.5	100.00	14
Psmb8	E	3unf_K	3621.4	100.00	14
Snrpe	E	4pjo_E	2113	100.00	9
Snrpc	E	4pjo_L	1659.2	100.00	9
Actr2	E	4jd2_B	3602.2	100.00	8
Etf1	E	5a8l_Q	5148.3	100.00	5
Ap2m1	E	2jkr_M	5671.6	100.00	5
Cul1	E	1ldk_B	3173.1	100.00	5
Tuba1b	E	4i4t_A	4792.4	100.00	4
Ube2i	E	3uip_A	2442	100.00	4
Sec22b	E	3egd_C	1153	100.00	4
Tceb2	E	4jgh_B	1324.4	100.00	4
Tceb1	E	4wqo_C	2910	100.00	4
Sumo1	E	3uip_B	1299.2	100.00	4
Casc3	E	2hyi_D	2509.1	100.00	4
Prkar2a	E	3j4r_B	2659.4	100.00	3
Uchl5	E	4wlr_A	3141.1	100.00	3
Ppp2ca	E	2ie3_C	1479.5	100.00	3
Ran	E	4hat_A	4492.9	100.00	3
Rap1b	E	4hdq_B	1161.8	100.00	3
Arf6	E	4fme_C	831.6	100.00	3
Ube2n	E	4dhj_C	775.3	100.00	3
Ube2l3	E	1fbv_C	943.7	100.00	3
Tpm1	E	4a7f_B	3751.3	100.00	3
Runx1	E	1io4_C	1894.4	100.00	3
Mtpn	E	2kxp_C	679.9	100.00	3
Rnaseh2c	E	3p5j_C	3756.8	100.00	3
Adrm1	E	4wlr_B	2306.2	100.00	3
Psip1	E	3u88_C	1119	100.00	3
Nedd8	E	1r4m_I	1667.2	100.00	3
Kdm2a	E	4qwn_B	2037.5	100.00	3
Creb1	E	2lxt_C	629.9	100.00	3
Cd2ap	E	3aa6_C	1479.1	100.00	3
Wasf2	E	2a40_C	857.3	100.00	3
Lrrc16a	E	3aa0_C	1493.8	100.00	3
Pqbp1	E	4bws_B	727.3	100.00	3
Tubb5	E	3qo0_C	266.2	100.00	3
Kpnb1	E	1ukl_A	1292.7	100.00	2
Vcp	E	5c1b_A	8302.7	100.00	2
Stxbp3	E	3puk_A	610.2	100.00	2
Diap1	E	3obv_E	5274.8	100.00	2
Actb	E	3byh_A	3280.9	100.00	2
Eed	E	3k26_A	215.6	100.00	2
Gsk3b	E	4b7t_A	962.3	100.00	2
Mapk1	E	3o71_A	584.2	100.00	2
Kcnab2	E	3lut_A	2650	100.00	2
Prmt1	E	1or8_A	1449.7	100.00	2
Mlkl	E	4m69_B	1320.5	100.00	2
Upf2	E	1uw4_B	1024.8	100.00	2
Vcl	E	3rf3_A	1149.1	100.00	2
Plk1	E	5dmv_C	709.5	100.00	2
Ywhae	E	3ual_A	1763.2	100.00	2
Cnot1	E	4ct6_A	1640	100.00	2
Ywhag	E	2b05_A	1349	100.00	2
Klc2	E	3zfw_A	699.3	100.00	2
Plcg1	E	3gqi_B	1060.2	100.00	2
Nudt21	E	3q2s_A	2187.9	100.00	2
Smad2	E	1u7v_A	2446.1	100.00	2
Smad3	E	1u7f_A	2432.3	100.00	2
Smc3	E	2wd5_B	1580.6	100.00	2
Arf1	E	1r8q_A	1890.8	100.00	2
Mob1a	E	4jiz_A	462.4	100.00	2
Cdc42	E	3eg5_A	1369	100.00	2
Rac1	E	1foe_B	1654.9	100.00	2
Ilk	E	2kbx_A	662.9	100.00	2
Ube2b	E	2ybf_A	998.2	100.00	2
Clint1	E	2v8s_E	944.1	100.00	2
Prkar2b	E	3idb_B	1472.9	100.00	2
Xpo1	E	2l1l_B	785.5	100.00	2
Gabpa	E	1awc_A	1531.4	100.00	2
Tax1bp3	E	4nnm_A	539.1	100.00	2
U2af2	E	1o0p_A	681.8	100.00	2
Vps36	E	2dx5_A	468	100.00	2
Nsfl1c	E	1s3s_G	902.5	100.00	2
Grb2	E	3n7y_A	1386.8	100.00	2
Srsf1	E	4c0o_C	2159.6	100.00	2
Ikbkg	E	3jsv_C	2658	100.00	2
Hmgb1	E	2ly4_A	740.5	100.00	2
Nploc4	E	2pjh_A	1001.9	100.00	2
Dlg1	E	2i0i_A	314.1	100.00	2
Pak1	E	1f3m_A	2769.7	100.00	2
Lims1	E	2kbx_B	622.1	100.00	2
Clip1	E	3rdv_A	407.3	100.00	2
Ppp1r2	E	2o8a_I	2331	100.00	2
Btf3	E	3lkx_A	1153.1	100.00	2
Nup62	E	3t97_A	2059.3	100.00	2
Meis1	E	4xrs_A	556.2	100.00	2
Nup50	E	2c1m_B	2380.2	100.00	2
Gga1	E	1j2j_B	634.3	100.00	2
Tcerg1	E	2jup_W	301.8	100.00	2
Pin1	E	2n1o_A	315.8	100.00	2
Ezh2	E	2qxv_B	1601.9	100.00	2
Bax	E	2xa0_C	1208.7	100.00	2
Baiap2	E	4js0_B	1269.6	100.00	2
Actn1	E	1ydi_B	1306.9	100.00	2
Ppp3ca	E	2jzi_B	1362.4	100.00	2
Bid	E	2voi_B	924.4	100.00	2
Gpsm2	E	4g5r_E	1319.3	100.00	2
Fus	E	4fdd_B	1452.6	100.00	2
Ncor1	E	3n00_B	1345.4	100.00	2
Gspt1	E	2rqh_A	680	100.00	2
Hnrnpa1	E	2h4m_C	1963.8	100.00	2
Eif4g1	E	1lj2_C	943.4	100.00	2
Kmt2a	E	2msr_A	330.1	100.00	2
Chmp4b	E	3c3q_B	733.1	100.00	2
Pex5	E	2w84_B	525.1	100.00	2
Sart1	E	4pyu_C	540.8	100.00	2
Ncor2	E	1kkq_E	996.1	100.00	2
Hcfc1	E	4n3c_B	1495.9	100.00	2
Hgs	E	2d3g_P	1032.8	100.00	2
Rps6ka1	E	3tei_B	824	100.00	2
Errfi1	E	2rfd_C	769.8	100.00	2
Itch	E	2p4r_T	700	100.00	2
Syne2	E	4fi9_B	1005.9	100.00	2
Ncoa5	E	2j7x_B	453.4	100.00	2
Prdx4	E	3wgx_C	426.4	100.00	2
Nampt	E	2gvl_A	4156.8	100.00	1
Ccbl2	E	2zjg_A	3054	100.00	1
Got2	E	3hlm_A	3393.4	100.00	1
Pnkp	E	1yj5_A	1162.6	100.00	1
Carm1	E	2y1w_A	2583.1	100.00	1
Pacsin2	E	3lll_A	4604.2	100.00	1
Nit2	E	2w1v_A	2090.9	100.00	1
Gstp1	E	1glp_A	1561.6	100.00	1
Sept7	E	3tw4_A	869	100.00	1
Pdcd6	E	1hqv_A	1248.5	100.00	1
Glo1	E	2za0_A	3873.1	100.00	1
Ptp4a1	E	1zck_A	1307.8	100.00	1
Rc3h1	E	4ywq_A	1218.6	100.00	1
Acot7	E	2q2b_A	1541.8	100.00	1
Twf1	E	1m4j_A	556.8	100.00	1
Smad4	E	3qsv_A	596.7	100.00	1
Lgals1	E	4lbq_A	635	100.00	1
Gabarapl2	E	1eo6_A	954.9	100.00	1
Mif	E	1mfi_A	2309.9	100.00	1
Hdgf	E	2nlu_A	2579.1	100.00	1
Erh	E	2nml_A	718.3	100.00	1
Tbl1x	E	2xtc_A	1610.8	100.00	1
Dgcr8	E	3le4_A	1296.8	100.00	1
Trim28	E	2yvr_A	574.6	100.00	1
Rnh1	E	3tsr_E	1559.2	99.78	2
Kif5b	E	4atx_C	489.6	99.71	3
Gna13	E	3cx7_A	1664.5	99.70	2
Ppp1ca	E	1fjm_A	656.5	99.70	2
Tbk1	E	4jl9_A	2957.6	99.70	1
Msn	E	1sgh_A	486.1	99.66	2
Ppp1cc	E	4v0w_A	937	99.66	2
Ccnk	E	5efq_B	1015.1	99.63	2
Nf1	E	2d4q_A	1105.4	99.61	1
Ywhaz	E	1qjb_A	1497.7	99.59	2
Hsp90aa1	E	2vci_A	1247.8	99.58	1
Tmpo	E	2v0x_A	4504.8	99.57	1
Pafah1b2	E	1vyh_A	1891.9	99.56	2
Gsta4	E	1b48_A	1640.1	99.55	1
Cdh2	E	4nuq_A	826.7	99.53	1
Gtf2b	E	1c9b_A	1305	99.52	2
Qk	E	4jvh_A	1453.1	99.52	1
Fmnl3	E	4eah_A	5810	99.50	2
Ube2k	E	3k9o_A	438.3	99.50	2
Nt5c	E	2jao_A	1576.5	99.50	1
Mat2a	E	4ndn_A	4537.9	99.49	2
Ilf3	E	4at7_B	1948.2	99.48	2
Rhoc	E	1z2c_A	1720.2	99.48	2
Mib1	E	4xi7_A	463.6	99.47	2
Rhoa	E	1cc0_A	1043.4	99.47	2
Rab6a	E	3cwz_A	1014.7	99.47	2
Psmd7	E	2o95_A	3018.5	99.47	1
Cand1	E	1u6g_C	4138.5	99.43	3
Rangap1	E	1kps_B	726.9	99.42	2
Apc	E	3qhe_A	761.4	99.41	2
Orc1	E	4dow_A	646	99.39	2
Rps6kb1	E	3a60_A	2183.3	99.39	1
Upf1	E	2wjv_A	2457.5	99.38	2
Dab2	E	1m7e_A	620.9	99.38	2
Sept2	E	2qa5_A	1097.3	99.37	1
Rdx	E	3x23_A	647	99.36	2
Ripk3	E	4m69_A	1646.8	99.36	2
Tnpo3	E	4ol0_B	1920.3	99.35	2
Arpc5	E	4jd2_G	2172.5	99.34	8
Oxsr1	E	2vwi_A	1137.4	99.34	1
Cdk5	E	1unl_A	1811.6	99.32	2
Kpna4	E	4uae_A	1737.6	99.29	2
Rbbp7	E	3cfs_B	629	99.28	2
Usp5	E	2g45_A	467	99.22	2
Impdh2	E	1jr1_A	4528.7	99.22	1
Ddx6	E	5anr_B	1959.7	99.21	3
Cuta	E	1osc_A	2307.9	99.21	1
Ap1g1	E	1w63_A	5107.5	99.19	4
Ipo13	E	3zjy_B	1423.9	99.17	3
Map1lc3b	E	2k6q_A	618	99.17	2
Itsn1	E	3qbv_B	1041.6	99.15	2
Pcyt1a	E	3hl4_A	2434.7	99.15	1
Rae1	E	4owr_A	2386.5	99.12	3
Otub1	E	3von_A	728.5	99.12	3
Cab39	E	3gni_A	1987.1	99.12	2
Ppp1cb	E	1s70_A	2683.5	99.09	2
Ddx39b	E	1t6n_A	859.6	99.09	1
Farp2	E	4gyv_A	2709.5	99.08	1
Src	E	1hcs_B	410.2	99.07	2
Map2k1	E	3dv3_A	1525.1	99.07	1
Alyref	E	3ulh_A	1106.9	99.07	1
Gls	E	3voy_A	1958.1	99.05	1
Trio	E	2nz8_B	1255.7	99.04	2
U2af1	E	1jmt_A	873.5	99.04	2
Ptpn11	E	1aya_A	534.1	99.01	2
Arpc2	E	4jd2_D	3800.6	99.00	8
Rab11b	E	4ojk_A	1215.4	99.00	2
Cdk2	E	1okw_A	1680.6	98.99	3
Exoc2	E	1uad_C	525.2	98.99	2
Sephs1	E	3fd6_A	2832.3	98.98	1
Wnk1	E	3fpq_A	1242.4	98.97	1
Kpna6	E	4uad_A	1597.5	98.96	2
Sec23a	E	3egd_A	1322.5	98.95	4
Hdgfrp2	E	3qby_A	857.3	98.94	2
Rab8a	E	4lhx_A	1163.2	98.92	2
Mllt4	E	2ain_A	346	98.92	2
Ptk2	E	2j0m_B	1044.1	98.91	2
Ube3a	E	1c4z_A	2988.7	98.88	2
Ppig	E	2wfj_A	529.5	98.88	2
Snrpa1	E	1a9n_A	963.9	98.86	2
Mapre1	E	1txq_B	970.9	98.84	2
Pabpc1	E	2rqg_B	648.3	98.80	2
Ywhah	E	2c63_A	1178.1	98.79	2
Lgals9	E	2d6l_X	477.7	98.74	1
Pik3ca	E	4l23_A	3814.7	98.69	2
Tsn	E	3qb5_A	3780.6	98.68	2
Vps35	E	2r17_C	1515.7	98.66	2
Stat3	E	1bg1_A	2040	98.66	1
Araf	E	2mse_D	1583.9	98.63	3
Prkab1	E	4eak_B	1955.7	98.61	3
G3bp1	E	3q90_A	1355.7	98.57	1
Nbea	E	1mi1_A	974.2	98.55	1
Por	E	3wkt_A	2051	98.54	2
Nsf	E	3j96_A	5548.5	98.53	5
Arhgdia	E	4f38_B	1659.7	98.53	2
Usp15	E	3lmn_A	3317.4	98.52	1
Akt2	E	3e87_A	916.1	98.51	2
Crkl	E	2bzy_A	1933.1	98.51	1
Ppfibp1	E	3tad_C	538.9	98.49	2
Puf60	E	2kxh_A	680.4	98.49	2
Cdk12	E	4un0_C	945.4	98.47	2
Ube2e1	E	3bzh_A	1170.9	98.45	1
Prpf31	E	3siv_B	1436.9	98.43	2
Gsn	E	4cbu_G	1058.6	98.43	2
Flnc	E	4mgx_A	500.8	98.38	2
Gnpnat1	E	2huz_A	3116.9	98.37	1
Rad23b	E	2f4o_B	853.8	98.36	3
Vps29	E	2r17_A	1715.7	98.36	2
Rheb	E	3t5g_A	1079.6	98.34	2
Spin1	E	4h75_A	838.7	98.32	2
Nxf1	E	1oai_A	343.1	98.31	2
Rab14	E	4d0g_A	846.6	98.29	2
Sh3kbp1	E	2bz8_A	511.4	98.28	2
Uchl3	E	1xd3_A	1150.4	98.26	2
Rab21	E	2ot3_B	1141.7	98.24	2
Stk24	E	4o27_B	1203	98.22	3
Mpp5	E	4wsi_A	1189.6	98.22	2
Cul4b	E	4a0l_E	2809.3	98.21	4
Dpy30	E	4riq_A	1812.2	98.21	2
Arl3	E	3bh7_A	1542.4	98.17	2
Fmr1	E	4ova_A	967.3	98.09	1
Cap1	E	1k8f_A	1219	98.09	1
Cul3	E	4eoz_B	827.6	98.08	2
Uck2	E	1xrj_A	1825.5	98.08	1
Stim1	E	4o9b_A	944	98.08	1
Aldoa	E	2ot0_A	2945.4	98.07	2
Nup54	E	3t98_A	1963.1	98.04	2
Prpf4b	E	4ian_A	634.2	98.04	1
Cnot2	E	4c0d_B	5497.4	98.01	3
Ube2d3	E	2fuh_A	547	97.95	2
Ldhb	E	1i0z_A	5422.8	97.90	1
Camk2g	E	2ux0_A	2268.1	97.90	1
Flna	E	2mtp_A	1089.8	97.89	3
G3bp2	E	5drv_A	1936.7	97.89	2
Pkm	E	4g1n_A	4505	97.88	1
Ugdh	E	2q3e_A	4792.6	97.86	1
Agfg1	E	2olm_A	1058.3	97.86	1
Upf3b	E	1uw4_A	1110.1	97.80	2
Fubp1	E	4lij_A	938.7	97.78	1
Kpna1	E	4b18_A	1108.8	97.76	2
Nupl1	E	4jo7_A	2659.7	97.75	2
Timm9	E	2bsk_A	2339.6	97.75	2
Npm1	E	4n8m_A	2018.9	97.74	1
Sos1	E	1xd2_C	3383.3	97.73	2
Celf1	E	3nnh_A	820.5	97.73	1
Rab1b	E	4hlq_B	1484.6	97.71	2
Rab5c	E	4kyi_B	1283.6	97.65	2
Stxbp1	E	4jeu_A	2512.4	97.63	2
Jmjd6	E	3ld8_A	2179.6	97.60	3
Taldo1	E	2e1d_A	935.4	97.58	1
Map2k4	E	3alo_A	3056.1	97.55	2
Eif3j1	E	3bpj_A	2396.2	97.50	1
Stip1	E	1elw_A	617.7	97.46	2
Vprbp	E	4z8l_A	1891.7	97.42	3
Cdk6	E	1xo2_B	2339.2	97.40	2
Uso1	E	3gq2_A	1045.2	97.39	1
Cul5	E	3dqv_C	2500.8	97.38	3
Uap1	E	1vm8_A	1650	97.38	1
Apoa1bp	E	2o8n_A	1440.1	97.36	1
Cops7a	E	4d18_G	3199.9	97.30	8
Edc3	E	3d3k_A	1906.3	97.30	1
Pcbp1	E	1ztg_A	516.7	97.30	1
Carhsp1	E	3aqq_A	1975.7	97.28	1
Dnajb1	E	2qld_A	834	97.27	1
Mapk9	E	3e7o_A	997.2	97.22	1
Ctbp1	E	1hl3_A	3899.8	97.21	2
Srp19	E	4ue5_F	207.9	97.20	6
Klhl11	E	3i3n_A	2419.2	97.13	1
Idh2	E	1lwd_A	3688.1	97.09	1
Naa50	E	3tfy_A	856.9	97.04	2
Nae1	E	3gzn_A	3902.7	97.00	3
Cdk1	E	4yc6_A	735.1	96.97	2
Tes	E	2iyb_E	806.4	96.92	2
Vapa	E	1z9o_A	1517.7	96.88	2
Sec13	E	3bg1_A	3253.6	96.84	2
Tufm	E	1xb2_A	1644.8	96.82	2
Txnrd1	E	3ean_A	4856.4	96.79	1
Uba2	E	2px9_A	701.8	96.77	2
Ppp1r8	E	3v4y_B	1737.1	96.77	2
Prpf4	E	1mzw_B	481.1	96.77	2
Rbpms2	E	2m9k_A	732.8	96.77	1
Ldha	E	4aj4_A	5539.5	96.69	1
Psme1	E	1avo_A	2676.4	96.67	2
Chaf1a	E	1s4z_C	1320.8	96.67	2
Banf1	E	2odg_A	989.5	96.63	2
Ass1	E	2nz2_A	6298.1	96.61	1
Dcps	E	1vlr_A	4068.5	96.57	1
Pgam1	E	4gpz_A	1271	96.56	1
Chd1	E	5afw_A	1137.2	96.55	2
Usp14	E	2ayo_A	1424.3	96.53	2
Rprd2	E	4flb_A	1065.5	96.53	1
Prdx1	E	2z9s_A	2852.1	96.48	1
Papss2	E	2ax4_A	1926.9	96.46	1
Snx1	E	4fzs_A	2169.3	96.43	1
Acaca	E	4asi_A	7514.6	96.36	1
Ppia	E	1m9e_A	333.5	96.34	2
Kirrel	E	4ofd_A	776.1	96.26	1
Sept6	E	2qag_B	1690.9	96.25	3
Slc25a12	E	4p5x_A	1761.5	96.19	1
Hsp90b1	E	3o2f_A	1722.4	96.19	1
Tsg101	E	3iv1_A	2894.8	96.15	1
Sqstm1	E	2knv_A	536.7	96.15	1
Cdc37	E	2k5b_B	721.6	96.12	2
Mapk14	E	1lez_A	437.7	96.11	2
Cs	E	1cts_A	4415.8	96.11	1
Ppp2r4	E	4ny3_A	676.3	96.05	2
Myo10	E	3au4_A	761.2	96.04	2
Dot1l	E	2mv7_B	884	96.00	2
Tpi1	E	1r2s_A	1722	95.97	1
Raver1	E	3h2v_E	653.2	95.95	2
Cct4	E	4b2t_D	2993.3	95.94	8
Tns2	E	2loz_A	672.1	95.92	2
Ccm2	E	4y5o_A	1290.1	95.92	2
Anxa5	E	2ie6_A	1389.1	95.91	1
Bcr	E	1k1f_A	3145.4	95.83	1
Etfa	E	2a1t_R	3642.5	95.80	3
Eps15	E	1f8h_A	288.4	95.79	2
Aldh4a1	E	3v9j_A	5096.3	95.74	1
Pfn1	E	1hlu_P	1033.3	95.71	2
Parp1	E	1wok_A	1740.6	95.71	1
Fkbp4	E	1n1a_A	756.2	95.71	1
Yars	E	4q93_A	2443.6	95.70	1
Wdr48	E	5cvn_A	707.3	95.65	3
Ppp1r12a	E	1s70_B	2441.5	95.65	2
Kif11	E	1ii6_A	1373.8	95.65	1
Bcar1	E	1wyx_A	449.5	95.65	1
St13	E	4j8c_A	1163.2	95.65	1
Ptpn9	E	4icz_A	423.7	95.54	2
Mdh2	E	1mld_A	1680.9	95.54	1
Dcp1a	E	4b6h_A	648	95.52	2
Ralb	E	2kwi_A	1100.8	95.51	2
Eif4enif1	E	5anr_C	1104.7	95.45	3
Gpd1l	E	2pla_A	2273.7	95.42	1
Ehmt1	E	3fpd_A	1696.5	95.40	1
Arhgef7	E	2ak5_A	790.3	95.31	2
Pdcd6ip	E	2r02_A	497.8	95.27	2
Ugp2	E	4r7p_A	3440.9	95.25	1
Dido1	E	4l7x_A	528.5	95.24	2
Stam2	E	5crv_C	734.5	95.24	2
Ufd1l	E	5c1b_U	680.5	95.24	2
Hexim1	E	3s9g_A	1973.9	95.19	1
Kars	E	4ycu_A	5898.1	95.13	2
Sec24a	E	2nup_B	1643.1	95.09	3
Paics	E	2h31_A	4804.7	95.06	1
Arhgap1	E	1ow3_A	1183.6	95.04	2
Plaa	E	2k8b_B	762.6	95.00	2
Mylk	E	1cdl_E	1499.2	95.00	2
Mtmr2	E	1m7r_A	937	94.98	1
Hars	E	4phc_A	4157	94.89	1
Mdh1	E	5mdh_A	2148.5	94.89	1
Gapdh	E	4o59_O	3950.5	94.88	1
Nek7	E	5de2_A	674.7	94.84	2
Gmps	E	2vxo_A	4142.2	94.84	1
Pafah1b3	E	1fxw_A	1139.5	94.83	2
Capn1	E	1tl9_A	348.1	94.69	2
Kif3b	E	3b6u_A	1195.2	94.62	1
Rbbp6	E	3ztg_A	837.4	94.57	1
Aip	E	4apo_A	389.5	94.55	2
Mapkap1	E	3voq_A	792.6	94.40	1
Rab3ip	E	4uj3_B	634.8	94.36	3
Bag2	E	3cqx_C	2456.6	94.32	2
Esyt2	E	4p42_A	3967.2	94.30	1
Col4a3bp	E	4hhv_A	888.1	94.29	1
Setd7	E	1o9s_A	790	94.21	2
Faf1	E	3qq8_B	835.4	94.12	2
Srm	E	2o06_A	1972.6	94.08	1
Nme1	E	2hvd_A	3078.1	94.08	1
Casp6	E	3qnw_B	3251.2	94.00	3
Tacc3	E	4pky_B	1762	94.00	2
Sod2	E	1xdc_A	2135.2	93.94	1
Fam126a	E	5dse_B	2750.5	93.91	2
Pcx	E	3bg3_A	2805.5	93.87	1
Hsd17b10	E	1e3w_B	3971.4	93.87	1
Psph	E	1l8o_A	870.9	93.78	1
Tsta3	E	4e5y_A	1751.6	93.77	1
Farsb	E	3l4g_B	6530.4	93.72	2
Stat1	E	1yvl_A	407.3	93.70	2
Erbb2ip	E	1mfg_A	424.1	93.68	2
Comt	E	4pyq_A	1304.6	93.67	1
Mtap	E	3ozc_A	2429.7	93.64	1
Kras	E	4pzy_A	1059.4	93.53	1
Gars	E	4qei_A	5577.5	93.49	1
Srgap2	E	4rtt_A	650.5	93.48	1
Cops8	E	4d18_H	2561.8	93.43	8
Prpsap2	E	2ji4_A	2807	93.40	1
Dpp3	E	3t6b_A	609.3	93.39	2
Pdia3	E	3f8u_A	1036.1	93.35	2
Anapc4	E	4ui9_I	3651.5	93.32	18
Prkci	E	1wmh_A	613.6	93.26	2
Srp9	E	4ue5_E	1209.7	93.24	6
Adsl	E	4ffx_A	7762.1	93.22	1
Glrx5	E	2wul_A	903.9	93.22	1
Larp1	E	4zc4_A	957.7	93.21	1
Npr3	E	1jdp_A	1558.4	93.20	2
Wars	E	1o5t_A	1530	93.12	1
Dlat	E	3crk_C	1273	93.10	2
Gstm1	E	3fyg_A	1709.4	93.09	1
Lnx2	E	5din_A	783.1	93.08	1
Fntb	E	1nl4_B	3587.3	93.02	2
Stx12	E	2nps_B	3171.3	92.96	4
Hat1	E	2p0w_A	1415.2	92.90	2
Dusp3	E	3f81_A	754.6	92.90	1
Mast4	E	2w7r_A	1132.7	92.86	1
Pdk3	E	1y8p_A	4099.9	92.84	2
Eif3a	E	5a5t_A	6522	92.80	8
Skp2	E	1ldk_E	1045	92.68	5
Ctps2	E	3ihl_A	3169.7	92.55	1
Supt5	E	3h7h_B	1484.1	92.45	2
Dars	E	4j15_A	4080.8	92.32	1
Snap29	E	4wy4_D	2726.1	92.31	4
Capza1	E	2kz7_A	4737.5	92.31	3
Cttn	E	3ulr_B	860	92.31	3
Brox	E	3um1_A	1356.1	92.29	2
Ctps	E	2vo1_A	2410.2	92.20	1
Sdcbp	E	1v1t_A	1465.4	92.17	2
Dnph1	E	2khz_A	1382.4	92.12	1
Ubr2	E	3ny3_A	254.8	92.00	2
Scrib	E	4wyu_A	617.2	91.98	2
Map2k2	E	1s9i_A	1399.5	91.81	1
Slk	E	2jfl_A	2724.9	91.69	1
Usp8	E	3n3k_A	1362	91.67	2
Mat2b	E	4ndn_E	1473.1	91.64	2
Impdh1	E	1jcn_A	3077.5	91.63	1
Trap1	E	4z1i_A	3669.8	91.63	1
Park7	E	4p2g_A	1544.4	91.53	1
Esd	E	3fcx_A	864.1	91.49	1
Trmt61a	E	5ccx_A	5699	91.35	2
Ccnh	E	1jkw_A	832.9	91.33	1
Hagh	E	1qh3_A	499	91.15	1
Atic	E	1p4r_A	6847.8	91.05	1
Ranbp1	E	1k5d_B	2650.3	91.04	3
Ywhaq	E	2btp_A	1400.1	91.02	2
Tfdp1	E	2aze_A	3682.6	90.97	3
Dnm1l	E	3w6n_A	1714.5	90.93	1
Paip1	E	1jh4_B	1009.4	90.91	2
Rad18	E	2y43_A	1120.5	90.91	1
Rragc	E	3llu_A	1470.1	90.82	1
Eftud1	E	5anb_K	4649.4	90.80	11
Got1	E	3wzf_A	3190.8	90.78	1
Gstm2	E	1b4p_A	2129.7	90.78	1
Hmox2	E	2qpp_A	1041.3	90.53	1
Git1	E	2w6a_A	1389.1	90.48	1
Paxip1	E	3sqd_A	323.9	90.41	2
Sgta	E	4goe_A	876.3	90.38	1
Eif4e2	E	2jgb_A	1064.7	90.26	2
Kif2c	E	4ubf_A	1406.9	90.18	2
Sirt2	E	4x3o_A	1034.9	90.13	2
C1qbp	E	1p32_A	2433.4	89.95	1
Rab9	E	4qxa_A	822.8	89.90	2
Prdx6	E	1prx_A	2493.9	89.73	1
Emg1	E	5fai_A	1947.6	89.66	1
Spag9	E	2w83_C	2557.9	89.61	2
Fdxr	E	1e6e_A	1864.4	89.13	2
Sae1	E	1y8r_A	2469.6	89.02	3
Aldh7a1	E	2j6l_A	4942.3	89.00	1
Nup133	E	3cqg_B	1152.5	88.99	2
Nup214	E	3fhc_A	1041.3	88.89	2
Ube2h	E	2z5d_A	477.6	88.83	1
Me1	E	3wja_A	4460.8	88.79	1
Ptges2	E	1z9h_A	1822.8	88.62	1
Cacybp	E	2jtt_C	1345.2	88.57	2
Eci1	E	1xx4_A	2167.6	88.51	1
Spg20	E	4u7i_A	693.4	88.42	2
Pex14	E	4bxu_A	430.7	88.41	2
Gyg	E	3t7o_A	2446	88.21	1
Mvk	E	1kvk_A	1277.4	88.10	1
Akr7a5	E	2bp1_A	1396.1	88.06	1
Strn3	E	4n6j_A	1326.7	88.00	1
Dut	E	1q5u_X	3296.1	87.76	1
Eef1e1	E	4bvx_B	1533.1	87.72	2
Prmt3	E	3smq_A	2010.2	87.65	1
Txn1	E	1auc_A	560.5	87.62	1
Hip1	E	3i00_A	2141.8	87.50	1
Foxk2	E	2c6y_A	1106.5	87.39	1
Hspa9	E	3n8e_A	1194.9	87.36	1
Qars	E	4r3z_C	918.7	87.23	3
Dnpep	E	4dyo_A	8487.7	87.22	1
Anln	E	4xoi_B	698.1	87.04	2
Tpp1	E	3ee6_A	1089.9	87.04	1
Racgap1	E	3wps_A	691.4	87.02	1
Ttk	E	2x9e_A	1014.9	86.75	1
Ntmt1	E	5e1b_A	1161.8	86.72	2
Vasp	E	1use_A	1801.3	86.67	1
Apaf1	E	3jbt_A	3994.2	86.59	2
Prdx5	E	4k7n_A	877.6	86.31	1
Tsfm	E	1xb2_B	1589.4	86.25	2
Cep55	E	3e1r_A	1564	86.21	2
Mtr	E	2o2k_A	1427.9	86.20	1
M6pr	E	1c39_A	1470.6	86.18	1
Glmn	E	4f52_E	2151.7	86.07	3
Pycr1	E	2izz_A	6105.3	86.02	1
Hspe1	E	4pj1_1	1908	85.96	2
Mri1	E	4ldq_A	2161.6	85.91	1
Dhrs1	E	2qq5_A	1764.7	85.77	1
Mecr	E	2vcy_A	1400.1	85.76	1
