gene	struc	chn	decay.class	qtype	unq	tot	species	
Nfkb2	3jv5	A	U	hom	1	2	mouse
Papola	4lt6	A	E	mon	1	1	mouse
Dhx36	2n16	A	N	mon	1	1	mouse
Pycr2	2izz	A	U	hom	1	10	mouse
Tes	2iyb	E	E	het	2	2	mouse
Cd2ap	3aa6	C	E	het	3	3	mouse
Hcfc2	1wft	A	E	mon	1	1	mouse
Pdlim5	2dar	A	E	mon	1	1	mouse
Fermt2	2lgx	A	E	mon	1	1	mouse
Atox1	2k1r	B	N	het	2	2	mouse
Magoh	2hyi	A	U	het	4	4	mouse
Por	3wkt	A	U	het	2	2	mouse
Cdk1	4yc6	A	U	het	2	2	mouse
Dbi	2cb8	A	E	mon	1	1	mouse
Drap1	1jfi	A	U	het	3	3	mouse
Aldh3a2	4qgk	A	E	hom	1	2	mouse
Psma1	3unb	E	U	het	14	28	mouse
Dnajc10	3apo	A	U	mon	1	1	mouse
Cuta	1osc	A	E	hom	1	3	mouse
Rab11b	4ojk	A	U	het	2	4	mouse
Fam179b	5dn7	A	E	mon	1	1	mouse
Tead1	3kys	A	U	het	2	2	mouse
Dlat	3crk	C	U	het	2	4	mouse
Mdh2	1mld	A	U	hom	1	2	mouse
Mpp7	3o46	A	U	hom	1	3	mouse
Cyth2	1s9d	E	N	het	2	2	mouse
Anp32e	2je1	A	N	mon	1	1	mouse
Acaa2	4c2k	A	U	hom	1	2	mouse
Wdr61	3ow8	A	U	mon	1	1	mouse
Ywhag	2b05	A	E	het	2	4	mouse
Oxr1	4acj	A	U	mon	1	1	mouse
Ppp3ca	2jzi	B	U	het	2	2	mouse
Hmga1	2ezd	A	E	mon	1	1	mouse
Rchy1	2ecm	A	U	mon	1	1	mouse
Ppp1ca	1fjm	A	U	het	2	2	mouse
Prkar1a	3pvb	B	U	het	2	2	mouse
Tnk2	4ewh	A	U	hom	1	2	mouse
Gm7964	1zzj	A	E	hom	1	3	mouse
Acat2	1wl4	A	U	hom	1	4	mouse
Parvb	4edn	A	N	het	2	2	mouse
Farsb	3l4g	B	U	het	2	4	mouse
Atp5j	4b2q	V	N	het	10	42	mouse
Gpx8	3cyn	A	U	mon	1	1	mouse
Rab6a	3cwz	A	U	het	2	2	mouse
Sf3b6	2f9d	A	U	het	2	2	mouse
Usf1	1an4	A	U	hom	1	2	mouse
Bcl10	2mb9	A	E	mon	1	1	mouse
Hnrnpl	3r27	A	U	mon	1	1	mouse
Gls	3voy	A	U	hom	1	4	mouse
Ncoa3	1kbh	A	E	het	2	2	mouse
Ebf1	3mqi	A	U	hom	1	2	mouse
Atf7	1t2k	D	U	het	3	4	mouse
Cep170	4jon	A	E	mon	1	1	mouse
Ivd	1ivh	A	U	hom	1	4	mouse
Dync1h1	3j1t	A	N	het	3	3	mouse
Pdia3	3f8u	A	U	het	2	2	mouse
Mapk1	3o71	A	U	het	2	2	mouse
Stx8	1gl2	D	U	het	4	4	mouse
Man1a	1nxc	A	U	mon	1	1	mouse
Chp1	2e30	A	U	het	2	2	mouse
Nckap1	4n78	B	N	het	6	6	mouse
Psma2	3une	A	N	het	14	28	mouse
Stambpl1	2znv	A	E	mon	1	1	mouse
Cwc22	4c9b	B	N	het	2	2	mouse
Mical2	2e9k	A	U	mon	1	1	mouse
Thumpd1	2dir	A	U	mon	1	1	mouse
Ube2c	4yii	U	E	het	2	2	mouse
Capza1	5afu	K	E	het	22	33	mouse
Micu1	4nsd	A	U	hom	1	2	mouse
Ptpn14	2bzl	A	E	mon	1	1	mouse
Taldo1	2e1d	A	U	hom	1	2	mouse
Cd81	1iv5	A	N	hom	1	2	mouse
Nucb2	1snl	A	N	mon	1	1	mouse
Osbp	2rr3	B	E	het	2	2	mouse
Lancl1	3e73	A	U	mon	1	1	mouse
Blvra	2h63	A	E	hom	1	2	mouse
Col4a3bp	4hhv	A	E	hom	1	2	mouse
Actn1	1ydi	B	U	het	2	2	mouse
H2afy	2f8n	G	U	het	6	8	mouse
Zfx	7znf	A	E	mon	1	1	mouse
Cbfb	3wtx	B	E	het	3	3	mouse
Brd2	2dvq	A	U	het	2	4	mouse
Lmo7	2eaq	A	E	mon	1	1	mouse
Cox5b	2ybb	Q	U	het	37	48	mouse
Timm10	2bsk	B	U	het	2	6	mouse
Ddx23	4nho	A	U	mon	1	1	mouse
Rtn4	2ko2	A	U	mon	1	1	mouse
Prdx1	2z9s	A	U	hom	1	10	mouse
Pak1	1f3m	A	U	het	2	4	mouse
Yars	4q93	A	E	hom	1	2	mouse
Tnpo3	4ol0	B	U	het	2	2	mouse
Inppl1	2kso	B	E	het	2	2	mouse
Psph	1l8o	A	E	hom	1	2	mouse
Rhoc	1z2c	A	E	het	2	4	mouse
Ranbp2	1rrp	B	U	het	2	2	mouse
Brox	3um1	A	E	het	2	4	mouse
Sptbn1	1btn	A	U	hom	1	2	mouse
Dcp1a	4b6h	A	E	het	2	2	mouse
Flot2	1win	A	E	mon	1	1	mouse
Serpinh1	3zha	A	U	het	2	5	mouse
Nup37	5a9q	2	U	het	10	304	mouse
Rock2	2f2u	A	U	hom	1	2	mouse
Tlr2	5d3i	A	U	het	2	2	mouse
Cndp2	2zof	A	N	hom	1	2	mouse
Ube3a	1c4z	A	U	het	2	4	mouse
Mpp5	4wsi	A	E	het	2	2	mouse
Snx3	2csk	A	U	mon	1	1	mouse
Slc25a5	1okc	A	U	mon	1	1	mouse
Sf3a1	2dt7	B	U	het	2	2	mouse
Hdac4	2h8n	A	E	hom	1	4	mouse
Mtmr2	1m7r	A	E	hom	1	2	mouse
Mylk	1cdl	E	U	het	2	2	mouse
Pgm2	1c47	A	U	hom	1	2	mouse
Actr2	4jd2	B	U	het	8	8	mouse
Magi3	3soe	A	E	mon	1	1	mouse
Idh1	2cmj	A	U	hom	1	2	mouse
Mospd2	1wic	A	U	mon	1	1	mouse
Lamb1	4aqs	A	U	mon	1	1	mouse
2810403A07Rik	2yqr	A	U	mon	1	1	mouse
Polr2e	5flm	E	N	het	12	12	mouse
Vta1	2lxm	A	E	het	2	2	mouse
Parp3	2eoc	A	N	mon	1	1	mouse
Prdx5	4k7n	A	U	hom	1	2	mouse
Gnai2	4g5q	A	U	het	2	2	mouse
Golph3	3kn1	A	E	mon	1	1	mouse
Cox5a	2ybb	P	N	het	37	48	mouse
Pgm3	1wjw	A	E	mon	1	1	mouse
Creg1	1xhn	A	U	hom	1	2	mouse
Polr2g	5flm	G	N	het	12	12	mouse
Smc4	3l51	B	N	het	2	2	mouse
Tbcc	2l3l	A	E	mon	1	1	mouse
Manf	2rqy	A	U	mon	1	1	mouse
Scp2	2c0l	B	U	het	2	2	mouse
Hexim1	3s9g	A	U	hom	1	2	mouse
Snx17	4tkn	A	U	het	2	2	mouse
Tubgcp4	3rip	A	E	mon	1	1	mouse
Tpbg	4cnc	A	U	mon	1	1	mouse
Ehd2	2qpt	A	U	hom	1	2	mouse
Hars2	4g84	A	U	hom	1	2	mouse
Src	1hcs	B	U	het	2	2	mouse
Atp6v1b2	3j9t	B	U	het	11	28	mouse
Eif3m	5a5t	M	N	het	8	8	mouse
Nup85	5a9q	8	N	het	10	304	mouse
Ubl4a	4wwr	B	U	het	2	2	mouse
Prpf40a	2dyf	A	N	het	2	2	mouse
Ppia	1m9e	A	E	het	2	2	mouse
Ptpn9	4icz	A	U	het	2	2	mouse
Mthfd1l	2eo2	A	U	mon	1	1	mouse
Vps4b	2jqk	A	U	het	2	2	mouse
Dars	4j15	A	E	hom	1	2	mouse
Fbl	2ipx	A	U	mon	1	1	mouse
Akap13	4d0n	B	E	het	2	2	mouse
Psmb10	3unf	H	U	het	14	28	mouse
Rbms2	1x5o	A	U	mon	1	1	mouse
Kat6b	3v43	A	E	het	2	2	mouse
Axin1	1wsp	A	U	hom	1	3	mouse
Nxf1	1oai	A	U	het	2	2	mouse
Cul4b	4a0l	E	U	het	4	4	mouse
Tcerg1	2jup	W	N	het	2	2	mouse
Iqgap3	2rr8	A	U	mon	1	1	mouse
Pum2	3h3d	X	U	mon	1	1	mouse
Sf3b4	1x5t	A	E	mon	1	1	mouse
Dstn	3j0s	M	U	het	2	24	mouse
Pola2	4y97	A	N	het	2	2	mouse
Prpf18	2dk4	A	E	mon	1	1	mouse
Dag1	4wiq	A	U	mon	1	1	mouse
Dlg1	2i0i	A	U	het	2	2	mouse
Rpa1	1fgu	A	N	hom	1	2	mouse
Eno3	2xsx	A	U	hom	1	2	mouse
Ezh2	2qxv	B	U	het	2	2	mouse
Hexa	2gjx	A	U	het	2	2	mouse
Tyms	4eb4	A	N	hom	1	2	mouse
Clta	1xi4	J	U	het	2	216	mouse
Anxa1	1mcx	A	U	mon	1	1	mouse
Dock7	3vhl	A	U	het	2	2	mouse
Incenp	4af3	D	N	het	2	2	mouse
Git2	2jx0	A	E	mon	1	1	mouse
Rbbp4	4pc0	A	U	het	2	2	mouse
Lcp1	1wjo	A	U	mon	1	1	mouse
Dyrk1a	4aze	A	E	het	2	2	mouse
Marf1	2dgx	A	U	mon	1	1	mouse
Pex14	4bxu	A	U	het	2	2	mouse
Tacc3	4pky	B	U	het	2	3	mouse
Dynll1	1f95	A	U	het	2	4	mouse
Rhoa	1cc0	A	U	het	2	2	mouse
Sf3b2	2do5	A	N	mon	1	1	mouse
Rbmxl1	2mks	A	U	mon	1	1	mouse
Epb4.1l2	1gg3	A	E	mon	1	1	mouse
Glrx	1kte	A	E	mon	1	1	mouse
Larp7	4wkr	A	U	mon	1	1	mouse
Sec22b	3egd	C	U	het	4	4	mouse
Pcdh7	2yst	A	U	mon	1	1	mouse
Wdr77	4gqb	B	N	het	3	12	mouse
Hist1h4j	4r8p	B	N	het	6	12	mouse
Vps25	2zme	C	E	het	3	4	mouse
Actr1a	5afu	A	U	het	22	33	mouse
Arfgef1	3l8n	A	E	mon	1	1	mouse
Acadvl	3b96	A	N	hom	1	2	mouse
Ethe1	4chl	A	U	hom	1	2	mouse
Smtn	2d87	A	E	mon	1	1	mouse
Tpst2	3ap2	A	N	het	2	4	mouse
Hdhd2	3hlt	A	E	mon	1	1	mouse
Eif3c	5a5t	C	N	het	8	8	mouse
Glod4	3zi1	A	E	mon	1	1	mouse
Alad	2z1b	A	N	hom	1	2	mouse
Med15	2gut	A	U	mon	1	1	mouse
Tns2	2loz	A	E	het	2	2	mouse
Cpsf3	2i7t	A	U	mon	1	1	mouse
Snx12	2yps	A	E	mon	1	1	mouse
Pcmt1	1kr5	A	U	mon	1	1	mouse
Cep350	2coz	A	U	mon	1	1	mouse
Exosc2	2nn6	H	N	het	9	9	mouse
Kpna6	4uad	A	U	het	2	2	mouse
Cks2	1cks	A	N	hom	1	6	mouse
Ruvbl2	2cqa	A	U	mon	1	1	mouse
Eci2	2cqu	A	U	mon	1	1	mouse
Guk1	1lvg	A	E	mon	1	1	mouse
Rab10	3qbt	A	U	het	2	2	mouse
Ddx3y	2jgn	A	U	mon	1	1	mouse
Elavl1	1fnx	H	U	mon	1	1	mouse
Lgals1	4lbq	A	E	hom	1	2	mouse
Wnk1	3fpq	A	E	hom	1	2	mouse
Acta2	3w3d	A	U	het	2	2	mouse
Nkx2-5	4s0h	B	U	het	2	2	mouse
Gpd1l	2pla	A	U	hom	1	2	mouse
Hist1h1e	1ghc	A	E	mon	1	1	mouse
Cks1b	2ast	C	U	het	4	4	mouse
Top2a	4r1f	A	U	hom	1	2	mouse
Smap1	2crr	A	U	mon	1	1	mouse
Rbm15	1why	A	U	mon	1	1	mouse
Cdh2	4nuq	A	E	hom	1	2	mouse
Dclk1	2xrp	I	E	het	3	9	mouse
Sec24b	3egd	B	U	het	4	4	mouse
Hspa9	3n8e	A	U	hom	1	2	mouse
Cdk16	3mtl	A	E	mon	1	1	mouse
Vps16	4bx9	C	U	het	2	2	mouse
Gpx4	2gs3	A	E	mon	1	1	mouse
Igf2bp2	3krm	A	E	mon	1	1	mouse
Hmga1-rs1	2ezd	A	E	mon	1	1	mouse
Egr3	1p47	A	U	hom	1	2	mouse
Cmpk1	1tev	A	E	mon	1	1	mouse
Vdac1	4bum	X	U	hom	1	2	mouse
Ube2k	3k9o	A	U	het	2	2	mouse
Rad54l	1z3i	X	E	mon	1	1	mouse
Akt2	3e87	A	E	het	2	2	mouse
Trim33	3u5o	A	U	het	2	2	mouse
Pcx	3bg3	A	U	hom	1	4	mouse
Shc1	1shc	A	U	het	2	2	mouse
Eif3h	5a5t	H	N	het	8	8	mouse
Thop1	2o36	A	E	mon	1	1	mouse
Ptrh2	1q7s	A	E	mon	1	1	mouse
Gpt2	3ihj	A	U	mon	1	1	mouse
Trappc5	2j3r	B	E	het	2	2	mouse
Mki67	2aff	A	U	het	2	2	mouse
Dync1i2	2pg1	I	U	het	3	6	mouse
Srprb	2go5	2	U	het	7	7	mouse
Cxcl12	3gv3	A	U	hom	1	2	mouse
Fus	4fdd	B	U	het	2	2	mouse
Esrra	1xb7	A	E	het	2	4	mouse
Spty2d1	5bs7	E	U	het	3	6	mouse
Mvk	1kvk	A	E	hom	1	2	mouse
Pitpnb	1kcm	A	U	hom	1	2	mouse
Atp5o	5ara	S	N	het	11	22	mouse
Capns1	1nx0	A	N	het	3	5	mouse
Rnps1	4a8x	A	U	het	3	3	mouse
Ptp4a2	1zck	A	E	hom	1	3	mouse
Rad21	4pjw	B	U	het	2	2	mouse
Apbb2	2roz	B	E	het	2	2	mouse
Lamtor5	3ms6	A	U	hom	1	2	mouse
Gphn	2fts	A	E	het	2	4	mouse
Gmds	1t2a	A	U	hom	1	4	mouse
Psat1	3e77	A	N	hom	1	2	mouse
Myof	2dmh	A	N	mon	1	1	mouse
Sympk	3o2q	A	N	het	2	2	mouse
Dpysl3	4cns	A	U	hom	1	4	mouse
Decr1	1w73	A	U	hom	1	4	mouse
Baz1b	1f62	A	N	mon	1	1	mouse
Rbm7	2m8h	A	U	mon	1	1	mouse
Pcyt1a	3hl4	A	E	hom	1	2	mouse
Plaur	3laq	U	U	het	2	2	mouse
Tial1	2rne	A	U	mon	1	1	mouse
Sub1	2phe	A	U	het	2	3	mouse
Crkl	2bzy	A	E	hom	1	2	mouse
Ikbkap	5cqr	A	U	hom	1	2	mouse
Cul3	4eoz	B	U	het	2	4	mouse
Gstt3	2c3n	A	U	hom	1	2	mouse
Zpr1	2qkd	A	E	mon	1	1	mouse
Bcor	4hpl	A	U	het	2	2	mouse
Apex1	2isi	A	U	mon	1	1	mouse
Ncoa1	1rdt	B	E	het	4	4	mouse
Psmb6	4r3o	H	N	het	14	28	mouse
Parn	3d45	A	N	hom	1	2	mouse
Nf1	2d4q	A	E	hom	1	2	mouse
Rab7	1vg9	B	U	het	2	2	mouse
Trove2	2i91	A	U	mon	1	1	mouse
Nisch	3p0c	A	U	mon	1	1	mouse
Upf1	2wjv	A	U	het	2	2	mouse
Cdk13	5efq	A	U	het	2	2	mouse
Stxbp1	4jeu	A	U	het	2	2	mouse
Nt5c2	5cr7	A	E	hom	1	4	mouse
Ptges3	1ejf	A	U	mon	1	1	mouse
Papss1	2pey	A	N	hom	1	2	mouse
Tsn	3qb5	A	U	het	2	8	mouse
Arhgap5	2ee5	A	E	mon	1	1	mouse
Sec61a1	3j7q	1	U	het	45	45	mouse
Cpsf7	3n9u	C	U	het	2	4	mouse
Mast4	2w7r	A	E	hom	1	2	mouse
Mlec	2kr2	A	U	mon	1	1	mouse
Wars	1o5t	A	E	hom	1	2	mouse
Zc3h4	2cqe	A	E	mon	1	1	mouse
Rab5b	2hei	A	U	hom	1	2	mouse
Foxk2	2c6y	A	E	hom	1	2	mouse
Anapc1	4ui9	A	N	het	18	23	mouse
Sf3b1	2f9d	P	U	het	2	2	mouse
Gpsm2	4g5r	E	E	het	2	2	mouse
Fhod1	3dad	A	E	mon	1	1	mouse
Ppig	2wfj	A	E	het	2	2	mouse
Tagln2	1wym	A	U	mon	1	1	mouse
Tmx2	2dj0	A	U	mon	1	1	mouse
Pfn2	2v8f	A	U	het	2	3	mouse
Dctn2	5afu	d	U	het	22	33	mouse
Ptpn2	1l8k	A	E	mon	1	1	mouse
Rabgef1	2c7m	A	U	het	2	2	mouse
Ddx50	2e29	A	U	mon	1	1	mouse
Nudcd3	1wgv	A	U	mon	1	1	mouse
Sumo2	3uio	B	U	het	4	4	mouse
Ldha	4aj4	A	U	hom	1	4	mouse
Btf3	3lkx	A	U	het	2	2	mouse
Cdc5l	2din	A	U	mon	1	1	mouse
Rc3h1	4ywq	A	E	hom	1	2	mouse
Ripk3	4m69	A	U	het	2	2	mouse
Dhrs4	3o4r	A	U	hom	1	4	mouse
Pitrm1	4nge	A	N	het	3	3	mouse
Nploc4	2pjh	A	U	het	2	2	mouse
Gabpa	1awc	A	U	het	2	2	mouse
Lrpap1	2fyl	A	U	het	2	2	mouse
G6pdx	2bh9	A	U	hom	1	2	mouse
Sbds	5anb	J	N	het	11	11	mouse
Hdgf	2nlu	A	U	hom	1	2	mouse
Timeless	4xht	A	U	hom	1	2	mouse
Cep55	3e1r	A	E	het	2	3	mouse
Prpsap2	2ji4	A	E	hom	1	6	mouse
Sh3bgrl	1wry	A	U	mon	1	1	mouse
Pcdhgc3	4zi8	A	U	hom	1	2	mouse
Uqcr10	1qcr	J	U	het	11	11	mouse
Irf2bp2	2cs3	A	E	mon	1	1	mouse
Nampt	2gvl	A	U	hom	1	2	mouse
Diap3	2f31	B	U	het	2	2	mouse
Eif4a2	2zu6	A	U	het	2	3	mouse
Ppp1r9b	3egh	C	U	het	3	6	mouse
Ddx41	2p6n	A	U	mon	1	1	mouse
Cryz	1yb5	A	E	hom	1	2	mouse
Nedd4l	2lb2	A	U	het	2	2	mouse
Rbm12	2ek1	A	U	hom	1	2	mouse
Msi2	1uaw	A	E	mon	1	1	mouse
Kif22	2edu	A	E	mon	1	1	mouse
Setd7	1o9s	A	E	het	2	2	mouse
Setdb1	3dlm	A	U	mon	1	1	mouse
Gsto1	1eem	A	N	hom	1	2	mouse
Aimp1	4r3z	A	U	het	3	3	mouse
Sart1	4pyu	C	U	het	2	2	mouse
Pxn	2vzd	C	E	het	2	2	mouse
Cct8	4b2t	Q	U	het	8	16	mouse
Bak1	2voh	B	U	het	2	2	mouse
Stom	4fvf	A	U	hom	1	2	mouse
Ptbp1	3zzz	A	N	het	2	2	mouse
Mepce	3g07	A	E	mon	1	1	mouse
Ilf3	4at7	B	U	het	2	2	mouse
Igbp1	4iyp	A	E	het	2	2	mouse
Hbs1l	1ufz	A	E	mon	1	1	mouse
Cul1	1ldk	B	U	het	5	5	mouse
Cyp51	3juv	A	N	hom	1	2	mouse
Paxip1	3sqd	A	U	het	2	2	mouse
Ak1	1z83	A	E	hom	1	2	mouse
Marcks	1iwq	B	E	het	2	2	mouse
Psmb1	3unf	L	U	het	14	28	mouse
Bmp2k	4wsq	A	U	mon	1	1	mouse
Cd2bp2	1l2z	A	U	het	2	2	mouse
Numb	1ddm	A	U	het	2	2	mouse
Errfi1	2rfd	C	E	het	2	2	mouse
Peg12	4afj	X	E	het	2	2	mouse
Drg1	2eki	A	N	mon	1	1	mouse
Grsf1	4qu6	A	U	mon	1	1	mouse
Sept11	2qag	B	U	het	3	6	mouse
Gnaq	4gnk	A	U	het	2	2	mouse
Ppp2r1b	2pkg	A	U	het	2	2	mouse
Aifm1	3gd4	A	N	hom	1	2	mouse
Ppid	1iip	A	E	mon	1	1	mouse
2210018M11Rik	1utu	A	U	hom	1	2	mouse
Ash2l	4x8n	A	U	het	2	2	mouse
Psmb8	3unf	K	E	het	14	28	mouse
Vcp	5c1b	A	U	het	2	8	mouse
Ubxn4	2kxj	A	E	mon	1	1	mouse
Atg5	4naw	B	E	het	4	4	mouse
Rbm25	3v53	A	N	mon	1	1	mouse
Prkaa1	4qfg	A	U	het	3	3	mouse
Sae1	1y8r	A	U	het	3	3	mouse
Tia1	2cqi	A	E	mon	1	1	mouse
Eef1e1	4bvx	B	E	het	2	2	mouse
Dut	1q5u	X	E	hom	1	3	mouse
Ddrgk1	1wi9	A	E	mon	1	1	mouse
Hmox1	3wkt	C	U	het	2	2	mouse
Pqbp1	4bws	B	E	het	3	3	mouse
Anp32b	4xos	A	U	mon	1	1	mouse
Adsl	4ffx	A	U	hom	1	4	mouse
Sgta	4goe	A	E	hom	1	2	mouse
Kif2a	3edl	D	U	het	3	165	mouse
Rad23b	2f4o	B	E	het	3	3	mouse
Eps15	1f8h	A	U	het	2	2	mouse
Eif4a1	2zu6	A	U	het	2	3	mouse
Ubl3	1wgh	A	U	mon	1	1	mouse
Ppp2r5e	2nyl	B	U	het	4	4	mouse
Sepsecs	3bcb	A	U	hom	1	4	mouse
Anxa2	4hre	A	U	het	3	6	mouse
Nup133	3cqg	B	U	het	2	2	mouse
Strn	4n6j	A	U	hom	1	2	mouse
Ipo13	3zjy	B	E	het	3	3	mouse
Rbpj	4j2x	A	U	het	2	2	mouse
Nae1	3gzn	A	U	het	3	3	mouse
Uqcrh	1bcc	H	E	het	10	20	mouse
Cul2	4wqo	D	U	het	4	4	mouse
Lsm14b	2fb7	A	E	mon	1	1	mouse
Baiap2	4js0	B	U	het	2	2	mouse
Bola2	1v9j	A	E	mon	1	1	mouse
Smg5	2hwy	A	E	mon	1	1	mouse
Arhgdib	1ds6	B	U	het	2	2	mouse
Tut1	2e5g	A	U	mon	1	1	mouse
Tubg1	3cb2	A	N	hom	1	2	mouse
Psmc4	2dvw	B	U	het	2	2	mouse
Banf1	2odg	A	U	het	2	3	mouse
Pafah1b1	1vyh	C	E	het	2	4	mouse
Impdh1	1jcn	A	U	hom	1	4	mouse
Actr10	5afu	J	U	het	22	33	mouse
Cyfip1	4n78	A	N	het	6	6	mouse
Rbm39	4oo6	B	U	het	2	2	mouse
Eprs	4hvc	A	U	hom	1	2	mouse
Nfyc	4awl	C	U	het	3	3	mouse
Epha2	3hei	A	N	het	2	2	mouse
Arpc2	4jd2	D	U	het	8	8	mouse
Bcap31	4jzl	A	U	hom	1	2	mouse
Seh1l	5a9q	7	E	het	10	304	mouse
Ppp1cb	1s70	A	U	het	2	2	mouse
Dnpep	4dyo	A	E	hom	1	12	mouse
Dot1l	2mv7	B	E	het	2	2	mouse
Racgap1	3wps	A	E	hom	1	2	mouse
Dimt1	1zq9	A	U	hom	1	2	mouse
Eif3a	5a5t	A	U	het	8	8	mouse
Cstf2	2j8p	A	U	mon	1	1	mouse
Pycr1	2izz	A	E	hom	1	10	mouse
Wapal	4k6j	A	U	mon	1	1	mouse
Lmnb2	2xv5	A	E	hom	1	2	mouse
Dctn1	1txq	A	U	het	2	4	mouse
Ddx17	3fe2	A	E	mon	1	1	mouse
Ddx39	1t6n	A	U	hom	1	2	mouse
Mapre1	1txq	B	E	het	2	4	mouse
Sh3gl1	2c08	A	E	hom	1	2	mouse
Ahcyl1	3mtg	A	U	hom	1	4	mouse
Prkci	1wmh	A	U	het	2	2	mouse
Bcar3	3t6a	A	E	mon	1	1	mouse
Upf2	1uw4	B	U	het	2	2	mouse
Pkm	4g1n	A	U	hom	1	4	mouse
Rrp8	2zfu	A	U	mon	1	1	mouse
Mkln1	4oyu	A	N	hom	1	2	mouse
Tln2	1zw2	B	E	het	2	2	mouse
Metap1	4iku	A	E	mon	1	1	mouse
Kpna4	4uae	A	U	het	2	2	mouse
Agap3	3ihw	A	E	mon	1	1	mouse
Prim1	4rr2	A	N	het	2	2	mouse
Hat1	2p0w	A	U	het	2	2	mouse
Uhrf1	2lgg	A	N	het	2	2	mouse
Pak2	2qme	I	U	het	2	2	mouse
Kif3b	3b6u	A	E	hom	1	2	mouse
Mapk3	4iza	A	E	het	2	2	mouse
Myh9	2lnk	C	U	het	2	3	mouse
Fkbp4	1n1a	A	E	hom	1	2	mouse
Psmb7	3unb	H	E	het	14	28	mouse
Nup153	3ch5	B	U	het	2	8	mouse
Eps8l2	1wxb	A	E	mon	1	1	mouse
Dnajc2	2m2e	A	U	mon	1	1	mouse
Ap1b1	4hmy	B	U	het	5	5	mouse
Arrb2	2iv8	P	U	het	2	3	mouse
Gak	4o38	A	E	hom	1	2	mouse
Lgals8	4han	A	U	het	2	4	mouse
Myo5a	2ix7	C	N	het	2	3	mouse
Mgat1	1fo9	A	E	mon	1	1	mouse
Zmynd11	5hda	A	N	het	2	4	mouse
Ssb	1owx	A	U	mon	1	1	mouse
Myl1	2w4g	C	E	het	3	3	mouse
Spg20	4u7i	A	E	het	2	2	mouse
Ctnnd1	3l6x	A	U	het	2	2	mouse
Eif4b	1wi8	A	E	mon	1	1	mouse
Ncbp1	3fey	A	N	het	3	3	mouse
Clic4	2ahe	A	U	mon	1	1	mouse
Smg6	2dok	A	E	mon	1	1	mouse
Gsr	1k4q	A	U	hom	1	2	mouse
Cpt1a	2le3	A	U	mon	1	1	mouse
Tnrc6a	3ktp	B	U	het	2	2	mouse
Ccm2	4y5o	A	E	het	2	2	mouse
Mapk14	1lez	A	E	het	2	2	mouse
Wdr48	5cvn	A	U	het	3	3	mouse
Ubqln4	2jy6	B	U	het	2	2	mouse
Zfp91	2m9a	A	E	mon	1	1	mouse
Ube2b	2ybf	A	E	het	2	2	mouse
Aqr	4pj3	A	E	mon	1	1	mouse
Ank3	4o6x	A	E	mon	1	1	mouse
Chmp3	2gd5	A	E	hom	1	2	mouse
Ahnak	4drw	E	U	het	2	3	mouse
Prdx2	1qmv	A	E	hom	1	10	mouse
Zfp36l2	1rgo	A	E	mon	1	1	mouse
Nr2c1	3p0u	A	E	hom	1	2	mouse
Psmd4	2kde	A	U	het	2	3	mouse
Glul	2uu7	A	U	hom	1	10	mouse
Asl	1k62	A	U	hom	1	4	mouse
Dck	2a2z	A	U	hom	1	2	mouse
Pola1	4y97	B	N	het	2	2	mouse
Map4k4	4rvt	A	N	hom	1	2	mouse
Ubap2l	1wj7	A	U	mon	1	1	mouse
Xxylt1	4wm0	A	U	het	2	2	mouse
Txndc5	3wgx	A	U	het	2	2	mouse
Ltn1	3j92	0	N	het	47	51	mouse
Shmt2	4pvf	A	U	hom	1	4	mouse
Dock9	2wm9	A	E	het	2	4	mouse
Lrp1	2fyl	B	U	het	2	2	mouse
Pebp1	1bd9	A	E	hom	1	2	mouse
Prdx4	3wgx	C	E	het	2	2	mouse
Mcm2	5bnx	C	N	het	4	4	mouse
Mafg	3a5t	A	U	hom	1	2	mouse
Phip	3q2e	A	N	mon	1	1	mouse
Slc3a2	2dh3	A	N	mon	1	1	mouse
Cops8	4d18	H	E	het	8	8	mouse
H3f3a	5bnx	A	U	het	4	4	mouse
Lasp1	4f14	A	E	het	2	2	mouse
Nt5c	2jao	A	E	hom	1	2	mouse
Steap3	2vq3	A	U	hom	1	2	mouse
Clint1	2v8s	E	U	het	2	2	mouse
Got1	3wzf	A	U	hom	1	2	mouse
Smad3	1u7f	A	E	het	2	3	mouse
Capza2	5afu	K	U	het	22	33	mouse
Idh2	1lwd	A	U	hom	1	2	mouse
Kctd17	3drz	A	E	hom	1	5	mouse
Faf1	3qq8	B	U	het	2	2	mouse
Arcn1	5a1y	H	U	het	8	21	mouse
Ppil3	2ok3	A	E	mon	1	1	mouse
Maoa	1o5w	A	N	hom	1	2	mouse
Pcbp1	1ztg	A	U	hom	1	2	mouse
Gfer	1oqc	A	N	hom	1	2	mouse
Nob1	2con	A	E	mon	1	1	mouse
Sept6	2qag	B	U	het	3	6	mouse
Atp6v1a	1um2	C	U	het	2	2	mouse
Patl1	2xeq	A	U	mon	1	1	mouse
Dmap1	3hm5	A	N	mon	1	1	mouse
Sema3a	1q47	A	U	hom	1	2	mouse
Ak2	2ak2	A	U	mon	1	1	mouse
Snrpa1	1a9n	A	U	het	2	2	mouse
Hnrnpr	2dgu	A	U	mon	1	1	mouse
Pum1	3h3d	X	U	mon	1	1	mouse
Myl6b	1oe9	B	E	het	2	2	mouse
