Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
ACADSB	U	2jif_A	4454.8	94.31	1
SYMPK	U	3o2q_A	1133.1	94.30	2
TPM2	U	3u59_A	2305.9	94.06	1
ECI2	U	2f6q_A	2259.3	93.93	1
PACSIN3	U	3qe6_A	4552.3	93.75	1
CENPB	U	1ufi_A	1394	93.75	1
AIFM1	U	3gd4_A	1521.6	93.74	1
MRE11A	U	3t1i_A	1495.8	93.74	1
MRPL15	U	4v19_P	6978.9	93.58	28
COPE	U	3mkr_A	2578.4	93.47	2
CYC1	U	1be3_D	5822	93.36	11
ETFB	U	1t9g_S	2919.1	92.94	3
LAP3	U	1lam_A	4345.6	92.56	1
MCTS1	U	3r90_A	2408.7	92.55	1
MRPS25	U	5aj3_c	4484.7	92.49	33
KCNMA1	U	3u6n_A	1637.9	92.39	1
UQCRFS1	U	1be3_E	3326.2	92.35	11
SPAG9	U	2w83_C	2557.9	92.21	2
STXBP3	U	3puk_A	610.2	91.89	2
CHD4	U	2l75_A	506.4	91.80	2
ATP5F1	U	2wss_T	2827.7	91.38	9
STAT2	U	2ka4_B	2403	91.23	2
SAR1A	U	2gao_A	649.2	90.87	1
STX7	U	1gl2_B	2777.9	90.77	4
HPCAL1	U	1bjf_A	1186.5	90.67	1
SSU72	U	3o2s_B	1067.9	90.65	2
MRPL11	U	4v19_K	1700.7	90.62	28
CYCS	U	3j2t_H	1548.3	90.38	2
M6PR	U	1keo_A	911.4	90.26	1
MAN2B1	U	1o7d_B	6411.6	89.29	5
ACOX1	U	1is2_A	5494.3	89.26	1
FAH	U	1qqj_A	2946.9	89.02	1
DTD1	U	2okv_A	1625.8	89.00	1
SUMF1	U	2aij_X	500.6	88.81	2
DTX3L	U	3pg6_A	1353.3	88.68	1
PTGS2	U	3ntg_A	3740.9	88.22	1
MRPL38	U	4ce4_b	785.4	88.16	35
SET	U	2e50_A	2070.6	87.56	1
HSPA9	U	3n8e_A	1194.9	87.36	1
MRPS6	U	5aj3_F	3880.2	87.10	33
ARFGAP1	U	3dwd_A	70.3	87.07	1
MRPS12	U	5aj3_L	2914.5	87.05	33
DHX8	U	3i4u_A	1575.5	86.67	1
MPP1	U	2ejy_A	427.6	86.60	2
APBB2	U	2roz_B	780.5	86.03	2
TSFM	U	1xb2_B	1589.4	85.91	2
CPSF7	U	3n9u_C	757.8	85.90	2
MRPS33	U	5aj3_i	6021	85.85	33
KIAA0101	U	4d2g_D	1223.2	85.71	2
CAPN1	U	1tl9_A	348.1	85.55	2
KIF13B	U	3fm8_A	682.9	85.48	2
LRRFIP1	U	4h22_A	2340.1	85.44	1
MRPS35	U	5aj3_k	9261.7	84.92	33
MRPL9	U	4ce4_I	496.4	84.33	35
SARS2	U	1wle_A	3602.2	84.03	1
MGST1	U	2h8a_A	1953.9	83.12	1
GNB2L1	U	4kzy_g	1445.8	82.97	35
SYNE1	U	4dxr_B	1637.6	82.86	2
COX4I1	U	2y69_D	5524.1	82.84	13
MRPL47	U	4ce4_2	835.1	82.14	35
MRPS34	U	5aj3_j	4698.4	82.11	33
LMNB1	U	3tyy_A	1941.5	82.11	1
MLPH	U	2zet_C	1951.5	81.70	2
VDAC2	U	4bum_X	701	81.31	1
ATP6V1A	U	1um2_C	391	80.95	2
COMT	U	5fhr_A	2980.3	80.75	1
MRPL44	U	4ce4_h	1152.3	79.19	35
GMPR2	U	2c6q_A	3385.6	78.92	1
MRPS9	U	3j6v_I	5800.7	78.54	15
TMPO	U	2v0x_A	4504.8	77.87	1
SLC25A13	U	4p5w_A	2247.7	77.62	1
PSMC2	U	3vlf_B	978.3	77.27	2
MRPS31	U	5aj3_h	3626.5	75.45	33
BAG5	U	3a8y_C	730.6	75.35	2
ATP6V1B2	U	3j9t_B	7239.8	73.69	11
OSBP	U	2rr3_B	784.7	72.34	2
GOLGA2	U	4rey_B	1289.9	71.88	2
DYNLT1	U	3fm7_A	2575.9	71.17	3
ARHGDIA	U	1hh4_D	1782.1	71.08	2
SUMF2	U	1y4j_A	1268.7	70.07	1
RPS23	E	4kzy_X	4354.3	100.00	35
EIF1	E	4kzy_l	801.2	100.00	35
EIF1AX	E	4kzy_n	1025.7	100.00	35
PSMB7	E	4r3o_I	4896	100.00	14
POLR2G	E	5flm_G	2483.6	100.00	12
EFTUD1	E	5anb_K	4649.4	100.00	11
ACTR2	E	4jd2_B	3602.2	100.00	8
SNRPD1	E	3s6n_A	1376	100.00	7
SRP9	E	1ry1_C	1911.4	100.00	6
ETF1	E	5a8l_Q	5148.3	100.00	5
PPP2R5C	E	3fga_B	3069.3	100.00	5
CUL1	E	1ldk_B	3173.1	100.00	5
RBX1	E	1ldk_C	2397.9	100.00	5
SEC23A	E	3egd_A	1322.5	100.00	4
TUBA1B	E	4i4t_A	4792.4	100.00	4
PPP3CA	E	1m63_A	3343	100.00	4
PPP2CA	E	2nyl_C	2275.9	100.00	4
GINS3	E	2eho_D	3283.3	100.00	4
GINS2	E	2e9x_B	3549.3	100.00	4
PPIA	E	1m63_C	1422.5	100.00	4
ASF1B	E	5bnx_D	1365.5	100.00	4
GINS1	E	2e9x_A	3593.2	100.00	4
SEC22B	E	3egd_C	1153	100.00	4
TCEB1	E	4wqo_C	2910	100.00	4
RBM8A	E	2hyi_B	1290.3	100.00	4
SUMO2	E	3uio_B	1167.2	100.00	4
H3F3A	E	5bnx_A	3653.3	100.00	4
SNAP29	E	4wy4_D	2726.1	100.00	4
RBBP5	E	5f6k_D	779.1	100.00	4
CAND1	E	1u6g_C	4138.5	100.00	3
SEC24A	E	2nup_B	1643.1	100.00	3
NAE1	E	1r4m_A	3836.8	100.00	3
LDLR	E	3p5c_L	597.3	100.00	3
TUBA1A	E	4x1i_A	3123.9	100.00	3
UBA3	E	3gzn_B	4891.6	100.00	3
FNTB	E	1tn6_B	4121.3	100.00	3
CBL	E	1fbv_A	1727.1	100.00	3
PCNA	E	4ztd_A	2161.9	100.00	3
RPA1	E	1l1o_C	1623.1	100.00	3
RAP1B	E	4hdq_B	1161.8	100.00	3
ARF6	E	4fme_C	831.6	100.00	3
RB1	E	1o9k_B	1306.2	100.00	3
UBE2N	E	4dhj_C	775.3	100.00	3
CASP3	E	2cdr_A	3486.7	100.00	3
CASP6	E	3p4u_A	2358.7	100.00	3
GSN	E	3cjc_G	1030.7	100.00	3
TES	E	2xqn_T	1730.6	100.00	3
RPA3	E	1l1o_A	1662	100.00	3
TGFB1	E	3kfd_A	2621.5	100.00	3
TNFRSF10B	E	2h9g_R	995.1	100.00	3
TCEB2	E	4w9c_A	1279.2	100.00	3
CASP2	E	1pyo_B	4669.1	100.00	3
ADRM1	E	4wlr_B	2306.2	100.00	3
NEDD8	E	1r4m_I	1667.2	100.00	3
CDCA8	E	2qfa_B	2257	100.00	3
MAPRE1	E	3tq7_A	2149.5	100.00	3
CREB1	E	2lxt_C	629.9	100.00	3
VASP	E	2pbd_V	1139.4	100.00	3
PXN	E	4xgz_a	748.5	100.00	3
TNPO3	E	4ol0_B	1920.3	100.00	2
KPNB1	E	2p8q_A	1847	100.00	2
UPF1	E	2wjv_A	2457.5	100.00	2
VCP	E	5c1b_A	8302.7	100.00	2
STAT1	E	1yvl_A	407.3	100.00	2
SEMA7A	E	3nvq_A	2981	100.00	2
POLA2	E	4y97_A	1653.9	100.00	2
RBBP4	E	4pc0_A	984.8	100.00	2
GPHN	E	2fts_A	4150.6	100.00	2
TRMT6	E	5ccb_B	6077.2	100.00	2
ACTB	E	3byh_A	3280.9	100.00	2
UBE3A	E	1c4z_A	2988.7	100.00	2
PRKACA	E	3vqh_A	1348	100.00	2
CSNK2A1	E	1jwh_A	1089.2	100.00	2
MAT2A	E	4ndn_A	4537.9	100.00	2
USP7	E	1nbf_A	1685.1	100.00	2
USP14	E	2ayo_A	1424.3	100.00	2
GNAI1	E	4g5q_A	1774.4	100.00	2
RASA1	E	1wq1_G	1465	100.00	2
MSN	E	1sgh_A	486.1	100.00	2
ACLY	E	3mwe_B	1787.1	100.00	2
PTPN1	E	3i7z_A	605.7	100.00	2
CPA4	E	2bo9_A	1788.4	100.00	2
VPS35	E	2r17_C	1515.7	100.00	2
PPP1CA	E	3n5u_A	1196.5	100.00	2
CDK1	E	4yc6_A	735.1	100.00	2
PAK4	E	2q0n_A	1227.4	100.00	2
TRMT61A	E	5ccx_A	5699	100.00	2
CNOT7	E	4gmj_B	883.7	100.00	2
UPF2	E	1uw4_B	1024.8	100.00	2
CSK	E	3d7u_A	660.7	100.00	2
VCL	E	3rf3_A	1149.1	100.00	2
SETD7	E	1o9s_A	790	100.00	2
GSTM3	E	3gtu_B	1309.2	100.00	2
YWHAE	E	3ual_A	1763.2	100.00	2
CNOT1	E	4ct6_A	1640	100.00	2
UCHL3	E	1xd3_A	1150.4	100.00	2
YWHAG	E	2b05_A	1349	100.00	2
YWHAZ	E	2o02_A	1841.1	100.00	2
SFN	E	1ywt_A	1554.2	100.00	2
TSN	E	3qb5_A	3780.6	100.00	2
UBA2	E	2px9_A	701.8	100.00	2
PAFAH1B2	E	1vyh_A	1891.9	100.00	2
NUDT21	E	3q2s_A	2187.9	100.00	2
SMAD4	E	1u7v_B	2267.7	100.00	2
GTF2B	E	1c9b_A	1305	100.00	2
ARHGAP1	E	1am4_A	845.1	100.00	2
ARHGEF1	E	1shz_C	1435.6	100.00	2
EIF4E	E	1wkw_A	1105.1	100.00	2
ARF1	E	1r8q_A	1890.8	100.00	2
MOB1A	E	4jiz_A	462.4	100.00	2
CDC42	E	3eg5_A	1369	100.00	2
RALA	E	1uad_A	840	100.00	2
RAC1	E	1foe_B	1654.9	100.00	2
PDCD6	E	3wxa_A	522.1	100.00	2
FLNC	E	4mgx_A	500.8	100.00	2
ILK	E	2kbx_A	662.9	100.00	2
CHD1	E	5afw_A	1137.2	100.00	2
RAB7A	E	1vg9_B	1460.2	100.00	2
VTA1	E	2lxm_A	1232.5	100.00	2
EPRS	E	5a34_A	1164.3	100.00	2
CALM1	E	1cff_A	665.3	100.00	2
TSG101	E	1m4q_A	512	100.00	2
CLINT1	E	2v8s_E	944.1	100.00	2
TNS2	E	2loz_A	672.1	100.00	2
CDC37	E	2k5b_B	721.6	100.00	2
CBFB	E	1e50_B	1136.9	100.00	2
NUTF2	E	5bxq_A	2754.4	100.00	2
SCP2	E	2c0l_B	1102	100.00	2
USP5	E	2g45_A	467	100.00	2
RNF25	E	5d1k_B	1732.1	100.00	2
GTF2F2	E	1f3u_A	2337.9	100.00	2
RPAP3	E	4cgw_A	360.8	100.00	2
PSMD4	E	2kde_A	1196.1	100.00	2
GRB2	E	3n7y_A	1386.8	100.00	2
RPLP1	E	4beh_A	1287.2	100.00	2
BMI1	E	2ckl_A	2220.8	100.00	2
UPF3B	E	1uw4_A	1110.1	100.00	2
SIN3A	E	1g1e_B	684.2	100.00	2
DYNLL1	E	1f95_A	1423.8	100.00	2
BANF1	E	2odg_A	989.5	100.00	2
EXOC2	E	1uad_C	525.2	100.00	2
LRPAP1	E	2fyl_A	951.3	100.00	2
HMGB1	E	2ly4_A	740.5	100.00	2
GOPC	E	4k75_A	515.9	100.00	2
PLAA	E	2k8b_B	762.6	100.00	2
PABPC1	E	2rqg_B	648.3	100.00	2
LRP1	E	2fyl_B	862	100.00	2
GMNN	E	2wvr_A	2756.8	100.00	2
CLIP1	E	2e4h_A	309.6	100.00	2
LIMS1	E	2kbx_B	622.1	100.00	2
ARHGEF7	E	1zsg_A	514.4	100.00	2
FDX1	E	3n9y_C	1051.9	100.00	2
CD2BP2	E	1l2z_A	366.9	100.00	2
SH3KBP1	E	2k6d_A	795.9	100.00	2
NXF1	E	1oai_A	343.1	100.00	2
PSME1	E	1avo_A	2676.4	100.00	2
YAP1	E	1k9q_A	237.5	100.00	2
PRKAR2A	E	2izx_A	1567.5	100.00	2
PIN1	E	1i8g_B	252.8	100.00	2
MYH9	E	2lnk_C	2187.9	100.00	2
TCERG1	E	2jup_W	301.8	100.00	2
EEA1	E	3mjh_B	595.5	100.00	2
CALCOCO2	E	4xkl_B	573.7	100.00	2
STK38	E	1psb_C	819.8	100.00	2
BAX	E	3pk1_B	993.2	100.00	2
BAIAP2	E	4js0_B	1269.6	100.00	2
STAM	E	3f1i_C	2431.6	100.00	2
MTA1	E	4pbz_B	948.4	100.00	2
GSPT1	E	2rqh_A	680	100.00	2
SLC9A3R2	E	2d11_E	1072.8	100.00	2
KMT2A	E	2msr_A	330.1	100.00	2
CHMP4B	E	3c3q_B	733.1	100.00	2
SLC9A3R1	E	2d10_E	922.9	100.00	2
HCFC1	E	4n3c_B	1495.9	100.00	2
STAM2	E	5crv_C	734.5	100.00	2
YY1	E	4c5i_C	789.7	100.00	2
NEK9	E	5de2_C	837.6	100.00	2
PEX19	E	3mk4_B	639.1	100.00	2
ITCH	E	2p4r_T	700	100.00	2
NCOA5	E	2j7x_B	453.4	100.00	2
DDX3X	E	3jrv_C	768.6	100.00	2
PLCG1	E	4k45_B	574.2	100.00	2
SNX9	E	3lge_E	961.6	100.00	2
PRDX4	E	3wgx_C	426.4	100.00	2
SRI	E	4usl_D	473.7	100.00	2
FAP	E	1z68_A	2591.7	100.00	1
TKT	E	3mos_A	4686.5	100.00	1
ATIC	E	1p4r_A	6847.8	100.00	1
ME2	E	1do8_A	4650.3	100.00	1
CAT	E	1qqw_A	10863.3	100.00	1
NAMPT	E	2gvj_A	4544.5	100.00	1
GSS	E	2hgs_A	1848.6	100.00	1
UGDH	E	3tdk_A	4778.6	100.00	1
GSR	E	1grg_A	3928.7	100.00	1
HARS	E	4phc_A	4157	100.00	1
IMPDH2	E	1nf7_A	5273.7	100.00	1
AHCY	E	1li4_A	5838.6	100.00	1
ENO1	E	2psn_A	2032.3	100.00	1
IDH1	E	1t0l_A	4420	100.00	1
GOT1	E	3wzf_A	3190.8	100.00	1
OAT	E	1oat_A	5374.2	100.00	1
CDC42BPB	E	3qfv_A	2727.7	100.00	1
RUVBL1	E	2c9o_A	3821.9	100.00	1
WARS	E	1o5t_A	1530	100.00	1
ACAT2	E	1wl4_A	4211.2	100.00	1
FDPS	E	4ga3_A	2467.7	100.00	1
ALDOA	E	1ald_A	2576.9	100.00	1
PARP1	E	1wok_A	1740.6	100.00	1
CARM1	E	2y1w_A	2583.1	100.00	1
KIF11	E	1ii6_A	1373.8	100.00	1
NAGK	E	2ch6_A	2137.2	100.00	1
LDHA	E	1i10_A	5721.2	100.00	1
LDHB	E	1i0z_A	5422.8	100.00	1
ADK	E	4o1l_A	1180.9	100.00	1
GAPDH	E	1u8f_O	4070	100.00	1
AKR1B1	E	1ef3_A	855.5	100.00	1
ANXA5	E	1hak_A	908.4	100.00	1
CSNK1D	E	1ckj_A	1100.1	100.00	1
TYMS	E	1hvy_A	2683.3	100.00	1
PDPK1	E	1h1w_A	2270.6	100.00	1
OXSR1	E	3dak_A	3043.1	100.00	1
CBR1	E	4z3d_A	1280.8	100.00	1
HAGH	E	1qh3_A	499	100.00	1
GSTO1	E	1eem_A	1341.9	100.00	1
TPI1	E	1hti_A	1807.6	100.00	1
COPS5	E	4f7o_A	1157.6	100.00	1
SEPT3	E	3sop_A	1244.6	100.00	1
DCXR	E	3d3w_A	3797.9	100.00	1
HMOX1	E	1ni6_A	1277.9	100.00	1
PNPO	E	1nrg_A	3026.4	100.00	1
UCK2	E	1xrj_A	1825.5	100.00	1
GLTP	E	4gxg_A	994.3	100.00	1
GSTP1	E	13gs_A	1900.2	100.00	1
HSP90AA1	E	2bt0_A	1221.8	100.00	1
UHRF2	E	4pw7_A	1084.8	100.00	1
PAPSS2	E	2ax4_A	1926.9	100.00	1
HDDC2	E	4dmb_A	2606.8	100.00	1
NUDT5	E	3aca_A	3420.7	100.00	1
SEPT7	E	3tw4_A	869	100.00	1
GNPNAT1	E	2huz_A	3116.9	100.00	1
GLO1	E	1fro_A	3787.2	100.00	1
DUSP3	E	3f81_A	754.6	100.00	1
PARK7	E	4p2g_A	1544.4	100.00	1
PPP5C	E	1a17_A	2839.1	100.00	1
TK1	E	1xbt_A	2360.8	100.00	1
PTP4A1	E	1zck_A	1307.8	100.00	1
NME1	E	2hvd_A	3078.1	100.00	1
FKBP4	E	1n1a_A	756.2	100.00	1
NDEL1	E	2v66_B	4764.8	100.00	1
HINT1	E	3tw2_A	2191.7	100.00	1
RELA	E	1my5_A	651.7	100.00	1
TXN	E	1auc_A	560.5	100.00	1
S100A11	E	2luc_A	1826.4	100.00	1
RBPMS	E	5det_A	1362.2	100.00	1
VIM	E	3swk_A	2201.8	100.00	1
CKS2	E	1cks_A	3778.7	100.00	1
EIF3J	E	3bpj_A	2396.2	100.00	1
CRKL	E	2bzy_A	1933.1	100.00	1
MYO10	E	2lw9_A	1183.7	100.00	1
DGCR8	E	3le4_A	1296.8	100.00	1
DPP3	E	3t6b_A	609.3	99.86	2
FARSB	E	3l4g_B	6530.4	99.83	2
KARS	E	4ycu_A	5898.1	99.81	2
G6PD	E	2bh9_A	4177.9	99.80	1
ALDH3A2	E	4qgk_A	4465	99.78	1
KPNA4	E	4uae_A	1737.6	99.76	2
PAICS	E	2h31_A	4804.7	99.76	1
ALDOC	E	1xfb_A	2420.5	99.73	1
GNAQ	E	4gnk_A	1857.5	99.72	2
MAPK14	E	3gcu_A	1818.4	99.72	1
AKR7A2	E	2bp1_A	1396.1	99.72	1
PDCD6IP	E	2r02_A	497.8	99.71	2
MAP2K1	E	2p55_A	1497.6	99.70	1
HADH	E	1f0y_A	2536.8	99.67	1
PPP1CC	E	4v0w_A	937	99.66	2
ESD	E	3fcx_A	864.1	99.65	1
SEC24D	E	3efo_B	1122.7	99.61	3
NR3C1	E	1m2z_A	1899.9	99.61	2
ALDH7A1	E	4zul_A	5687.6	99.61	1
YWHAH	E	2c63_A	1178.1	99.60	2
YWHAB	E	4dnk_A	1495.7	99.60	1
EMG1	E	5fai_A	1947.6	99.57	1
LXN	E	2bo9_B	1373.3	99.55	2
PRDX6	E	1prx_A	2493.9	99.55	1
TEAD1	E	3kys_A	1776.3	99.54	2
CDC16	E	4ui9_K	7330.40000000001	99.52	18
TRIM33	E	3u5o_A	987.3	99.52	2
XPNPEP1	E	3ctz_A	1865.8	99.52	1
QKI	E	4jvh_A	1453.1	99.52	1
UBE2K	E	3k9o_A	438.3	99.50	2
SRP68	E	4ue5_C	884.5	99.49	6
MYO5A	E	4lx2_A	733.3	99.49	2
SEPHS1	E	3fd6_A	2832.3	99.49	1
FMNL2	E	4yc7_B	1479.5	99.48	2
RHOA	E	1ow3_B	1479.8	99.48	2
APPL1	E	2z0o_A	6577.4	99.48	1
UBE2E1	E	3bzh_A	1170.9	99.48	1
PPIC	E	2esl_A	575.5	99.47	2
PSMD7	E	2o95_A	3018.5	99.47	1
TRIM24	E	3o36_A	235.9	99.46	2
DIABLO	E	1few_A	1103.3	99.46	1
CUL4B	E	4a0l_E	2809.3	99.45	4
MAPK1	E	4fmq_A	873.2	99.45	2
RAB35	E	3tw8_B	1430.2	99.45	2
STAT6	E	4y5w_A	1707.7	99.45	1
CAPN2	E	1kfu_L	3068.1	99.43	2
GAK	E	4c57_A	1328.9	99.41	2
CFL1	E	3j0s_M	2112.8	99.40	2
CTBP2	E	2ome_A	3495.6	99.40	1
PPIF	E	5a0e_A	533.4	99.39	2
NUP133	E	3i4r_B	1111.5	99.38	2
RDX	E	3x23_A	647	99.36	2
UBE2C	E	4yii_U	677.7	99.35	2
PPP2R4	E	4ny3_A	676.3	99.34	2
SRM	E	2o06_A	1972.6	99.34	1
AHCYL1	E	3mtg_A	4544.8	99.32	1
BLVRA	E	2h63_A	1390.9	99.32	1
WNK1	E	3fpq_A	1242.4	99.31	1
POLR2D	E	5flm_D	1716.7	99.30	12
DIMT1	E	1zq9_A	637.8	99.30	1
STK24	E	4o27_B	1203	99.29	3
RPRD1A	E	4jxt_A	614.8	99.28	2
TGM2	E	2q3z_A	742.3	99.27	2
PAFAH1B1	E	1vyh_C	737.2	99.27	2
TPM1	E	4a7f_B	3751.3	99.26	3
STIP1	E	1elr_A	387.3	99.24	2
PIP4K2C	E	2gk9_A	1024.2	99.23	1
CUL5	E	4jgh_D	970.6	99.21	4
ZMYND11	E	5hda_A	2779.7	99.19	2
KIF23	E	3vhx_B	2256.6	99.17	2
DPYSL3	E	4cns_A	2353.6	99.17	1
TP53BP2	E	4a63_B	685.7	99.16	2
MTPN	E	2kxp_C	679.9	99.15	3
VAV2	E	4roj_A	419.4	99.15	2
MICU1	E	4nsd_A	488	99.15	1
PLXNA4	E	4e74_A	324	99.15	1
WDR77	E	4gqb_B	2070.7	99.13	3
GARS	E	2q5h_A	2787.5	99.13	1
FDFT1	E	3vjc_A	2445.2	99.13	1
PLXNA2	E	3q3j_A	803.8	99.11	2
USP15	E	3pv1_A	1639.9	99.11	1
PSPH	E	1l8o_A	870.9	99.11	1
PPP1CB	E	1s70_A	2683.5	99.09	2
MAP4K4	E	4rvt_A	1770.6	99.09	1
USO1	E	3gq2_A	1045.2	99.08	1
HAT1	E	2p0w_A	1415.2	99.07	2
AP1G1	E	1w63_A	5107.5	99.03	4
COPS4	E	4d18_D	4041	99.02	8
PTPN11	E	1aya_A	534.1	99.01	2
PGAM5	E	3o0t_A	1649.3	99.01	1
RAB11B	E	4ojk_A	1215.4	99.00	2
AURKB	E	4af3_A	1750.4	98.97	2
PEA15	E	4iza_B	598	98.97	2
AHNAK2	E	4cn0_A	4073.5	98.97	1
NEDD4	E	2xbb_A	889.7	98.96	2
SPG20	E	4u7i_A	693.4	98.95	2
RAB8A	E	4lhx_A	1163.2	98.92	2
MLLT4	E	2ain_A	346	98.92	2
KHDRBS3	E	5emo_A	2644.4	98.92	1
VPS29	E	2r17_A	1715.7	98.91	2
CUL3	E	4eoz_B	827.6	98.90	2
AP2A2	E	2jkr_A	6217	98.88	5
NUPL1	E	4jo7_A	2659.7	98.88	2
LTA4H	E	3b7s_A	467.7	98.86	2
KLC2	E	3zfw_A	699.3	98.86	2
CELF1	E	3nnh_A	820.5	98.86	1
RAB21	E	2ot3_B	1141.7	98.82	2
SF3A1	E	2dt7_B	619.3	98.82	2
AIP	E	4apo_A	389.5	98.79	2
KDM2A	E	4qwn_A	2654.6	98.78	3
CAPZB	E	3aa0_B	4667.5	98.77	3
BIN1	E	1mv0_B	574.3	98.77	2
ASF1A	E	2iij_A	729.2	98.73	2
STUB1	E	2c2v_S	1301.8	98.72	3
FGF2	E	1iil_A	1526.8	98.71	2
ETV6	E	2qb0_A	689	98.70	2
IDE	E	2g49_A	941.7	98.69	2
BCAR1	E	3t6g_B	1171.6	98.69	2
BUB1	E	4a1g_A	497.6	98.68	2
STAT3	E	1bg1_A	2040	98.66	1
ENO2	E	1te6_A	2084.9	98.63	1
PCBP2	E	2axy_A	1526.8	98.63	1
ME1	E	3wja_A	4460.8	98.62	1
SPHK1	E	3vzd_A	1938	98.61	1
STK26	E	4fzd_B	794.7	98.59	3
IKBKG	E	3brt_B	2302.4	98.53	2
PCID2	E	3t5x_A	1179.8	98.52	2
PITPNA	E	1kcm_A	1493.2	98.52	1
TFAM	E	3fgh_A	1059.7	98.51	1
PRDX1	E	2rii_A	2527.8	98.49	2
ATAD2	E	4qut_A	1026	98.46	2
NUP62	E	3t97_A	2059.3	98.44	2
MORC3	E	4qq4_A	917	98.39	2
ANTXR1	E	3n2n_A	1821.6	98.38	1
MALT1	E	3v4o_A	1758.5	98.37	2
FNBP1	E	2efl_A	4682.2	98.36	1
SNRNP70	E	4pjo_K	3218.3	98.33	9
GOLGA4	E	1upt_B	1779.5	98.33	2
DR1	E	1jfi_B	3258.3	98.32	3
RAB1B	E	4hlq_B	1484.6	98.29	2
COMMD9	E	4nkn_A	3241.2	98.28	1
PSMD10	E	4nik_A	854.4	98.26	2
MYO6	E	2bki_A	2863.6	98.25	2
TP53I3	E	2oby_A	1790.1	98.22	1
RPS29	E	4kzy_d	3203.2	98.21	35
DPY30	E	4riq_A	1812.2	98.21	2
IKBKB	E	4e3c_A	1119.1	98.21	1
UBA1	E	4p22_A	2495	98.21	1
GABPA	E	1awc_A	1531.4	98.18	2
PARD3	E	2k20_A	531.1	98.08	2
SGTA	E	4goe_A	876.3	98.08	1
CDH6	E	3lnd_A	1131.9	98.07	1
RAN	E	1rrp_A	2648.7	98.04	2
PRPF4B	E	4ian_A	634.2	98.04	1
CNOT2	E	4c0d_B	5497.4	98.01	3
CSTB	E	1stf_I	920.7	97.96	2
SHC1	E	1shc_A	796.2	97.95	2
TLE1	E	2ce8_A	1600.3	97.92	2
GART	E	2v9y_A	1847	97.90	1
EMD	E	2odg_C	501.9	97.87	2
UBL4A	E	4wwr_B	1312.8	97.87	2
MAP2K4	E	3alo_A	3056.1	97.86	2
YARS	E	4q93_A	2443.6	97.85	1
TRNT1	E	4x4w_A	1077	97.84	1
PFN2	E	1d1j_A	1418.8	97.84	1
RBBP7	E	3cfs_B	629	97.83	2
FABP5	E	4azm_A	3929.2	97.83	1
MGLL	E	4uuq_A	966.4	97.81	1
RARS	E	4r3z_B	2013.1	97.78	3
MAP2K2	E	1s9i_A	1399.5	97.74	1
VPRBP	E	4z8l_A	1891.7	97.71	3
SRR	E	3l6b_A	1056.2	97.69	1
RAB5C	E	4kyi_B	1283.6	97.65	2
NAPA	E	3j96_G	3032	97.64	5
CCT8	E	4b2t_Q	2708.5	97.63	8
STXBP1	E	4jeu_A	2512.4	97.63	2
TARS	E	4hwt_A	2622.3	97.58	1
RAB11FIP2	E	2k6s_A	439.9	97.56	1
PRPS1	E	2h06_A	4121.6	97.55	1
MAP1LC3B	E	2k6q_A	618	97.52	2
RANBP1	E	1k5d_B	2650.3	97.51	3
NPLOC4	E	2pjh_A	1001.9	97.50	2
NUP54	E	4jo7_B	2349	97.50	2
PTPN9	E	4icz_A	423.7	97.45	2
EIF4E2	E	2jgb_A	1064.7	97.44	2
PKM	E	1pkm_A	4188.1	97.36	1
KCTD10	E	5fta_A	1269.7	97.32	1
TXNRD1	E	2zz0_A	4245.6	97.27	1
HEXIM1	E	2gd7_A	2713.9	97.20	1
PREP	E	2xdw_A	1095.1	97.18	2
KCTD9	E	5bxh_A	1492.3	97.17	1
COL4A3BP	E	4hhv_A	888.1	97.14	1
TCP1	E	4b2t_A	3031	97.12	8
NEK7	E	5de2_A	674.7	97.10	2
TAX1BP1	E	4nlh_A	460.2	97.10	1
NOTCH3	E	4zlp_A	1015.5	97.05	1
DCP1A	E	4b6h_A	648	97.01	2
QARS	E	4r3z_C	918.7	97.00	3
NPM1	E	4n8m_A	2018.9	96.99	1
PAFAH1B3	E	1fxw_A	1139.5	96.98	2
MARS	E	4bl7_A	1293.1	96.98	2
PGAM1	E	4gpz_A	1271	96.95	1
DUT	E	3ehw_A	4556.1	96.95	1
CMAS	E	1qwj_A	2468.6	96.94	1
AK1	E	1z83_A	1257.8	96.94	1
HLTF	E	4s0n_A	2178.2	96.92	1
MAT2B	E	4ndn_E	1473.1	96.90	2
DAB2	E	1m7e_A	620.9	96.88	2
FLI1	E	5e8g_A	803	96.88	1
EIF2B1	E	3ecs_A	2959.5	96.83	1
MTAP	E	3ozc_A	2429.7	96.82	1
PPP1R8	E	3v4y_B	1737.1	96.77	2
PRPF4	E	1mzw_B	481.1	96.77	2
GNA13	E	3cx7_A	1664.5	96.75	2
NT5C2	E	5cr7_A	5975.7	96.75	1
GMPS	E	2vxo_A	4142.2	96.70	1
PPP1R12A	E	1s70_B	2441.5	96.66	2
ACOT7	E	2q2b_A	1541.8	96.65	1
VPS26A	E	4p2a_A	497.6	96.64	2
UBE2D3	E	2fuh_A	547	96.58	2
SMC1A	E	2wd5_A	1519.9	96.57	2
LMNA	E	1x8y_A	1788.6	96.51	1
TJP2	E	2osg_A	2614	96.39	1
