gene	struc	chn	decay.class	qtype	unq	tot	species	
ING1	2qic	A	X	het	2	2	human
PPP1R15A	4xpn	B	X	het	2	2	human
TEK	2gy7	B	X	het	2	2	human
ATP1A1	3wgu	A	U	het	3	3	human
USP4	3jyu	A	U	hom	1	2	human
PHAX	2xc7	A	E	mon	1	1	human
SPAG7	2cpm	A	E	mon	1	1	human
DOCK2	3b13	A	X	het	2	4	human
ZNHIT3	2yqq	A	X	mon	1	1	human
AGAP2	2bmj	A	X	mon	1	1	human
ITPR1	3jav	A	X	hom	1	4	human
CREB1	2lxt	C	E	het	3	3	human
SKA1	4aj5	A	X	het	3	30	human
FXR1	4ova	A	E	hom	1	4	human
IQSEC2	3qwm	A	X	hom	1	2	human
MAPKAPK2	4tyh	A	U	het	2	2	human
KIF3B	3b6u	A	X	hom	1	2	human
LARP7	4wkr	A	X	mon	1	1	human
GDI1	1d5t	A	E	mon	1	1	human
PTP4A1	1zck	A	E	hom	1	3	human
ORC6	3m03	A	X	mon	1	1	human
CCL26	1g2t	A	X	mon	1	1	human
PPIB	1cyn	A	U	het	2	2	human
CYP2E1	3lc4	A	X	mon	1	1	human
PDE5A	1udu	A	X	hom	1	2	human
SCD	4ymk	A	X	mon	1	1	human
EIF5AL1	3cpf	A	X	mon	1	1	human
CDK18	3mtl	A	X	mon	1	1	human
NUDT5	3aca	A	E	hom	1	2	human
LDB1	2xjy	B	X	het	2	2	human
CDK16	3mtl	A	X	mon	1	1	human
SETD3	3smt	A	X	mon	1	1	human
S100A10	4ftg	A	U	het	3	5	human
LTBP1	1ksq	A	X	mon	1	1	human
SPG7	2qz4	A	X	mon	1	1	human
DNAJC12	2ctq	A	X	mon	1	1	human
MNX1	1omq	A	X	mon	1	1	human
GMPR2	2c6q	A	U	hom	1	4	human
FTH1	3ajo	A	N	hom	1	24	human
MPP3	3o46	A	X	hom	1	3	human
SIAH2	5h9m	A	X	hom	1	2	human
CHD5	2l75	A	X	het	2	2	human
UBE2L6	2kjh	A	X	het	2	2	human
MAF1	3nr5	A	X	mon	1	1	human
PRKG1	3ocp	A	X	hom	1	2	human
AQP5	5dye	A	X	hom	1	4	human
CRYZ	1yb5	A	X	hom	1	2	human
FAAH	2wap	A	X	hom	1	2	human
MCEE	3rmu	A	X	hom	1	2	human
HIST1H2BC	2cv5	D	X	het	4	8	human
RP5-1022E24.6	1pxe	A	X	mon	1	1	human
SPTBN4	1wyq	A	X	mon	1	1	human
NQO2	1qr2	A	X	hom	1	2	human
CDH3	4nqq	A	X	hom	1	2	human
BMF	2vog	B	X	het	2	2	human
TLR4	3fxi	A	X	het	2	4	human
GPHN	2fts	A	E	het	2	4	human
PTPN3	4rhg	A	X	het	2	2	human
CREBBP	1rdt	E	X	het	4	4	human
SULT1C4	2gwh	A	X	hom	1	2	human
ENPEP	4kx8	A	X	het	2	2	human
RAN	1rrp	A	E	het	2	2	human
GRIN2B	3qel	B	X	het	2	3	human
FOXD4L5	2hfh	A	X	mon	1	1	human
ASH2L	4x8n	A	U	het	2	2	human
TLE1	2ce8	A	E	het	2	3	human
TBC1D7	3qwl	A	X	mon	1	1	human
STK17B	3lm5	A	X	mon	1	1	human
NOXO1	2l73	A	X	mon	1	1	human
MAGEA4	2wa0	A	X	mon	1	1	human
BOC	3n1g	C	X	het	2	2	human
HDAC7	5a2s	A	X	mon	1	1	human
NECAP1	1tqz	A	X	mon	1	1	human
RAD18	2ybf	B	X	het	2	2	human
ARNTL	4f3l	B	X	het	2	2	human
CHRNA2	3mra	A	X	mon	1	1	human
RBM17	2peh	A	X	het	2	2	human
FOXD4L1	2hfh	A	X	mon	1	1	human
EPS15L1	1f8h	A	U	het	2	2	human
STK24	4o27	B	E	het	3	3	human
PPP2R1A	2nyl	A	U	het	4	4	human
PLA2G1B	1fx9	A	X	hom	1	2	human
C9orf142	3wtf	A	X	hom	1	2	human
LXN	2bo9	B	E	het	2	4	human
APC	3qhe	A	X	het	2	2	human
TCEA3	1wjt	A	X	mon	1	1	human
BTG2	3djn	B	X	mon	1	1	human
GNB3	3ah8	B	X	het	4	4	human
SEMA7A	3nvq	A	E	het	2	4	human
PPP1R9A	3hvq	C	X	het	2	4	human
HOXB4	2r5z	A	X	het	2	2	human
PRKAA2	4red	A	X	hom	1	4	human
CXCR1	1ilp	C	X	het	2	3	human
SNX3	2csk	A	U	mon	1	1	human
SCN8A	4djc	B	X	het	2	2	human
UBR1	3ny3	A	X	het	2	2	human
UGT2B7	2o6l	A	X	hom	1	2	human
RNF111	5d0m	C	X	het	3	3	human
NAGA	4do6	A	X	hom	1	2	human
PCDHA12	1wuz	A	X	mon	1	1	human
IL13RA2	3lb6	C	X	het	2	2	human
ORAI1	4ehq	G	X	het	2	2	human
PPIP5K1	3t54	A	X	mon	1	1	human
GSK3B	4b7t	A	X	het	2	2	human
TUBA1C	4drx	A	E	het	3	3	human
ALDH4A1	4oe5	A	X	hom	1	2	human
ZNF221	2eor	A	X	mon	1	1	human
UBD	2mbe	A	X	mon	1	1	human
HK3	3hm8	A	X	mon	1	1	human
WAS	2a3z	C	X	het	3	3	human
SH3BGRL	1wry	A	E	mon	1	1	human
EGLN1	3hqu	A	X	het	2	2	human
CEP170B	4jon	A	X	mon	1	1	human
SOST	2kd3	A	X	mon	1	1	human
CDKL1	4agu	A	X	mon	1	1	human
ZFYVE21	2rrf	A	X	mon	1	1	human
UNC13B	2cjt	A	X	hom	1	2	human
ITK	4mf0	A	X	hom	1	2	human
TEF	4u5t	A	X	hom	1	2	human
IKBKE	4euu	A	X	hom	1	2	human
PRSS8	3gym	A	X	het	2	2	human
DCP1A	4b6h	A	E	het	2	2	human
COPS2	4d18	B	U	het	8	8	human
RGL1	1ef5	A	X	mon	1	1	human
CIDEA	2eel	A	X	mon	1	1	human
SF3B6	2f9d	A	U	het	2	2	human
MAPRE1	3tq7	A	E	het	3	4	human
CD40	3qd6	R	X	het	2	5	human
FYN	1m27	C	X	het	3	3	human
MRGBP	2n1d	A	X	het	2	2	human
ATP5B	2xnd	D	N	het	6	17	human
ZNF451	5d2m	G	X	het	4	5	human
SRSF9	2m8d	B	U	mon	1	1	human
TARDBP	3d2w	A	X	hom	1	2	human
ANOS1	1zlg	A	X	mon	1	1	human
ARHGDIA	1hh4	D	U	het	2	2	human
CIDEC	4mac	A	X	hom	1	2	human
JAG1	5bo1	A	X	het	3	3	human
RAB35	3tw8	B	E	het	2	2	human
AC011513.3	2qsq	A	X	hom	1	2	human
SKA2	4aj5	K	X	het	3	30	human
AMBP	4es7	A	X	mon	1	1	human
RUFY3	2dwg	A	X	mon	1	1	human
PPP2R2B	3dw8	B	X	het	4	4	human
LRP4	3v65	B	X	het	2	4	human
BICD1	4ytd	A	X	hom	1	2	human
SNTB1	2pdz	A	X	het	2	2	human
TNF	4g3y	C	X	het	3	9	human
ANKS3	4nl9	A	X	het	2	2	human
ZZZ3	2yum	A	X	mon	1	1	human
ISY1-RAB43	1x4t	A	X	mon	1	1	human
MTAP	3ozc	A	E	hom	1	3	human
MCM3AP	4dhx	A	X	het	2	3	human
PPME1	3c5w	P	E	het	3	3	human
IGLV3-25	4aiz	B	X	hom	1	4	human
PAK2	2qme	I	E	het	2	2	human
IGF2BP1	2e44	A	X	mon	1	1	human
CDH9	3lnd	A	X	hom	1	2	human
DIAPH1	2f31	B	N	het	2	2	human
PTPRK	2ooq	A	X	mon	1	1	human
PLS3	2d85	A	E	mon	1	1	human
PCDHA11	1wuz	A	X	mon	1	1	human
S100A16	2l50	A	U	hom	1	2	human
PGAM1	4gpz	A	E	hom	1	2	human
ARRB1	2iv8	P	X	het	2	3	human
IFNA5	4z5r	D	X	het	3	3	human
APOD	2hzr	A	X	mon	1	1	human
PPP1R2	2o8a	I	X	het	2	2	human
IGKV2D-29	1wz1	L	X	het	2	2	human
NOVA1	1dtj	A	X	mon	1	1	human
RUVBL1	2c9o	A	E	hom	1	6	human
RP11-152F13.10	2mkh	A	X	mon	1	1	human
CPB1	1zli	A	X	het	2	2	human
HDAC2	4bkx	B	N	het	2	4	human
GRM5	3lmk	A	X	hom	1	2	human
MYO5B	4lx0	B	X	het	2	2	human
C9	5fmw	A	X	hom	1	22	human
CA2	1g6v	A	X	het	2	2	human
DNA2	5ean	A	X	hom	1	2	human
ZFP42	1ubd	C	X	mon	1	1	human
ADPRH	3hfw	A	X	mon	1	1	human
PDLIM3	1v5l	A	X	mon	1	1	human
CDYL2	4hae	A	X	hom	1	2	human
SMO	4n4w	A	X	hom	1	2	human
GABARAP	3wim	A	X	het	2	2	human
DAO	2du8	A	X	hom	1	2	human
ARRB2	2iv8	P	X	het	2	3	human
LHB	1qfw	B	X	het	6	6	human
NECAP2	1tqz	A	E	mon	1	1	human
GAD2	2okk	A	X	hom	1	2	human
NPM2	3t30	A	X	hom	1	5	human
HAMP	3h0t	C	X	het	3	6	human
NKX2-8	4s0h	B	X	het	2	2	human
FGD3	2coc	A	X	mon	1	1	human
KIF2A	3edl	D	E	het	3	165	human
PAX8	1k78	A	X	het	2	3	human
ADH1C	1ht0	A	X	hom	1	2	human
LRBA	1mi1	A	X	hom	1	2	human
MICU1	4nsd	A	E	hom	1	2	human
CPT1C	2m76	A	X	mon	1	1	human
TNS3	2gjy	A	E	mon	1	1	human
JAK2	4p7e	A	X	hom	1	2	human
DAPK2	1zws	A	X	hom	1	2	human
REM2	3cbq	A	X	mon	1	1	human
ELK4	1k6o	A	X	het	2	3	human
CDH22	1zvn	A	X	hom	1	2	human
HOXB9	2lp0	A	X	het	2	2	human
GOPC	4k75	A	E	het	2	2	human
NCKAP1	4n78	B	N	het	6	6	human
SMARCA5	2nog	A	N	hom	1	2	human
PTHLH	3ffd	P	X	het	3	3	human
SH3BGRL3	1t1v	A	X	hom	1	2	human
EXO1	3qe9	Y	X	mon	1	1	human
CTTN	2d1x	A	E	het	2	3	human
CRYAB	2ygd	A	X	hom	1	24	human
ARHGDIB	1ds6	B	X	het	2	2	human
CDH7	1zvn	A	X	hom	1	2	human
MDH1	5mdh	A	E	hom	1	2	human
PDE6D	5e8f	A	X	het	2	2	human
ZBTB21	1wjp	A	X	mon	1	1	human
LARP6	2mtf	A	X	mon	1	1	human
THBD	1hlt	R	X	het	3	5	human
THAP4	3ia8	A	X	mon	1	1	human
UBL5	4pyu	A	U	het	2	2	human
TBX5	4s0h	A	X	het	2	2	human
LMAN1	3a4u	A	U	het	2	2	human
SLPI	2z7f	I	X	het	2	2	human
TBL1Y	2xtd	A	X	hom	1	4	human
APOBEC3B	4xxo	A	U	hom	1	2	human
KRT73	3tnu	B	X	het	2	4	human
KCNJ9	4kfm	A	X	het	3	12	human
RAC2	1ds6	A	X	het	2	2	human
NOB1	2con	A	E	mon	1	1	human
TDRD1	4b9w	A	X	het	2	4	human
UBE2W	2a7l	A	X	mon	1	1	human
MECR	2vcy	A	X	hom	1	2	human
RANBP1	1k5d	B	E	het	3	3	human
SRGAP1	2dl8	A	N	mon	1	1	human
RGS1	2bv1	A	X	mon	1	1	human
ZFP36L1	1rgo	A	X	mon	1	1	human
SEC23B	3egd	A	E	het	4	4	human
HCRT	1wso	A	X	mon	1	1	human
OLAH	4xjv	A	X	mon	1	1	human
CDA	1mq0	A	X	hom	1	4	human
RAP2A	3rap	R	X	hom	1	2	human
H2AFJ	1hio	A	X	het	4	8	human
ONECUT1	2d5v	A	X	mon	1	1	human
HIRA	2i32	E	X	het	2	2	human
CDC25B	2uzq	A	X	hom	1	2	human
CD300LF	2nms	A	X	mon	1	1	human
SERPINE1	9pai	B	X	het	2	2	human
SNRPD2	4pjo	D	U	het	9	9	human
CYP7A1	3dax	A	X	hom	1	2	human
TIMP3	3cki	B	X	het	2	2	human
DAZ2	2xs2	A	X	mon	1	1	human
STXBP3	3puk	A	U	het	2	2	human
UCP3	2lck	A	X	mon	1	1	human
HIP1R	1r0d	A	X	mon	1	1	human
CDC42BPA	4aw2	A	X	hom	1	2	human
TNKS	3utm	A	X	het	2	3	human
MAP2K6	3enm	A	X	hom	1	2	human
SMPDL3A	5fca	A	X	mon	1	1	human
CD40LG	1i9r	A	X	het	3	9	human
UBE2U	1yrv	A	X	mon	1	1	human
PDP1	2pnq	A	U	mon	1	1	human
IGKV1D-16	1dql	L	X	het	2	2	human
TLE4	2ce8	A	X	het	2	3	human
WDHD1	2d7l	A	E	mon	1	1	human
IFNA4	4ypg	C	X	het	3	3	human
H2AFZ	1f66	C	X	het	4	8	human
SIRT3	4fvt	A	X	het	2	2	human
CA8	2w2j	A	X	mon	1	1	human
DECR1	1w73	A	U	hom	1	4	human
GCGR	4ers	A	X	het	3	3	human
IRF1	1if1	A	X	hom	1	2	human
DNMT1	4yoc	A	X	het	2	2	human
PCMT1	1kr5	A	U	mon	1	1	human
HIST1H2AM	4edu	T	X	het	2	4	human
RGS2	4ekd	B	X	het	2	2	human
ARID3C	1kqq	A	X	mon	1	1	human
GFPT1	2zj3	A	U	hom	1	2	human
MIP	3m9i	A	X	hom	1	8	human
HBA1	4wjg	A	X	het	5	10	human
EMD	2odg	C	E	het	2	3	human
SLBP	4qoz	C	E	het	2	2	human
DIMT1	1zq9	A	E	hom	1	2	human
CECR2	3nxb	A	X	mon	1	1	human
ADH4	3cos	A	X	hom	1	2	human
GFI1	2kmk	A	X	mon	1	1	human
MTRNR2L1	2gd3	A	X	mon	1	1	human
DUSP12	4ki9	A	U	mon	1	1	human
TRMT6	5ccb	B	E	het	2	4	human
LAMTOR2	1vet	B	X	het	2	2	human
UBE2J2	2f4w	A	X	mon	1	1	human
GTF2H1	2rnr	B	X	het	2	2	human
PTPRM	2v5y	A	X	hom	1	2	human
RALYL	1txp	A	X	hom	1	4	human
SMAD2	1u7v	A	U	het	2	3	human
CTCF	2ct1	A	E	mon	1	1	human
CAPZA2	5afu	K	E	het	22	33	human
PPWD1	2a2n	A	X	mon	1	1	human
TXNRD1	2zz0	A	E	hom	1	2	human
NRG1	3u7u	G	X	het	2	2	human
MCAT	2c2n	A	X	mon	1	1	human
ONECUT2	2d5v	A	X	mon	1	1	human
TRIP10	2efk	A	U	hom	1	2	human
SLA	2cud	A	X	mon	1	1	human
NUDCD2	2rh0	A	X	hom	1	2	human
PELI2	3ega	A	X	mon	1	1	human
MEIS2	4xrs	A	U	het	2	2	human
PAX3	3cmy	A	X	hom	1	2	human
CS	1cts	A	U	hom	1	2	human
TEAD4	3jua	A	X	het	2	2	human
SLC14A1	4ezc	A	X	hom	1	3	human
LGALS8	4gxl	A	X	het	2	2	human
PGGT1B	1tnb	B	X	het	3	3	human
MSX1	1ig7	A	X	mon	1	1	human
FECH	2qd3	A	X	hom	1	2	human
PTPRO	2g59	A	X	hom	1	2	human
HIST4H4	4zux	B	X	het	9	36	human
RUNX2	1io4	C	X	het	3	4	human
EXOSC1	2nn6	I	X	het	9	9	human
PLA2G4A	1rlw	A	X	mon	1	1	human
HP1BP3	2rqp	A	U	mon	1	1	human
GRIK3	3olz	A	X	hom	1	4	human
MTRNR2L3	2gd3	A	X	mon	1	1	human
CDKN1B	1jsu	C	X	het	3	3	human
CDKN2D	1bi8	B	X	het	2	4	human
PKLR	2vgb	A	X	hom	1	4	human
NT5E	4h1s	A	N	hom	1	2	human
SEH1L	5a9q	7	U	het	10	304	human
FGF13	4dck	C	X	het	3	3	human
PTPN23	5crv	A	X	het	2	2	human
MT3	2fj5	A	X	mon	1	1	human
ERRFI1	2rfe	E	X	het	2	2	human
LARP1B	4zc4	A	X	hom	1	2	human
EXOSC2	2nn6	H	U	het	9	9	human
MAP1LC3C	3vvw	B	X	het	2	2	human
ZFYVE9	1dev	B	X	het	2	2	human
ZNHIT2	1x4s	A	X	mon	1	1	human
SUMO1	3uip	B	U	het	4	4	human
APOBEC3F	3vow	A	X	mon	1	1	human
COL1A2	3hqv	B	X	het	2	27	human
NNMT	2i62	A	X	mon	1	1	human
TCEB3	4hfx	A	X	hom	1	2	human
CD274	3bik	A	X	het	2	2	human
GLIPR2	1smb	A	X	mon	1	1	human
IL6ST	1p9m	A	X	het	3	6	human
ASCC2	2di0	A	E	mon	1	1	human
GGCT	2pn7	A	X	hom	1	2	human
RECQL4	2kmu	A	X	mon	1	1	human
CYFIP2	4n78	A	U	het	6	6	human
CBX6	3gv6	A	X	het	2	2	human
AUP1	2ekf	A	U	mon	1	1	human
HSPD1	4pj1	A	U	het	2	28	human
POTEJ	5afu	H	X	het	22	33	human
HOXA10-HOXA9	1puf	A	X	het	2	2	human
CR2	3oed	C	X	het	2	2	human
RAB1A	4fme	B	X	het	3	3	human
KLK8	1npm	A	X	mon	1	1	human
TIMD4	5dzn	A	X	hom	1	8	human
IL18R1	3wo4	B	X	het	3	3	human
NBL1	4x1j	A	X	hom	1	2	human
C1QL3	4qqh	A	X	hom	1	3	human
LGALS7	1bkz	A	X	hom	1	2	human
LIN52	4yos	E	X	het	2	2	human
APPL1	2z0o	A	E	hom	1	2	human
RAPGEF6	2d93	A	X	mon	1	1	human
PAPSS2	2ax4	A	E	hom	1	2	human
SMAD5	3kmp	A	E	hom	1	2	human
KIAA0101	4d2g	D	U	het	2	5	human
AGT	2wxw	A	X	mon	1	1	human
PDCD1LG2	3rnq	B	X	het	2	2	human
SPSB4	2v24	A	X	hom	1	2	human
CLIC5	2d2z	A	X	mon	1	1	human
RASGRP1	4l9m	A	X	hom	1	2	human
SERPINA10	3f1s	A	X	het	2	2	human
HTATIP2	2bka	A	X	hom	1	2	human
HOXA5	1ftz	A	X	mon	1	1	human
NCR3LG1	3pv6	A	X	het	2	2	human
HEXA	2gjx	A	U	het	2	2	human
CAMP	4eyc	A	X	mon	1	1	human
MAFK	3a5t	A	X	hom	1	2	human
RERG	2atv	A	X	mon	1	1	human
S100A5	2kax	A	X	hom	1	2	human
HSCB	3bvo	A	X	mon	1	1	human
PUM2	3h3d	X	E	mon	1	1	human
MYL12A	3j04	B	X	het	3	6	human
AMY2A	1xv8	A	X	hom	1	2	human
CD6	5a2e	A	X	mon	1	1	human
GATA6	2l6z	A	X	het	3	3	human
DOCK1	3l4c	A	E	mon	1	1	human
UHRF1	2lgg	A	X	het	2	2	human
GRM2	5cnj	A	X	hom	1	2	human
GHRHR	2xdg	A	X	hom	1	2	human
PDZD11	1wi2	A	X	mon	1	1	human
EGF	3njp	C	X	het	2	4	human
DUSP22	4woh	A	X	mon	1	1	human
CRYBA4	3lwk	A	X	hom	1	2	human
RBP2	1opa	A	X	hom	1	2	human
CHURC1-FNTB	1nl4	B	X	het	2	2	human
UQCRC2	1sqb	B	N	het	11	22	human
ADPRHL2	2qty	A	X	mon	1	1	human
EZR	3x23	A	E	het	2	2	human
NOVA2	2ann	A	X	mon	1	1	human
ARHGAP21	2j59	M	X	het	2	2	human
ANAPC2	4ui9	N	X	het	18	23	human
GUCY1A2	4ni2	A	X	het	2	2	human
ANXA1	1mcx	A	E	mon	1	1	human
CELF4	2dnh	A	X	mon	1	1	human
PIK3CA	4l23	A	X	het	2	2	human
NFATC3	1a66	A	X	mon	1	1	human
HNRNPCL3	1txp	A	X	hom	1	4	human
NUP54	4jo7	B	E	het	2	4	human
DYNLRB1	1z09	A	U	hom	1	2	human
SMG7	1ya0	A	X	mon	1	1	human
GDF10	2qcq	A	X	hom	1	2	human
STAG2	4pjw	A	U	het	2	2	human
PPL	4q28	A	X	mon	1	1	human
PEX5L	4eqf	A	X	het	2	2	human
DPY30	4riq	A	E	het	2	12	human
CUL9	2jng	A	X	mon	1	1	human
AKAP13	4d0n	B	X	het	2	2	human
PDHA2	1ni4	A	X	het	2	4	human
GLS	3voy	A	U	hom	1	4	human
IFNL2	3hhc	A	X	hom	1	2	human
GU182357.6	1im9	D	X	het	4	7	human
IGHV1-2	1wt5	A	X	het	2	4	human
SOCS3	2jz3	A	X	het	3	3	human
SERPINF1	1imv	A	X	mon	1	1	human
PDHA1	1ni4	A	U	het	2	4	human
TRIM37	3lrq	A	X	hom	1	2	human
STAT5A	1y1u	A	X	hom	1	2	human
IGFBP5	1h59	B	X	het	2	6	human
PLCB2	2fju	B	X	het	2	2	human
XRCC1	5e6q	A	X	het	2	2	human
SCARB2	4f7b	A	U	mon	1	1	human
RNPS1	4a8x	A	N	het	3	3	human
APIP	4m6r	A	X	hom	1	4	human
ANAPC16	4ui9	E	X	het	18	23	human
BLMH	1cb5	A	X	hom	1	6	human
DBI	2fdq	A	E	mon	1	1	human
REM1	2nzj	A	X	mon	1	1	human
PTPN2	1l8k	A	X	mon	1	1	human
CHD3	2l75	A	X	het	2	2	human
DUS2	1whn	A	X	mon	1	1	human
LNPEP	4pj6	A	U	hom	1	2	human
UBE2K	3k9o	A	E	het	2	2	human
KCNA6	1qdw	A	X	hom	1	4	human
ST6GAL1	4mps	A	X	mon	1	1	human
IGKV2-40	3jau	L	X	het	3	180	human
GLI3	2gli	A	X	mon	1	1	human
AMT	1wsr	A	X	hom	1	2	human
SELPLG	1g1s	C	X	het	2	4	human
IGKV3D-20	4lrn	L	X	het	2	2	human
KLF1	2l2i	B	X	het	2	2	human
PITRM1	4nge	A	U	het	3	3	human
RNF24	2ep4	A	X	mon	1	1	human
COPA	3mkr	B	U	het	2	2	human
KDM3A	4c8d	A	X	mon	1	1	human
OXSM	2iwz	A	X	hom	1	2	human
RLN1	6rlx	B	X	het	2	4	human
MICAL2	2e9k	A	U	mon	1	1	human
HLA-C	1efx	A	X	het	4	5	human
CDC23	4ui9	C	X	het	18	23	human
F10	2h9e	L	X	het	4	4	human
PRDM7	4c1q	A	X	het	2	2	human
PHF21A	2puy	A	X	het	2	3	human
MMP8	1jan	A	X	het	2	2	human
HBZ	3w4u	A	X	het	2	4	human
PNP	1ula	A	U	hom	1	3	human
MAPK11	4tyh	B	X	het	2	2	human
CRADD	2of5	A	X	het	2	12	human
PREP	2xdw	A	E	het	2	2	human
JAK1	4e5w	A	U	hom	1	2	human
ALDH7A1	4zul	A	E	hom	1	4	human
IFT52	4uzy	B	X	het	2	2	human
EPS8	1aoj	A	E	hom	1	2	human
PCYT2	3elb	A	X	mon	1	1	human
NACAD	3mcb	A	X	het	2	2	human
CPEB2	2dnl	A	X	mon	1	1	human
HIST1H3J	1u35	A	X	het	4	8	human
CTPS1	2vo1	A	E	hom	1	4	human
FBXO4	3l2o	B	X	het	2	2	human
RNF44	4v3l	C	X	het	3	4	human
AP4B1	2mj7	A	X	mon	1	1	human
UBN1	4zbj	D	X	het	4	4	human
PHGDH	2g76	A	E	hom	1	2	human
HMGB1	2ly4	A	E	het	2	2	human
CDH12	1zvn	A	X	hom	1	2	human
P4HB	4ju5	A	U	hom	1	2	human
CNOT2	4c0d	B	E	het	3	3	human
CYCS	2ybb	Y	U	het	37	48	human
CCL24	1eih	A	X	mon	1	1	human
IGKV2D-40	3jau	L	X	het	3	180	human
PPP1R9B	3egh	C	X	het	3	6	human
PGAM2	4gpz	A	X	hom	1	2	human
UBXN1	1whc	A	E	mon	1	1	human
HSPA1A	3d2f	B	X	het	2	2	human
STRBP	2dmy	A	X	mon	1	1	human
SYNE2	4fi9	B	X	het	2	6	human
FGF9	1g82	A	X	hom	1	2	human
INPP1	1inp	A	X	mon	1	1	human
DOC2B	4mjj	A	X	mon	1	1	human
TIMM44	2cw9	A	U	mon	1	1	human
G3BP2	5drv	A	U	het	2	4	human
OAS1	4rwo	A	X	mon	1	1	human
CLPP	1tg6	A	X	hom	1	7	human
AHCY	1li4	A	E	hom	1	4	human
CSNK1G2	4nt4	A	X	mon	1	1	human
FOS	1s9k	D	X	het	3	3	human
TFDP1	2aze	A	X	het	3	3	human
POM121	4yi0	A	X	het	2	2	human
IGLC2	4lld	B	X	het	2	2	human
MEMO1	3bd0	A	U	mon	1	1	human
FANCL	3zqs	A	X	hom	1	4	human
DAAM1	2j1d	G	X	hom	1	2	human
TBRG1	2wzo	A	X	hom	1	2	human
BRCA2	1n0w	B	X	het	4	4	human
IFIH1	4i1s	A	X	het	2	2	human
NPC1	5f1b	C	X	het	3	3	human
PFKFB4	1bif	A	X	hom	1	2	human
MTIF2	3izy	P	X	mon	1	1	human
GBX1	2n8g	A	X	mon	1	1	human
MCPH1	3t1n	A	X	het	2	2	human
PCDHGA9	4zps	A	X	mon	1	1	human
SRY	1j47	A	X	mon	1	1	human
ANG	1a4y	B	X	het	2	4	human
RCVRN	2i94	A	X	het	2	2	human
CDY1B	2fw2	A	X	hom	1	6	human
HTR1A	1hod	A	X	mon	1	1	human
PCBP1	1ztg	A	U	hom	1	2	human
CEP55	3e1r	A	X	het	2	3	human
ASH1L	4ynp	A	X	mon	1	1	human
LATS1	4zrk	E	X	het	2	2	human
ZFAND2B	1x4v	A	X	mon	1	1	human
AC254560.1	3qm4	A	X	hom	1	2	human
NDST3	1nst	A	X	mon	1	1	human
DUSP2	3ezz	A	X	hom	1	24	human
ZNF512B	2gqj	A	X	mon	1	1	human
PCLO	1ujd	A	X	mon	1	1	human
SULT1E1	1g3m	A	X	hom	1	2	human
MIA-RAB4B	1i1j	A	X	mon	1	1	human
SUGP2	1x4p	A	X	mon	1	1	human
RNPC3	3egn	A	X	mon	1	1	human
SPINK7	2leo	A	X	mon	1	1	human
CNNM3	4iys	A	X	hom	1	2	human
CYLD	1whm	A	X	mon	1	1	human
IFNL1	3og4	A	X	het	2	2	human
PTPRN	2qt7	A	X	hom	1	4	human
NEBL	4f14	A	X	het	2	2	human
EIF4A3	2j0s	A	U	het	4	4	human
DEFA6	3qte	A	X	mon	1	1	human
RNASE2	2bex	C	X	het	2	2	human
MYO5A	4lx2	A	E	het	2	2	human
COX6C	2ybb	T	X	het	37	48	human
WEE1	2z2w	A	X	hom	1	2	human
ZFX	7znf	A	X	mon	1	1	human
MR1	4pj5	A	X	het	4	4	human
GLRX3	2wz9	A	U	mon	1	1	human
POU2F2	1gt0	C	X	het	2	2	human
LAIR2	3kgr	A	X	mon	1	1	human
TTC5	4abn	A	X	mon	1	1	human
CGB2	1qfw	B	X	het	6	6	human
SCARA5	2drx	A	X	hom	1	3	human
PANK3	2i7p	A	X	hom	1	2	human
TDP1	1qzq	A	X	hom	1	2	human
SPI1	1pue	E	X	mon	1	1	human
RAB1B	4hlq	B	E	het	2	2	human
COMMD3-BMI1	2ckl	A	X	het	2	2	human
DLL4	4xlw	B	X	het	2	2	human
GUCA2B	1uyb	A	X	mon	1	1	human
LIMS3	2kbx	B	X	het	2	2	human
TAGLN	1ujo	A	U	mon	1	1	human
SH2B2	1q2h	A	X	hom	1	2	human
MYO1C	4r8g	E	U	het	2	4	human
KIFC1	2rep	A	X	mon	1	1	human
HP	4x0i	C	X	het	4	4	human
SMTNL1	2k3s	A	X	het	2	2	human
NPC1L1	3qnt	A	X	mon	1	1	human
MT-ATP6	5ara	W	X	het	11	22	human
PTPRF	4pbv	C	X	het	2	2	human
CDC34	4mdk	A	X	het	2	2	human
UBR5	2qho	B	E	het	2	2	human
ALYREF	3ulh	A	X	hom	1	2	human
FLI1	5e8g	A	E	hom	1	2	human
KCTD9	5bxh	A	E	hom	1	5	human
MYH8	2w4g	M	X	het	3	3	human
CDK3	2jgz	A	X	het	2	2	human
MARCH8	2d8s	A	X	mon	1	1	human
PARVB	4edn	A	X	het	2	2	human
CYP51A1	3juv	A	U	hom	1	2	human
IGHV1-69	4m62	H	X	het	3	6	human
ACO2	8acn	A	U	mon	1	1	human
NUP62CL	3t97	A	X	het	2	3	human
RBCK1	4dbg	A	X	het	2	2	human
BLNK	2eo6	A	X	mon	1	1	human
NFE2L1	3wn7	B	X	het	2	2	human
PRKD3	2d9z	A	X	mon	1	1	human
RIPK2	2n83	B	X	het	2	2	human
CNOT8	2d5r	A	X	het	2	2	human
PAK4	2q0n	A	E	het	2	2	human
PRKCZ	4mjs	A	X	het	2	2	human
