gene	struc	chn	decay.class	qtype	unq	tot	species	
Ighv1-42	1ktr	H	X	het	4	4	mouse
Mbnl1	2rpp	A	E	mon	1	1	mouse
Nbr1	2mj5	B	X	het	2	2	mouse
Trim55	3q1d	A	X	hom	1	2	mouse
Hif1a	1lqb	D	X	het	4	4	mouse
5430402E10Rik	3fiq	A	X	mon	1	1	mouse
Mtf2	2eqj	A	X	mon	1	1	mouse
Hoxa13	2cra	A	X	mon	1	1	mouse
Tnks	3utm	A	X	het	2	3	mouse
Dnm3	5a3f	A	X	hom	1	4	mouse
Prdm1	3dal	A	X	hom	1	2	mouse
Lgals8	4han	A	E	het	2	4	mouse
Tufm	1xb2	A	E	het	2	2	mouse
Plekha4	1upq	A	X	mon	1	1	mouse
Serpinh1	3zha	A	U	het	2	5	mouse
Mbnl3	3d2q	A	X	mon	1	1	mouse
Crybb1	1oki	A	X	hom	1	2	mouse
Aldh1l1	2o2p	A	X	hom	1	4	mouse
Phip	3q2e	A	X	mon	1	1	mouse
Ing4	4afl	A	X	hom	1	2	mouse
Sgol1	3fga	D	X	het	5	5	mouse
Mrpl3	2ftc	C	N	het	16	17	mouse
Igkv4-81	3iy5	A	X	het	2	2	mouse
Ptk2	2j0m	B	E	het	2	2	mouse
Gad1	2okj	A	X	hom	1	2	mouse
Pcdha8	1wuz	A	X	mon	1	1	mouse
Rwdd2a	2daw	A	X	mon	1	1	mouse
Neo1	4pln	C	X	het	2	4	mouse
Mlst8	5flc	D	X	het	6	12	mouse
Ube2v2	1j7d	A	X	het	2	2	mouse
Rpl18	4v5z	Bo	X	het	50	50	mouse
Synj2	1ufw	A	U	mon	1	1	mouse
Itga2b	2k9j	A	X	het	2	2	mouse
Git2	2jx0	A	E	mon	1	1	mouse
Abcb1b	4ksd	A	N	het	2	2	mouse
Brca1	1jm7	A	X	het	2	2	mouse
Hsp90aa1	2vci	A	E	hom	1	2	mouse
Arfgap1	3dwd	A	X	hom	1	2	mouse
Cry1	4ct0	A	X	het	2	2	mouse
Xrcc1	3pc8	A	X	het	2	4	mouse
ENSMUSP00000138719	2iak	A	X	mon	1	1	mouse
Plekha8	2kcj	A	X	mon	1	1	mouse
S100a3	1kso	A	X	hom	1	2	mouse
Syngap1	3bxj	A	X	mon	1	1	mouse
Taf10	4wv4	A	X	het	2	2	mouse
Slit2	2wfh	A	X	hom	1	2	mouse
Unc13c	1y8f	A	X	mon	1	1	mouse
Ubl4a	4wwr	B	U	het	2	2	mouse
Usp15	3lmn	A	E	hom	1	8	mouse
Eif3g	2cq0	A	U	mon	1	1	mouse
Arid1b	1ryu	A	X	mon	1	1	mouse
Orai3	4ehq	G	X	het	2	2	mouse
Svil	2k6n	A	U	mon	1	1	mouse
Trav14d-1	1kj2	A	X	het	5	5	mouse
Naaladl1	4twe	A	X	hom	1	2	mouse
Cpa1	4uee	A	X	hom	1	2	mouse
Gm9726	2djp	A	X	mon	1	1	mouse
Spon1	3coo	A	X	hom	1	2	mouse
Dst	3gjo	E	X	het	2	4	mouse
Rfesd	3d89	A	X	mon	1	1	mouse
Icam5	3bn3	B	X	het	2	2	mouse
Itsn1	3qbv	B	E	het	2	2	mouse
Aldh4a1	3v9j	A	E	hom	1	2	mouse
Rplp2	4v6x	Cu	U	het	82	84	mouse
Hnrnph2	1wg5	A	E	mon	1	1	mouse
Hist1h2bc	2cv5	D	X	het	4	8	mouse
Cdkl1	4agu	A	X	mon	1	1	mouse
Hpgd	2gdz	A	X	hom	1	2	mouse
Gm21936	3zjy	C	X	het	3	3	mouse
Lmna	1x8y	A	U	hom	1	2	mouse
Srgap3	2dl8	A	X	mon	1	1	mouse
Cap2	1k8f	A	X	hom	1	2	mouse
Ugt2b37	2o6l	A	X	hom	1	2	mouse
Ist1	3jc1	Aa	U	het	2	68	mouse
Csnk2a1	4ib5	A	X	het	2	2	mouse
Brms1	2xus	A	X	hom	1	6	mouse
Cog4	3hr0	A	X	hom	1	2	mouse
Zzz3	2fc7	A	X	mon	1	1	mouse
Ythdf3	4rdn	A	E	mon	1	1	mouse
Sorbs2	2lj1	A	X	mon	1	1	mouse
Gm4778	4eoz	A	X	het	2	4	mouse
Strn	4n6j	A	E	hom	1	2	mouse
Dnttip1	4d6k	A	X	hom	1	2	mouse
Vil1	3iur	B	X	het	2	3	mouse
Rras	2fn4	A	X	mon	1	1	mouse
Adamts13	3ghn	A	X	mon	1	1	mouse
Mapre1	1txq	B	E	het	2	4	mouse
Eif4ebp3	1wkw	B	X	het	2	2	mouse
Cdkn1b	1jsu	C	X	het	3	3	mouse
Lcn2	3u9p	C	X	het	3	3	mouse
Fbxo30	2yre	A	U	mon	1	1	mouse
Mnx1	1omq	A	X	mon	1	1	mouse
Rpe65	4f30	A	X	hom	1	2	mouse
Hoga1	3s5n	A	X	hom	1	4	mouse
Gm5150	2yz1	A	X	mon	1	1	mouse
Gskip	1sgo	A	X	mon	1	1	mouse
Cd74	1icf	I	X	het	3	3	mouse
Esrp2	2rvj	A	X	mon	1	1	mouse
Vps35	2r17	C	E	het	2	2	mouse
Notch2	3v79	K	E	het	4	4	mouse
Sirt6	3zg6	A	X	het	2	2	mouse
Kctd9	5bxh	A	X	hom	1	5	mouse
Mllt3	2mv7	A	X	het	2	2	mouse
Trav9-2	2icw	I	X	het	6	6	mouse
Mrpl43	5aj4	Bg	X	het	83	83	mouse
Gm8730	3jag	s	X	het	80	80	mouse
Aadat	2qlr	A	X	hom	1	4	mouse
Cab39l	3zhp	A	X	het	2	2	mouse
Barx1	2dmt	A	X	mon	1	1	mouse
Ybx3	1h95	A	X	mon	1	1	mouse
Pou2f3	1gt0	C	X	het	2	2	mouse
Srebf1	1am9	A	X	hom	1	4	mouse
Kdelc1	2di7	A	X	mon	1	1	mouse
Xdh	4yrw	A	U	hom	1	2	mouse
Prkcq	4ra5	A	X	hom	1	2	mouse
Dlc1	2gyt	A	X	mon	1	1	mouse
Dctn5	5afu	V	X	het	22	33	mouse
Arhgap20	3msx	B	X	het	2	2	mouse
Hnf1a	1f93	E	X	het	2	4	mouse
Flnb	2w0p	A	E	het	2	3	mouse
Faah	1mt5	A	X	hom	1	2	mouse
Uqcr10	1qcr	J	X	het	11	11	mouse
Kdm3b	4c8d	A	E	mon	1	1	mouse
Sdhb	3abv	B	X	het	4	4	mouse
Klf9	1va2	A	X	mon	1	1	mouse
Dusp4	3ezz	A	X	hom	1	24	mouse
Prpsap2	2ji4	A	E	hom	1	6	mouse
Igkv4-78	3ab0	C	X	het	3	3	mouse
Col1a2	3hqv	B	X	het	2	27	mouse
Gstt1	2c3q	A	X	hom	1	2	mouse
1700123L14Rik	2ec1	A	X	mon	1	1	mouse
Psmb3	3unb	I	N	het	14	28	mouse
Pik3cd	5dxu	A	X	het	2	2	mouse
Ighg1	3hkf	A	X	hom	1	2	mouse
Magi3	3soe	A	E	mon	1	1	mouse
Mbd1	4d4w	A	X	mon	1	1	mouse
Nudcd3	1wgv	A	U	mon	1	1	mouse
Sp5	1va2	A	X	mon	1	1	mouse
Elavl2	4egl	A	X	mon	1	1	mouse
Snap23	1nhl	A	U	mon	1	1	mouse
Mettl18	4rfq	A	X	hom	1	2	mouse
Fabp6	1eal	A	X	mon	1	1	mouse
Barx2	2dmt	A	X	mon	1	1	mouse
Tob2	2d5r	B	X	het	2	2	mouse
Alox12	3d3l	A	X	mon	1	1	mouse
Ntrk3	4pbv	A	X	het	2	2	mouse
Usp8	3n3k	A	E	het	2	2	mouse
Tbx10	4a04	A	X	hom	1	2	mouse
Clic3	3fy7	A	X	mon	1	1	mouse
Ces1e	1ya8	A	X	hom	1	3	mouse
Smg5	2hwy	A	E	mon	1	1	mouse
Adss	2v40	A	U	hom	1	2	mouse
Dhodh	4jtu	A	X	hom	1	2	mouse
Chmp6	3htu	B	X	het	2	2	mouse
Ppp2r1a	3fga	A	U	het	5	5	mouse
Atp5e	2xnd	I	X	het	6	17	mouse
Raver2	1wg1	A	X	mon	1	1	mouse
Rps25	3jaj	SZ	N	het	83	83	mouse
Brk1	4n78	E	X	het	6	6	mouse
Foxp2	2as5	F	X	het	2	2	mouse
Cfhr2	2yby	A	X	mon	1	1	mouse
Fam3b	2yop	A	X	mon	1	1	mouse
Plxnc1	3nvq	B	X	het	2	4	mouse
Stxbp5	1urq	A	X	het	4	4	mouse
Nr2f1	3cjw	A	X	hom	1	2	mouse
Ndc80	2igp	A	U	mon	1	1	mouse
Junb	1s9k	E	U	het	3	3	mouse
Pcsk1	1kn6	A	X	mon	1	1	mouse
Rab5a	4q9u	B	U	het	3	8	mouse
Rcor1	2x0l	B	X	het	3	3	mouse
Gm7293	4o59	O	X	hom	1	4	mouse
Siah1a	2an6	A	X	het	2	4	mouse
Anapc13	4ui9	M	X	het	18	23	mouse
Pcif1	2jx8	A	X	mon	1	1	mouse
Rbks	2fv7	A	X	hom	1	2	mouse
Itpk1	2qb5	A	X	mon	1	1	mouse
Atg101	5c50	A	X	het	2	2	mouse
Mb21d1	4ley	A	X	hom	1	2	mouse
Igkv8-24	3j7e	A	X	het	2	480	mouse
Mllt6	5dah	A	X	het	2	2	mouse
Cnot6	3ngq	A	X	mon	1	1	mouse
Krt76	3tnu	B	X	het	2	4	mouse
Brf2	4roe	A	X	het	2	2	mouse
Gnb3	3ah8	B	X	het	4	4	mouse
Usf1	1an4	A	X	hom	1	2	mouse
Nf1	2d4q	A	E	hom	1	2	mouse
Stx1a	4jeu	B	X	het	2	2	mouse
Nudt6	3h95	A	X	hom	1	2	mouse
Dhx9	3llm	A	N	hom	1	2	mouse
Carhsp1	3aqq	A	E	hom	1	4	mouse
Snx24	4az9	A	X	hom	1	2	mouse
Grap2	1h3h	A	X	het	2	2	mouse
Hist1h2af	2cv5	C	X	het	4	8	mouse
Dnajc6	1xi5	J	X	het	2	216	mouse
Chil1	1hjv	A	X	hom	1	4	mouse
Mpz	1neu	A	X	hom	1	2	mouse
Celf4	4tlq	A	X	mon	1	1	mouse
Sacs	3o10	A	X	hom	1	2	mouse
Txn2	1uvz	A	X	hom	1	2	mouse
Pde8b	3ecn	A	X	mon	1	1	mouse
Pdcd6	1hqv	A	E	hom	1	2	mouse
Anp32a	2ell	A	E	mon	1	1	mouse
Psmb10	3unf	H	U	het	14	28	mouse
Ighv5-9-1	3ab0	B	X	het	3	3	mouse
Rara	4dqm	A	X	het	2	2	mouse
Mstn	3sek	B	X	het	2	4	mouse
Ddx3x	2jgn	A	U	mon	1	1	mouse
Cab39	3gni	A	E	het	2	2	mouse
Med15	2gut	A	X	mon	1	1	mouse
Ncf2	1e96	B	X	het	2	2	mouse
Gabpa	1awc	A	E	het	2	2	mouse
Ppid	1iip	A	E	mon	1	1	mouse
Hcn2	2q0a	A	X	hom	1	4	mouse
Ccnh	1jkw	A	E	hom	1	2	mouse
Exosc9	2nn6	A	X	het	9	9	mouse
Csf2rb2	4qqv	A	X	hom	1	2	mouse
Cdk5	1unl	A	E	het	2	2	mouse
Pmm1	2fue	A	X	hom	1	2	mouse
Pip4k2c	2gk9	A	X	hom	1	2	mouse
Gstk1	1r4w	A	X	hom	1	2	mouse
Ubn1	4zbj	D	X	het	4	4	mouse
Vcp	5c1b	A	E	het	2	8	mouse
Socs6	2vif	A	X	het	2	2	mouse
Hba-x	1jeb	A	X	het	2	4	mouse
Pgm3	1wjw	A	E	mon	1	1	mouse
Igf2bp1	3krm	A	E	mon	1	1	mouse
Psmb2	3unb	J	U	het	14	28	mouse
Kif7	2xt3	A	X	mon	1	1	mouse
Clgn	3ici	C	X	het	2	2	mouse
Arpc5	4jd2	G	E	het	8	8	mouse
Abhd14b	1imj	A	X	mon	1	1	mouse
Mief2	4woy	A	X	mon	1	1	mouse
AI837181	2q4k	A	X	mon	1	1	mouse
Psmb5	4r3o	L	N	het	14	28	mouse
Mapk7	4ic7	A	X	het	2	2	mouse
Pcdha6	1wuz	A	X	mon	1	1	mouse
Ttn	1g1c	A	X	hom	1	2	mouse
Ntrk1	4aoj	A	X	hom	1	12	mouse
Casp8	1qdu	B	E	het	3	6	mouse
Gja1	2ll2	A	U	mon	1	1	mouse
Timp3	3cki	B	X	het	2	2	mouse
Zmpste24	4aw6	A	U	mon	1	1	mouse
Oprm1	5c1m	A	X	het	2	2	mouse
Evx2	1jgg	A	X	hom	1	2	mouse
Timd2	2or7	A	X	mon	1	1	mouse
Bhmt	1umy	A	X	hom	1	4	mouse
Adipor2	3wxw	A	X	het	3	3	mouse
Dnajc3	2y4t	A	E	mon	1	1	mouse
Aimp2	5a34	B	U	het	2	2	mouse
Klhl41	2woz	A	X	hom	1	2	mouse
Ctnna1	1dow	A	U	het	2	2	mouse
Gspt1	2rqh	A	E	het	2	2	mouse
Ighv1-82	3j8v	F	X	het	3	780	mouse
Mllt10	5dah	A	X	het	2	2	mouse
Myo7a	3pvl	A	X	het	2	2	mouse
Ube4b	3l1z	B	U	het	2	2	mouse
Stk32a	4fr4	A	X	mon	1	1	mouse
Oxt	2hnu	A	X	hom	1	2	mouse
Tbcc	2l3l	A	X	mon	1	1	mouse
Itln1	4wmq	A	X	hom	1	3	mouse
Copb1	5a1v	G	N	het	8	26	mouse
Masp1	3pob	A	X	het	2	4	mouse
Clec2g	3rs1	A	X	hom	1	2	mouse
AI607873	2yu0	A	X	mon	1	1	mouse
Tyrobp	4wol	A	X	hom	1	3	mouse
Clec2d	3rs1	A	X	hom	1	2	mouse
Robo1	3wih	A	X	het	3	3	mouse
Alx1	3lnq	A	X	mon	1	1	mouse
Nqo2	3te7	A	X	hom	1	2	mouse
Nudt16l1	3kvh	A	X	hom	1	2	mouse
Mup5	2lb6	A	X	mon	1	1	mouse
Myo5b	4lx0	B	X	het	2	2	mouse
Arpc4	3rse	F	U	het	8	8	mouse
Tfe3	4ath	A	X	hom	1	2	mouse
Rps10	3jaj	SK	N	het	83	83	mouse
Eif2ak2	1x48	A	X	mon	1	1	mouse
Fshb	4mqw	B	X	het	3	3	mouse
Nfrkb	3u21	A	U	hom	1	2	mouse
Pex19	3mk4	B	U	het	2	2	mouse
Gm11709	1zox	A	X	mon	1	1	mouse
Tacstd2	2mvl	A	X	mon	1	1	mouse
Alb	1tf0	A	X	het	2	2	mouse
Igkv1-122	1wz1	L	X	het	2	2	mouse
Trappc1	2j3t	C	X	het	4	4	mouse
Phf24	1wil	A	X	mon	1	1	mouse
Foxs1	1d5v	A	X	mon	1	1	mouse
Gsg2	4ouc	A	X	het	2	2	mouse
Rnf168	4gb0	A	X	mon	1	1	mouse
Ubr1	3ny3	A	U	het	2	2	mouse
Phf8	3kv4	A	X	het	2	2	mouse
Hgfac	2r0l	A	X	het	4	4	mouse
Pja1	2l0b	A	X	mon	1	1	mouse
Thra	2nll	B	X	het	2	2	mouse
Myc	1nkp	A	X	het	2	2	mouse
Gng2	3sn6	G	X	het	5	5	mouse
Cfb	2xwb	F	X	het	4	4	mouse
Ppp2r2a	3dw8	B	U	het	4	4	mouse
Hoxa10	2lp0	A	X	het	2	2	mouse
Rpa3	1l1o	A	E	het	3	6	mouse
Igkv5-37	1c08	A	X	het	3	3	mouse
Pcca	2cqy	A	X	mon	1	1	mouse
Pitrm1	4nge	A	N	het	3	3	mouse
Dync1i2	2pg1	I	U	het	3	6	mouse
Mup7	2nnd	A	X	mon	1	1	mouse
Ttbk1	4btk	A	X	mon	1	1	mouse
Nmt2	1rxt	A	X	mon	1	1	mouse
Ripk2	5ar5	A	X	hom	1	2	mouse
Pabpn1	3ucg	A	U	hom	1	2	mouse
Lamc2	1tle	A	X	mon	1	1	mouse
Cisd2	4oo7	A	U	hom	1	2	mouse
Atp5g1	5ara	J	X	het	11	22	mouse
Ifna5	3oq3	A	X	het	2	2	mouse
Mast1	3ps4	A	X	hom	1	2	mouse
Blmh	1cb5	A	U	hom	1	6	mouse
Ldha	4aj4	A	E	hom	1	4	mouse
Nutf2-ps1	5bxq	A	X	het	2	5	mouse
Hao2	1tb3	A	X	hom	1	4	mouse
Pfkfb1	1fbt	A	X	hom	1	2	mouse
Hspe1	4pj1	1	E	het	2	28	mouse
Col5a2	3ejh	E	X	het	2	2	mouse
Cyp3a41b	4d6z	A	X	mon	1	1	mouse
Lgmn	4nom	A	X	hom	1	2	mouse
Rbms1	1x4e	A	X	mon	1	1	mouse
Etf1	5a8l	Q	E	het	5	5	mouse
Rnmt	3epp	A	N	mon	1	1	mouse
Mrpl49	3j9m	g	U	het	81	81	mouse
Phox2b	3a01	B	X	het	2	2	mouse
Cyp2c66	2nnj	A	X	mon	1	1	mouse
Atp2a2	2voy	L	X	het	12	12	mouse
1300017J02Rik	3mc2	A	X	mon	1	1	mouse
Il16	1x6d	A	X	mon	1	1	mouse
Pgk1	2p9q	A	E	mon	1	1	mouse
Ctsd	1lyb	A	X	het	3	6	mouse
Dnajb5	1hdj	A	X	mon	1	1	mouse
Slc25a13	4p5w	A	E	hom	1	2	mouse
Gm8909	1k8d	A	X	het	3	3	mouse
Cops3	4d18	C	U	het	8	8	mouse
Cadps2	1wi1	A	X	mon	1	1	mouse
Ptpn4	3nfl	A	X	het	2	2	mouse
Fscn1	4gp0	A	E	mon	1	1	mouse
Acacb	3ff6	A	X	hom	1	2	mouse
Zfp446	2fi2	A	X	hom	1	2	mouse
Unc5d	4v2c	B	X	het	2	2	mouse
F10	2h9e	H	X	het	4	4	mouse
Idi1	2dho	A	X	mon	1	1	mouse
Tnni3	1ozs	B	X	het	2	2	mouse
Pde7a	4y2b	A	X	mon	1	1	mouse
Inppl1	2kso	B	E	het	2	2	mouse
Camkmt	4pwy	A	X	hom	1	2	mouse
Otx2	2dms	A	X	mon	1	1	mouse
Pfn2	2v8f	A	X	het	2	3	mouse
Trim72	3kb5	A	X	mon	1	1	mouse
Mog	1py9	A	X	hom	1	2	mouse
Pcsk9	4ov6	B	X	het	3	3	mouse
Eif1a	4kzy	n	X	het	35	35	mouse
Col15a1	3n3f	A	X	hom	1	3	mouse
Cdc14b	1ohe	A	X	het	2	2	mouse
Kcnj12	3spi	A	X	hom	1	4	mouse
Camsap3	1ugj	A	X	mon	1	1	mouse
Copz2	5a1v	F	X	het	8	26	mouse
Dnaja1	2och	A	U	mon	1	1	mouse
Pde4c	2qym	A	X	hom	1	2	mouse
Sec24c	3eh2	A	U	mon	1	1	mouse
Elavl1	1fnx	H	E	mon	1	1	mouse
Uba1	4p22	A	U	hom	1	2	mouse
Igf1	2dsr	I	X	het	3	3	mouse
Ppip5k1	3t54	A	X	mon	1	1	mouse
Myoc	4wxu	A	X	mon	1	1	mouse
Foxp3	3qrf	F	X	het	2	3	mouse
Gm10094	4a8x	C	X	het	3	3	mouse
Lhx9	2dmq	A	X	mon	1	1	mouse
Map2k1	3dv3	A	E	hom	1	2	mouse
Hist2h2be	4cay	B	X	het	3	3	mouse
Mgl2	1dv8	A	X	mon	1	1	mouse
Scarb2	4f7b	A	X	mon	1	1	mouse
Cpsf3	2i7t	A	U	mon	1	1	mouse
Gm14744	3fiq	A	X	mon	1	1	mouse
Hecw2	3l4h	A	X	mon	1	1	mouse
Gins4	2eho	A	X	het	4	4	mouse
Smurf2	2ltz	A	X	het	2	2	mouse
Trappc6a	2j3t	B	X	het	4	4	mouse
Sqstm1	2knv	A	E	hom	1	2	mouse
Dpy30	4riq	A	E	het	2	12	mouse
Ezh1	4mi0	A	X	mon	1	1	mouse
Mdm2	2vjf	A	X	het	2	4	mouse
Bbs9	4yd8	A	X	mon	1	1	mouse
Pecr	1yxm	A	X	hom	1	4	mouse
Klf5	2wbu	A	X	mon	1	1	mouse
Sp1	1rik	A	X	mon	1	1	mouse
Kat6a	3v43	A	X	het	2	2	mouse
Ndp	5bpu	A	X	het	2	3	mouse
Cnr2	2ki9	A	X	mon	1	1	mouse
Hscb	3bvo	A	X	mon	1	1	mouse
Uqcrq	4d6t	G	N	het	9	10	mouse
Pcgf6	2djb	A	X	mon	1	1	mouse
Dpysl2	2vm8	A	U	hom	1	4	mouse
Adprh	3hfw	A	X	mon	1	1	mouse
Ago3	1si2	A	X	hom	1	2	mouse
Rras2	2ery	A	U	mon	1	1	mouse
Ifna9	3oq3	A	X	het	2	2	mouse
Cela2a	1bru	P	X	mon	1	1	mouse
Aldh7a1	2j6l	A	E	hom	1	4	mouse
Rpl29	3jaj	b	X	het	83	83	mouse
2310045N01Rik	1n6j	A	X	het	2	3	mouse
Igkv4-90	3ab0	C	X	het	3	3	mouse
Eef1a2	4c0s	A	X	hom	1	2	mouse
Uhrf2	4pw7	A	X	hom	1	2	mouse
Tpmt	2h11	A	X	mon	1	1	mouse
C8b	3ojy	B	X	het	3	3	mouse
Otud1	4bop	A	X	hom	1	8	mouse
Odc1	7odc	A	X	hom	1	2	mouse
Snrpa1	1a9n	A	E	het	2	2	mouse
Prkcd	1ptq	A	U	hom	1	2	mouse
Nkx2-2	4s0h	B	X	het	2	2	mouse
Ep300	1l3e	B	U	het	2	2	mouse
Trappc5	2j3r	B	U	het	2	2	mouse
Lyar	1wjv	A	U	mon	1	1	mouse
Mgmt	1t39	A	E	mon	1	1	mouse
Ctsk	7pck	A	X	hom	1	4	mouse
Tppp3	1wlm	A	X	mon	1	1	mouse
Ctdsp1	2ghq	A	X	het	2	2	mouse
Nedd4l	2lb2	A	X	het	2	2	mouse
Dgkd	3bq7	A	X	hom	1	6	mouse
Gata2	3dfx	A	X	hom	1	2	mouse
Dpp6	1xfd	A	X	hom	1	2	mouse
Prpf3	1x4q	A	U	mon	1	1	mouse
Pgd	1pgn	A	U	hom	1	2	mouse
Thop1	2o36	A	X	mon	1	1	mouse
Arfgap2	2crw	A	E	mon	1	1	mouse
Pik3r3	2iuh	A	X	het	2	2	mouse
Aars	4xeo	A	U	mon	1	1	mouse
Gng4	4mk0	G	X	het	3	3	mouse
Usp46	5cvn	B	X	het	3	3	mouse
Gm8994	4c9b	A	X	het	2	2	mouse
Tcerg1l	2kis	A	X	mon	1	1	mouse
Snx7	3iq2	A	X	mon	1	1	mouse
Vpreb2	2h3n	A	X	het	2	4	mouse
Arhgap27	3pp2	A	X	hom	1	4	mouse
Frmpd1	4g2v	B	X	het	2	2	mouse
Sec24a	2nup	B	E	het	3	3	mouse
Trpm7	1ia9	A	X	hom	1	2	mouse
Chil4	1e9l	A	X	mon	1	1	mouse
Pebp1	1bd9	A	X	hom	1	2	mouse
Mettl21a	4lec	A	X	mon	1	1	mouse
Kif2a	3edl	D	E	het	3	165	mouse
Zfp217	3uk3	C	X	hom	1	2	mouse
Tal1	2ypa	A	X	het	4	4	mouse
Gm17511	4v6x	Cs	X	het	82	84	mouse
Rxra	3a9e	A	X	het	3	3	mouse
Hnrnpa2b1	4yoe	A	E	mon	1	1	mouse
Slitrk2	4y61	B	X	het	2	2	mouse
Epha6	4l0p	A	X	het	2	2	mouse
Akr1b8	1ef3	A	E	hom	1	2	mouse
Mlxipl	4gnt	B	X	het	2	4	mouse
Pim3	4i41	A	X	mon	1	1	mouse
Ube2r2	4mdk	A	X	het	2	2	mouse
Sp8	1va3	A	X	mon	1	1	mouse
Cyp46a1	2q9g	A	X	mon	1	1	mouse
Mapk4	2i6l	A	X	hom	1	2	mouse
Vdac3	4bum	X	X	hom	1	2	mouse
Grn	1g26	A	X	mon	1	1	mouse
Cast	3bow	C	X	het	3	3	mouse
Baiap2l1	2lnh	B	X	het	3	3	mouse
Prkch	2fk9	A	X	mon	1	1	mouse
Ugt2b1	2o6l	A	X	hom	1	2	mouse
Snx32	3hpb	A	X	mon	1	1	mouse
Thbs1	2ouj	A	X	hom	1	2	mouse
Ciao1	3fm0	A	X	mon	1	1	mouse
Ska2	4aj5	K	X	het	3	30	mouse
Rab28	3e5h	A	X	hom	1	2	mouse
Celf1	3nnh	A	E	hom	1	2	mouse
Snupn	5dis	C	X	het	4	4	mouse
Zc3h4	2cqe	A	X	mon	1	1	mouse
Prdm4	2l9z	A	X	mon	1	1	mouse
C1qa	2jg8	A	X	het	3	3	mouse
Nxf1	1oai	A	E	het	2	2	mouse
Ap1g1	1w63	A	E	het	4	4	mouse
Gstp1	1glp	A	E	hom	1	2	mouse
Rngtt	2c46	A	U	hom	1	4	mouse
Fgr	1azg	B	X	het	2	2	mouse
Polr2l	5flm	J	X	het	12	12	mouse
Cxadr	3j6n	K	X	hom	1	60	mouse
Zbtb7a	2if5	A	X	hom	1	2	mouse
Mrps35	5aj4	Ak	X	het	83	83	mouse
Wnk4	3fpq	A	X	hom	1	2	mouse
Pgr	2c7a	A	X	hom	1	2	mouse
Klf16	1va2	A	X	mon	1	1	mouse
Cnot3	4c0g	A	X	hom	1	2	mouse
Tnni2	1a2x	B	X	het	2	2	mouse
Mrpl37	5aj4	Ba	X	het	83	83	mouse
Bag5	2d9d	A	X	mon	1	1	mouse
Ufsp1	2z84	A	X	mon	1	1	mouse
Klf1	2mbh	B	X	het	2	2	mouse
Itpr1	3jav	A	X	hom	1	4	mouse
Mtpn	2kxp	C	E	het	3	3	mouse
Psmc5	5a5b	J	N	het	35	35	mouse
Fxr2	2qnd	A	U	mon	1	1	mouse
Rab9b	4qxa	A	X	het	2	2	mouse
Hnf1b	2h8r	A	X	hom	1	2	mouse
Hip1r	1r0d	A	U	mon	1	1	mouse
Tnfrsf12a	2rpj	A	X	mon	1	1	mouse
Ces1a	1ya8	A	X	hom	1	3	mouse
Ace2	2ajf	A	X	het	2	2	mouse
Hpse	5e8m	B	X	het	2	2	mouse
Vps16	4bx9	C	U	het	2	2	mouse
Bace1	3kmx	A	X	hom	1	2	mouse
Vps36	2dx5	A	E	het	2	2	mouse
Rps13	3jaj	SN	N	het	83	83	mouse
Entpd2	4cd3	A	X	mon	1	1	mouse
Glrx	1kte	A	E	mon	1	1	mouse
Hexb	2gk1	B	X	het	2	2	mouse
Erbb4	3u7u	A	X	het	2	2	mouse
Mrpl41	5aj4	Be	X	het	83	83	mouse
Stk26	4fzd	B	X	het	3	3	mouse
Gtf2ird1	2d99	A	X	mon	1	1	mouse
Cfhr1	3zd2	A	X	hom	1	2	mouse
Tle1	2ce8	A	X	het	2	3	mouse
Pabpc5	2k8g	A	X	mon	1	1	mouse
Cdh2	4nuq	A	E	hom	1	2	mouse
Psma2	3une	A	N	het	14	28	mouse
Mxi1	1nlw	A	X	het	2	2	mouse
Arid5b	2oeh	A	X	mon	1	1	mouse
Lrrk2	2zej	A	X	hom	1	2	mouse
Mrpl53	3j9m	k	X	het	81	81	mouse
Ptpra	2jjd	A	X	mon	1	1	mouse
C1qbp	1p32	A	E	hom	1	3	mouse
Uqcrb	4d6t	F	X	het	9	10	mouse
Atp5h	2cly	B	X	het	3	3	mouse
Sgta	4goe	A	E	hom	1	2	mouse
Mitd1	4a5z	A	X	hom	1	2	mouse
Atp2a1	2voy	L	X	het	12	12	mouse
Ppfibp2	3qh9	A	X	hom	1	2	mouse
Gps2	2l5g	A	X	het	2	2	mouse
Pcdha11	1wuz	A	X	mon	1	1	mouse
Otub1	3von	A	E	het	3	3	mouse
Iqgap2	3i6x	A	X	hom	1	2	mouse
Rbfox1	2err	A	X	mon	1	1	mouse
Sntb2	2pdz	A	E	het	2	2	mouse
Col4a1	1m3d	A	X	het	2	6	mouse
Zc3h12c	3v33	A	X	mon	1	1	mouse
Neurod4	2ql2	B	X	het	2	2	mouse
Ltn1	3j92	0	U	het	47	51	mouse
Foxo6	4lg0	A	X	het	2	2	mouse
Rnf41	2gwf	B	X	het	2	2	mouse
Zfp692	2d9h	A	X	mon	1	1	mouse
Ighv1-19	1ktr	H	X	het	4	4	mouse
Plxna3	3ryt	A	X	het	2	2	mouse
Apoa1bp	2o8n	A	E	hom	1	2	mouse
Rpl36-ps3	4v6x	Ci	X	het	82	84	mouse
Copg2	3tjz	B	U	het	3	3	mouse
Rps6kb1	3a60	A	E	hom	1	2	mouse
