Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
Ap1b1	U	4hmy_B	5574.5	98.81	5
Myo1c	U	4r8g_E	5591.9	98.81	2
Axin1	U	1wsp_A	1159.9	98.81	1
Cfl1	U	3j0s_M	2112.8	98.80	2
Pabpc1	U	2rqg_B	648.3	98.80	2
Psmc4	U	2dvw_B	1253.2	98.80	2
Ywhah	U	2c63_A	1178.1	98.79	2
Scoc	U	4bwd_A	1359.9	98.78	1
Capzb	U	3aa0_B	4667.5	98.77	3
Nr2f2	U	3cjw_A	934.7	98.77	1
Lgals9	U	2d6l_X	477.7	98.74	1
Tsn	U	3qb5_A	3780.6	98.68	2
Vps35	U	2r17_C	1515.7	98.66	2
Napa	U	3j96_G	3032	98.65	5
Lgmn	U	4nom_A	801.7	98.64	1
Araf	U	2mse_D	1583.9	98.63	3
Pcbp2	U	2axy_A	1526.8	98.63	1
Myl9	U	3j04_B	1846.8	98.60	3
Cops3	U	4d18_C	4718.1	98.59	8
Tubb4b	U	3j1t_C	1669.3	98.59	3
Rbpj	U	4j2x_A	2064.7	98.59	2
Ehmt2	U	3rjw_A	1881.6	98.59	1
Sacs	U	3o10_A	1571.5	98.58	1
Pik3c2a	U	2iwl_X	1084.2	98.57	1
G3bp1	U	3q90_A	1355.7	98.57	1
Ehd2	U	2qpt_A	2959.2	98.55	1
Cops4	U	4d18_D	4041	98.54	8
Por	U	3wkt_A	2051	98.54	2
Nsf	U	3j96_A	5548.5	98.53	5
Arhgdia	U	4f38_B	1659.7	98.53	2
Cisd2	U	4oo7_A	1769.9	98.53	1
Acly	U	3mwe_B	1787.1	98.51	2
Ranbp2	U	1rrp_B	2306.6	98.51	2
Rock2	U	2f2u_A	1867.9	98.51	1
Phf20	U	3q1j_A	397	98.48	1
Cdk9	U	4or5_A	1277.7	98.47	4
Acads	U	1jqi_A	5052.5	98.45	1
Ube2e1	U	3bzh_A	1170.9	98.45	1
Prpf31	U	3siv_B	1436.9	98.43	2
Cd2bp2	U	1l2z_A	366.9	98.39	2
Fzr1	U	4ui9_R	4452.1	98.38	18
Rheb	U	3t5g_A	1079.6	98.34	2
Snrnp70	U	4pjo_K	3218.3	98.33	9
Spin1	U	4h75_A	838.7	98.32	2
Nxf1	U	1oai_A	343.1	98.31	2
Rplp2	U	4beh_B	1362	98.28	2
Ppp1r9b	U	3egh_C	2490.2	98.24	3
Rab21	U	2ot3_B	1141.7	98.24	2
Cul4b	U	4a0l_E	2809.3	98.21	4
Prkaa1	U	4qfg_A	3910.5	98.21	3
Egfr	U	4r3r_A	416.7	98.14	2
Nkx2-5	U	4s0h_B	882.7	98.11	2
Bag6	U	4wwr_A	1222.6	98.11	2
Fmr1	U	4ova_A	967.3	98.09	1
Cap1	U	1k8f_A	1219	98.09	1
Cul3	U	4eoz_B	827.6	98.08	2
Stim1	U	4o9b_A	944	98.08	1
Aldoa	U	2ot0_A	2945.4	98.07	2
Nup54	U	3t98_A	1963.1	98.04	2
Prpf4b	U	4ian_A	634.2	98.04	1
Sptan1	U	3f31_A	1521.8	97.99	1
Nck1	U	2ci8_A	2486.4	97.98	1
Shc1	U	1shc_A	796.2	97.95	2
Ube2d3	U	2fuh_A	547	97.95	2
Ebf1	U	3mqi_A	687.5	97.92	1
Snx17	U	4tkn_A	485.8	97.90	2
Flna	U	2mtp_A	1089.8	97.89	3
G3bp2	U	5drv_A	1936.7	97.89	2
Pkm	U	4g1n_A	4505	97.88	1
Gfpt1	U	2zj3_A	2723.8	97.87	1
Capn2	U	1df0_A	2774.5	97.86	2
Ugdh	U	2q3e_A	4792.6	97.86	1
Fn1	U	2mnu_A	693.8	97.85	2
Per1	U	4dj2_A	865.6	97.81	1
Pank3	U	2i7p_A	2288.1	97.79	1
Fubp1	U	4lij_A	938.7	97.78	1
Arpc3	U	3rse_E	920.5	97.75	8
Npm1	U	4n8m_A	2018.9	97.74	1
Celf1	U	3nnh_A	820.5	97.73	1
H2afv	U	3waa_C	4483.5	97.71	4
Rab1b	U	4hlq_B	1484.6	97.71	2
Atad2	U	4qut_A	1026	97.69	2
Gatad2a	U	2l2l_A	660.2	97.67	2
Rab5c	U	4kyi_B	1283.6	97.65	2
Stxbp1	U	4jeu_A	2512.4	97.63	2
Jmjd6	U	3ld8_A	2179.6	97.60	3
Taldo1	U	2e1d_A	935.4	97.58	1
Vps26a	U	4p2a_A	497.6	97.55	2
Prps1	U	2h06_A	4121.6	97.55	1
Clic1	U	1rk4_A	1100.9	97.53	1
Dpysl3	U	4cns_A	2353.6	97.50	1
Caprin1	U	4wbe_A	1695.2	97.50	1
Eif3j1	U	3bpj_A	2396.2	97.50	1
Myo6	U	2x51_A	3287.7	97.47	2
Pik3cb	U	2y3a_A	3263.3	97.44	2
Iqgap1	U	3i6x_A	674.9	97.41	1
Uso1	U	3gq2_A	1045.2	97.39	1
Cct2	U	4b2t_B	2678.6	97.38	8
Hspa1a	U	1xqs_C	1496.8	97.38	2
Uap1	U	1vm8_A	1650	97.38	1
Sf3a3	U	2dt7_A	664.7	97.37	2
Pvrl2	U	4fmk_A	1279.1	97.33	1
Cops7a	U	4d18_G	3199.9	97.30	8
Rabgef1	U	2c7m_A	741.4	97.30	2
Pcbp1	U	1ztg_A	516.7	97.30	1
Dnajb1	U	2qld_A	834	97.27	1
Ptpn23	U	3rau_A	1134.8	97.25	1
Eno3	U	2xsx_A	2645.2	97.24	1
Pak2	U	2qme_I	917.6	97.22	2
Srp19	U	4ue5_F	207.9	97.20	6
Copa	U	3mkr_B	2721.2	97.19	2
Bckdk	U	3tz5_A	929.2	97.13	1
Fabp5	U	4azq_A	894.1	97.10	1
Idh2	U	1lwd_A	3688.1	97.09	1
Gps1	U	4d18_A	4203.2	97.08	8
Neo1	U	4pln_C	1307.6	97.07	2
Eea1	U	3mjh_B	595.5	97.06	2
Naa50	U	3tfy_A	856.9	97.04	2
Nae1	U	3gzn_A	3902.7	97.00	3
Ppp5c	U	1a17_A	2839.1	96.99	1
Cdk1	U	4yc6_A	735.1	96.97	2
Uqcrfs1	U	1be3_E	3326.2	96.94	11
Snd1	U	3omc_A	418	96.93	2
Ccnt1	U	3tni_B	883.1	96.91	2
Vapa	U	1z9o_A	1517.7	96.88	2
Pkd2	U	3hrn_A	1510.9	96.88	1
Micu1	U	4nsd_A	488	96.87	1
Nfrkb	U	3u21_A	662.6	96.85	1
Cdc27	U	5a31_F	7884.2	96.84	19
Sec13	U	3bg1_A	3253.6	96.84	2
Dimt1	U	1zq9_A	637.8	96.84	1
Tufm	U	1xb2_A	1644.8	96.82	2
Plrg1	U	4yvd_A	862	96.79	1
Uba2	U	2px9_A	701.8	96.77	2
Morc3	U	4qq4_A	917	96.77	2
Ppp1r8	U	3v4y_B	1737.1	96.77	2
Prpf4	U	1mzw_B	481.1	96.77	2
Stk3	U	5brm_G	1250.1	96.77	2
Met	U	3efj_A	1321.2	96.77	1
Ctnnd1	U	3l6x_A	1338.8	96.75	2
Top2a	U	4r1f_A	2637.9	96.75	1
Ctnnbl1	U	4mfu_A	1008.7	96.73	1
Scp2	U	2c0l_B	1102	96.72	2
Snx9	U	3dyu_A	3095.8	96.72	1
Ldha	U	4aj4_A	5539.5	96.69	1
Chaf1a	U	1s4z_C	1320.8	96.67	2
Pom121	U	4yi0_A	1742.8	96.67	2
Banf1	U	2odg_A	989.5	96.63	2
Trim33	U	3u5o_A	987.3	96.62	2
Cbx5	U	3fdt_A	479.4	96.61	2
Ass1	U	2nz2_A	6298.1	96.61	1
Smc1a	U	2wd5_A	1519.9	96.57	2
Chd1	U	5afw_A	1137.2	96.55	2
Echs1	U	1dub_A	5775.9	96.55	1
Rprd2	U	4flb_A	1065.5	96.53	1
Lmna	U	1x8y_A	1788.6	96.51	1
Prdx1	U	2z9s_A	2852.1	96.48	1
Cd276	U	4i0k_A	2558.8	96.40	1
Acaca	U	4asi_A	7514.6	96.36	1
Nt5c3	U	2bdu_A	572.3	96.30	1
Kirrel	U	4ofd_A	776.1	96.26	1
Mafg	U	3a5t_A	1605.9	96.26	1
Sept6	U	2qag_B	1690.9	96.25	3
Myo1b	U	4l79_A	1769.3	96.24	2
Ubr5	U	2qho_B	526.8	96.23	2
Gnpda1	U	1ne7_A	2542	96.19	1
Slc25a12	U	4p5x_A	1761.5	96.19	1
Hsp90b1	U	3o2f_A	1722.4	96.19	1
Tsg101	U	3iv1_A	2894.8	96.15	1
Ppme1	U	3c5w_P	1383.5	96.13	3
Cs	U	1cts_A	4415.8	96.11	1
Ppib	U	1cyn_A	454.9	96.07	2
Vapb	U	3ikk_A	453.9	96.06	1
Ppp2r4	U	4ny3_A	676.3	96.05	2
Snx27	U	4p2a_B	490.6	96.04	2
Cenpc1	U	4x23_U	306.5	96.00	5
Ppp3cb	U	2r28_C	1300.8	96.00	2
Tpi1	U	1r2s_A	1722	95.97	1
Raver1	U	3h2v_E	653.2	95.95	2
Cct4	U	4b2t_D	2993.3	95.94	8
Pip4k2c	U	2gk9_A	1024.2	95.92	1
Anxa5	U	2ie6_A	1389.1	95.91	1
Sun2	U	4fi9_A	2578.4	95.90	2
Dynlrb1	U	1z09_A	1053.5	95.83	1
Etfa	U	2a1t_R	3642.5	95.80	3
Eps15	U	1f8h_A	288.4	95.79	2
Prep	U	2xdw_A	1095.1	95.77	2
Aldh4a1	U	3v9j_A	5096.3	95.74	1
Pfn1	U	1hlu_P	1033.3	95.71	2
Parp1	U	1wok_A	1740.6	95.71	1
Wdr48	U	5cvn_A	707.3	95.65	3
Ppp1r12a	U	1s70_B	2441.5	95.65	2
Kif11	U	1ii6_A	1373.8	95.65	1
Tax1bp1	U	4nlh_A	460.2	95.65	1
Cct8	U	4b2t_Q	2708.5	95.62	8
Ash2l	U	4x8n_A	399.2	95.58	2
Ptpn9	U	4icz_A	423.7	95.54	2
Mdh2	U	1mld_A	1680.9	95.54	1
Tcp1	U	4b2t_A	3031	95.50	8
Gpd1l	U	2pla_A	2273.7	95.42	1
Usf1	U	1an4_A	1493.2	95.38	1
Xpnpep1	U	3ctz_A	1865.8	95.35	1
Fcho2	U	2v0o_A	4673.3	95.29	1
Sdhb	U	3abv_B	5075.3	95.24	4
Atp5c1	U	2f43_G	3043.3	95.24	3
Ehd1	U	2kff_A	247.4	95.24	2
Dido1	U	4l7x_A	528.5	95.24	2
Ufd1l	U	5c1b_U	680.5	95.24	2
Hexim1	U	3s9g_A	1973.9	95.19	1
Htra1	U	3nwu_A	2024.9	95.15	1
Cul4a	U	2hye_C	4354.5	95.13	4
Kars	U	4ycu_A	5898.1	95.13	2
Atrx	U	2lbm_A	557.4	95.07	2
Paics	U	2h31_A	4804.7	95.06	1
Arhgap1	U	1ow3_A	1183.6	95.04	2
Pmm1	U	2fue_A	1364.2	95.04	1
Shmt2	U	4pvf_A	5377.9	95.03	1
Plaa	U	2k8b_B	762.6	95.00	2
Atp2b1	U	1cff_B	717.1	95.00	2
Mylk	U	1cdl_E	1499.2	95.00	2
Arrb2	U	2iv8_P	706.5	95.00	2
Pex19	U	3mk4_B	639.1	95.00	2
P4ha1	U	4bt9_A	4424.5	94.98	2
Serpinh1	U	3zha_A	1178.7	94.90	2
Hspg2	U	1gl4_B	1175.1	94.90	2
Hars	U	4phc_A	4157	94.89	1
Mdh1	U	5mdh_A	2148.5	94.89	1
Gmps	U	2vxo_A	4142.2	94.84	1
Cpsf6	U	3q2s_C	753.6	94.76	2
Hspbp1	U	1xqs_A	1145.6	94.64	2
Psmd4	U	2kde_A	1196.1	94.59	2
Aip	U	4apo_A	389.5	94.55	2
Rab3ip	U	4uj3_B	634.8	94.36	3
Bag2	U	3cqx_C	2456.6	94.32	2
Pcdhgc3	U	4zi8_A	1426.1	94.31	1
Esyt2	U	4p42_A	3967.2	94.30	1
Tars	U	4hwt_A	2622.3	94.19	1
Mcts1	U	3r90_A	2408.7	94.15	1
Faf1	U	3qq8_B	835.4	94.12	2
Hspa5	U	3iuc_A	927.1	94.12	1
Pcid2	U	3t5x_A	1179.8	94.09	2
Srm	U	2o06_A	1972.6	94.08	1
Nme1	U	2hvd_A	3078.1	94.08	1
Trim24	U	3o36_A	235.9	94.02	2
Dpysl2	U	2vm8_A	2356.2	94.01	1
Tacc3	U	4pky_B	1762	94.00	3
Rcc1	U	1a12_A	1522.8	93.95	1
Sub1	U	2phe_A	2311.7	93.94	2
Sod2	U	1xdc_A	2135.2	93.94	1
Anapc2	U	4ui9_N	4160.2	93.92	18
Pcx	U	3bg3_A	2805.5	93.87	1
Pofut2	U	4ap5_A	1922	93.87	1
Hsd17b10	U	1e3w_B	3971.4	93.87	1
Stx8	U	1gl2_D	2402.4	93.85	4
Polr3c	U	5afq_A	1333.5	93.82	2
Scaf8	U	3d9l_A	757.9	93.79	2
Anxa4	U	2zhj_A	179.1	93.79	1
Tsta3	U	4e5y_A	1751.6	93.77	1
Farsb	U	3l4g_B	6530.4	93.72	2
Bptf	U	2f6j_A	503.7	93.68	2
Stam2	U	1uj0_A	436.2	93.55	2
Asl	U	1k62_A	7835.2	93.53	1
Kras	U	4pzy_A	1059.4	93.53	1
G6pdx	U	2bh9_A	4177.9	93.46	1
Actbl2	U	3b63_L	3238.5	93.42	2
Dpp3	U	3t6b_A	609.3	93.39	2
Pdia3	U	3f8u_A	1036.1	93.35	2
Hnrnpm	U	2ot8_C	1326	93.33	2
Hmox1	U	3wkt_C	1393.4	93.26	2
Prkci	U	1wmh_A	613.6	93.26	2
Prps2	U	2h06_A	4121.6	93.25	1
Rnf25	U	5d1k_B	1732.1	93.23	2
Adsl	U	4ffx_A	7762.1	93.22	1
Tubb6	U	3j1t_C	1669.3	93.21	3
Cdk4	U	3g33_A	1108	93.18	2
Ppp1r10	U	4moy_B	1745.2	93.18	2
Dck	U	2a2z_A	1656.1	93.15	1
Stx17	U	4wy4_B	2940	93.10	4
Dlat	U	3crk_C	1273	93.10	2
Vgll4	U	4ln0_C	1760.9	93.10	2
Nup107	U	3cqg_A	1184.9	93.09	2
Ccnb1	U	2jgz_B	1488.6	93.08	2
Tpm2	U	3u59_A	2305.9	93.07	1
Stx12	U	2nps_B	3171.3	92.96	4
Gm20431	U	2c2v_C	788.8	92.96	3
Prps1l1	U	2h06_A	4121.6	92.94	1
Vps16	U	4bx9_C	926.3	92.93	2
Glul	U	2uu7_A	4466.4	92.91	1
Hat1	U	2p0w_A	1415.2	92.90	2
Tle3	U	2ce8_A	1600.3	92.88	2
Cad	U	4c6i_A	1192.8	92.88	1
Aldh18a1	U	2h5g_A	3179.3	92.87	1
Hnrnpc	U	1txp_A	1272	92.86	1
Pdk3	U	1y8p_A	4099.9	92.84	2
Eif3a	U	5a5t_A	6522	92.80	8
Hsd17b4	U	1gz6_A	5180.8	92.79	1
Itgav	U	3ije_A	4930	92.76	2
Skp2	U	1ldk_E	1045	92.68	5
Hspd1	U	4pj1_A	5277	92.65	2
Itgb1	U	4wk4_B	2148.8	92.58	3
Trnt1	U	4x4w_A	1077	92.55	1
Supt5	U	3h7h_B	1484.1	92.45	2
Nfkbia	U	1ikn_D	1752.2	92.37	3
Myh9	U	2lnk_C	2187.9	92.31	2
Nacc1	U	3ga1_A	2112.3	92.25	1
Ctps	U	2vo1_A	2410.2	92.20	1
Sdcbp	U	1v1t_A	1465.4	92.17	2
Pgm2	U	1c47_A	796.8	92.16	1
Pgd	U	1pgn_A	6204.4	92.12	1
Mcm6	U	2le8_A	603.8	92.11	2
Anapc5	U	4ui9_O	11334.4	92.06	18
Oat	U	1gbn_A	5775.8	92.04	1
P4hb	U	4ju5_A	1800.2	92.02	1
Eif4a2	U	2zu6_A	1968.4	92.01	2
Eef1a1	U	4c0s_A	2613.4	92.01	1
Ube4b	U	3l1z_B	659.2	92.00	2
Ubr2	U	3ny3_A	254.8	92.00	2
Gmds	U	1t2a_A	3405.9	92.00	1
Phgdh	U	2g76_A	3066.7	91.94	1
Blm	U	4cdg_A	1108.4	91.83	2
Ddx39	U	1t6n_A	859.6	91.82	1
Chd4	U	2l75_A	506.4	91.80	2
Hsp90ab1	U	2qg0_A	1081.8	91.79	1
Lta4h	U	3b7s_A	467.7	91.72	2
Uba1	U	4p22_A	2495	91.70	1
Slk	U	2jfl_A	2724.9	91.69	1
S100a10	U	4ftg_A	2555.3	91.67	3
Mat2b	U	4ndn_E	1473.1	91.64	2
Impdh1	U	1jcn_A	3077.5	91.63	1
Trap1	U	4z1i_A	3669.8	91.63	1
Baz2b	U	4qc3_A	362.5	91.59	2
Pabpc4	U	2rqg_B	648.3	91.57	2
Park7	U	4p2g_A	1544.4	91.53	1
Esd	U	3fcx_A	864.1	91.49	1
Ap2a1	U	2xa7_A	4828.7	91.47	5
Trmt61a	U	5ccx_A	5699	91.35	2
Myl6	U	1i84_T	2042.7	91.33	3
Stau1	U	4dkk_A	1470.1	91.30	1
Lars	U	2wfd_A	1362.5	91.27	1
Hmgcs1	U	2p8u_A	3568.3	91.21	1
Lap3	U	2ewb_A	4679.3	91.15	1
Hagh	U	1qh3_A	499	91.15	1
Ivd	U	1ivh_A	4460.7	91.12	1
Eif2b1	U	3ecs_A	2959.5	91.11	1
Uqcr11	U	1sqp_K	1565.4	91.07	11
Ncam1	U	1qz1_A	794.8	91.07	1
Atic	U	1p4r_A	6847.8	91.05	1
Ywhaq	U	2btp_A	1400.1	91.02	2
Ahnak	U	4ftg_E	1210.5	90.91	3
Rad18	U	2y43_A	1120.5	90.91	1
Lamtor5	U	3ms6_A	1213.6	90.91	1
Eftud1	U	5anb_K	4649.4	90.80	11
Got1	U	3wzf_A	3190.8	90.78	1
Stx7	U	1gl2_B	2777.9	90.77	4
Ethe1	U	4chl_A	811.2	90.76	1
Fcgrt	U	1frt_A	2275.2	90.71	3
Trip10	U	2efk_A	3972.3	90.70	1
Mthfd1	U	1a4i_A	1766.6	90.70	1
Lman1	U	3lcp_A	846.7	90.69	2
Uqcr10	U	4d6t_J	1725.8	90.62	9
Hmox2	U	2qpp_A	1041.3	90.53	1
Paxip1	U	3sqd_A	323.9	90.41	2
Sar1a	U	1f6b_A	1157.8	90.40	1
Mpp7	U	3o46_A	1182.9	90.32	1
Gnb2	U	3ah8_B	3010	90.29	4
Ephb4	U	2bba_A	802.5	90.27	2
Eif4e2	U	2jgb_A	1064.7	90.26	2
Hnrnpk	U	1zzj_A	1003.1	90.24	1
Kif2c	U	4ubf_A	1406.9	90.18	2
Sirt2	U	4x3o_A	1034.9	90.13	2
C1qbp	U	1p32_A	2433.4	89.95	1
Bcor	U	4hpl_A	1535.3	89.92	2
Acadm	U	4p13_A	4626.6	89.92	1
Rab9	U	4qxa_A	822.8	89.90	2
Agps	U	5adz_A	4015.8	89.82	1
Chid1	U	3bxw_A	862.1	89.82	1
Gna11	U	5do9_A	1050.4	89.81	2
Celf2	U	3nnh_A	820.5	89.77	1
Rars	U	4r3z_B	2013.1	89.48	3
Hadh	U	2hdh_A	2060.5	89.42	1
Ubl4a	U	4wwr_B	1312.8	89.36	2
Itpa	U	2car_A	1108.9	89.29	1
Ap1s1	U	4p6z_S	3543.4	89.24	6
Chka	U	5afv_A	1698	89.15	1
Fdxr	U	1e6e_A	1864.4	89.13	2
Sae1	U	1y8r_A	2469.6	89.02	3
Nup133	U	3cqg_B	1152.5	88.99	2
Arhgdib	U	1ds6_B	1168.3	88.89	2
Me1	U	3wja_A	4460.8	88.79	1
Rfxap	U	2kw3_C	1442.4	88.71	2
Exosc5	U	2nn6_D	4022	88.61	9
Cacybp	U	2jtt_C	1345.2	88.57	2
Eci1	U	1xx4_A	2167.6	88.51	1
Egr3	U	1p47_A	1725.8	88.51	1
Ubqln1	U	2jy6_B	578.9	88.46	2
Pex14	U	4bxu_A	430.7	88.41	2
Steap3	U	2vq3_A	1270.1	88.37	1
Tom1	U	1wrd_A	561.9	88.35	2
Hmgcl	U	2cw6_A	1381.7	88.26	1
Gnai2	U	4g5q_A	1774.4	88.18	2
Gsr	U	1k4q_A	3823.2	88.07	1
Pi4k2a	U	4hnd_A	3640.2	88.02	1
Rab8b	U	3qbt_A	1238.5	87.93	2
Eprs	U	4hvc_A	2861.8	87.86	1
Klc1	U	3zfw_A	699.3	87.83	2
Rhob	U	3msx_A	1529.9	87.78	2
Cox5b	U	1occ_F	2887.7	87.76	13
Fdft1	U	3vjc_A	2445.2	87.76	1
Acat2	U	1wl4_A	4211.2	87.66	1
Prmt3	U	3smq_A	2010.2	87.65	1
Txn1	U	1auc_A	560.5	87.62	1
Mrpl14	U	4ce4_O	2310.3	87.59	35
Ppih	U	1mzw_A	409.6	87.57	2
Mrpl24	U	4ce4_Y	867.5	87.50	35
Pfkp	U	4u1r_A	3610.6	87.48	1
Brcc3	U	5cw6_A	1119.5	87.40	1
Unc5b	U	1wmg_A	1287.7	87.38	1
Hspa9	U	3n8e_A	1194.9	87.36	1
Qars	U	4r3z_C	918.7	87.23	3
Gata4	U	2l6z_A	862.8	87.18	3
Gba	U	3gxd_A	2715.6	87.12	1
Tpp1	U	3ee6_A	1089.9	87.04	1
Lonp1	U	2x36_A	1517.1	86.96	1
Lnpep	U	4pj6_A	1978.4	86.93	1
Hint2	U	4ini_A	2453	86.92	1
Abi1	U	3p8c_F	5856.4	86.79	5
B4galt1	U	4l41_C	1263.7	86.76	2
Ttk	U	2x9e_A	1014.9	86.75	1
Rngtt	U	2c46_A	1276.4	86.72	1
Dhx8	U	3i4u_A	1575.5	86.67	1
Ago2	U	1si2_A	918.3	86.58	1
Ubqln2	U	2jy6_B	578.9	86.54	2
Ppp2r1b	U	2pkg_A	490.6	86.38	2
Prdx5	U	4k7n_A	877.6	86.31	1
Atp7a	U	2k1r_A	517.1	86.30	2
Tsfm	U	1xb2_B	1589.4	86.25	2
Erp29	U	2qc7_A	878.4	86.25	1
Galk1	U	1wuu_A	1103.2	86.22	1
Mtr	U	2o2k_A	1427.9	86.20	1
M6pr	U	1c39_A	1470.6	86.18	1
Tnpo2	U	4fdd_A	1093.1	86.15	2
Hdac2	U	4bkx_B	2850.4	86.10	2
Glmn	U	4f52_E	2151.7	86.07	3
Foxp1	U	2as5_F	1060.4	86.02	2
Strn	U	4n6j_A	1326.7	86.00	1
Hspe1	U	4pj1_1	1908	85.96	2
Txndc5	U	3wgx_A	341.5	85.84	2
Mrpl27	U	4ce4_0	1877.9	85.81	35
Dhrs1	U	2qq5_A	1764.7	85.77	1
Mecr	U	2vcy_A	1400.1	85.76	1
Ezr	U	3x23_A	647	85.58	2
Mpp1	U	2ejy_A	427.6	85.57	2
Npc1	U	5f1b_C	725.8	85.55	3
Capza2	U	2kxp_A	4170.4	85.45	3
Commd9	U	4nkn_A	3241.2	85.34	1
Rbm12	U	2ek1_A	572.9	85.26	1
Mrpl17	U	4ce4_R	2242.9	85.21	35
Lrpap1	U	2fyl_A	951.3	85.19	2
Mars	U	4bvx_A	1492.8	85.12	2
Csnk2a2	U	4ib5_A	997.5	85.07	2
Pnp	U	1vfn_A	2474.5	85.05	1
Sec23b	U	3egd_A	1322.5	84.95	4
Dnmt1	U	4yoc_A	1832.7	84.86	2
Fdps	U	4p0v_A	2538.3	84.73	1
Hexa	U	2gjx_A	1926.4	84.62	2
Cpsf7	U	3n9u_C	757.8	84.62	2
Ppfia1	U	3tad_A	545.4	84.51	2
Gcc2	U	3bbp_D	1550.2	84.51	2
Sord	U	3qe3_A	2899.5	84.51	1
Decr1	U	1w73_A	5642.8	84.44	1
Cul2	U	4wqo_D	1270.7	84.41	4
Aimp2	U	5a34_B	1291.9	84.17	2
Tor1aip1	U	4tvs_A	551.5	83.98	2
Prc1	U	4l6y_A	1956.9	83.88	1
Cdca8	U	2qfa_B	2257	83.87	3
Bcat2	U	1ekf_A	2488.7	83.84	1
Tpm4	U	4a7f_B	3751.3	83.82	3
Acaa2	U	4c2k_A	3403.3	83.69	1
Abcb1b	U	4ksd_A	852.8	83.57	2
Arf4	U	1re0_A	2063.4	83.54	2
Tceb3	U	4hfx_A	923.7	83.51	1
Nudt5	U	3aca_A	3420.7	83.16	1
Tardbp	U	3d2w_A	839.7	83.15	1
Xrcc6	U	1jeq_A	9517.4	83.09	2
Cp	U	4ejx_A	1739.1	82.91	3
Rpap3	U	4cgw_A	360.8	82.91	2
Myh10	U	1br1_A	2500.7	82.80	2
Wrnip1	U	3vhs_A	402.2	82.76	1
Aimp1	U	4r3z_A	1654.2	82.69	3
Sumf2	U	1y4j_A	1268.7	82.39	1
Pml	U	2mvw_A	439.8	82.35	1
Htra2	U	2pzd_A	1587	82.30	1
Rab32	U	4cz2_A	1620.8	82.17	2
Ikbkap	U	5cqr_A	1741	81.99	1
Flnb	U	2w0p_A	835.2	81.91	2
Mta3	U	4bkx_A	3931.4	81.82	2
Mrps34	U	5aj3_j	4698.4	81.65	33
Tpm3-rs7	U	4a7f_B	3751.3	81.62	3
Timeless	U	4xht_A	625.1	81.55	1
Ptbp3	U	3zzz_A	490.3	81.54	2
Ahnak2	U	4cn0_A	4073.5	81.44	1
Pycr2	U	2izz_A	6105.3	81.37	1
Prdx3	U	4mh3_A	2044.5	81.36	1
Cfl2	U	3j0s_M	2112.8	81.33	2
Mrpl28	U	4ce4_1	1473.5	81.25	35
Dhrs4	U	3o4r_A	3888.1	81.23	1
Atp6v1a	U	1um2_C	391	80.95	2
Bcap31	U	4jzl_A	1550.9	80.88	1
Emd	U	2odg_C	501.9	80.85	2
Vdac2	U	4bum_X	701	80.62	1
Gm21987	U	2l0y_B	618.9	80.60	2
Lgals8	U	4han_A	2459.7	80.55	2
Uevld	U	3dl2_A	2092.1	80.53	1
Phc3	U	4pzo_A	994.8	80.49	1
Mrps18c	U	5aj3_R	3864.5	80.42	33
Dctn6	U	3tv0_A	1285	80.41	1
Atf7	U	1t2k_D	1726.2	80.33	3
Pdia6	U	3w8j_A	271.2	80.28	2
Ddx58	U	3lrn_A	559.8	80.17	1
Adgrl2	U	5afb_A	3161.8	80.12	1
Rps6ka3	U	4nif_A	2887.7	79.88	2
Mrps5	U	5aj3_E	8088.10000000001	79.77	33
Pdhx	U	2f5z_K	852.8	79.69	2
Mrpl4	U	4v19_F	4889.3	79.59	28
Mrps18a	U	3j6v_R	4772.1	79.08	15
Junb	U	1s9k_E	1867	78.85	3
Ubqln4	U	2jy6_B	578.9	78.85	2
Echdc3	U	2vx2_A	4051.9	78.75	1
Lig3	U	3qvg_A	961.5	78.65	2
Drap1	U	1jfi_A	2376.8	78.57	3
Mta2	U	4bkx_A	3931.4	78.41	2
Wwp2	U	2jo9_A	346.7	78.38	2
Mrpl10	U	4v19_J	2478.4	78.24	28
Stim2	U	3teq_A	1085.2	78.22	1
Sept11	U	2qag_B	1690.9	77.99	3
Hexb	U	2gk1_B	1807.4	77.93	2
Macf1	U	4q58_A	695.3	77.88	2
Mbd3	U	2l2l_B	615.9	77.78	2
Notch2	U	3v79_K	1687.3	77.73	4
Utrn	U	1eg4_A	451.1	77.39	2
Mrps35	U	5aj3_k	9261.7	77.23	33
Mina	U	4bxf_A	4188	77.15	2
Ptbp2	U	3zzz_A	490.3	76.92	2
Gusb	U	1bhg_A	4768.8	76.84	1
Lmnb1	U	3tyy_A	1941.5	76.84	1
Samhd1	U	4tnr_A	5017.9	76.65	1
Map2k3	U	3enm_A	2061.1	76.58	1
Cstb	U	1stf_I	920.7	76.53	2
Pitpnb	U	1kcm_A	1493.2	76.30	1
Eif6	U	2x7n_B	1292.8	75.45	3
Vdac1	U	4bum_X	701	75.43	1
Obfc1	U	4joi_A	1147.4	75.30	2
Rab31	U	1z0j_A	1147.2	75.29	2
Cyb5r3	U	1qx4_A	1090.3	75.18	1
Mki67	U	2aff_A	1351.5	75.00	2
Glb1	U	3thc_A	1704.6	74.92	1
Pip5k1a	U	4tz7_A	897.2	74.87	1
